as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,3550,1,1-999,40895,474809,0.44
20260709,3550,2,"1,000-5,000",8824,17310803,16.09
20260709,3550,3,"5,001-10,000",1133,9017974,8.38
20260709,3550,4,"10,001-15,000",304,3842766,3.57
20260709,3550,5,"15,001-20,000",230,4351722,4.04
20260709,3550,6,"20,001-30,000",163,4169943,3.87
20260709,3550,7,"30,001-40,000",74,2614966,2.43
20260709,3550,8,"40,001-50,000",57,2668673,2.48
20260709,3550,9,"50,001-100,000",74,5432922,5.05
20260709,3550,10,"100,001-200,000",36,4627131,4.3
20260709,3550,11,"200,001-400,000",18,5143129,4.78
20260709,3550,12,"400,001-600,000",8,3780708,3.51
20260709,3550,13,"600,001-800,000",3,2073293,1.92
20260709,3550,14,"800,001-1,000,000",6,5599844,5.2
20260709,3550,15,"1,000,001以上",13,36441317,33.88
20260709,3550,16,合　計,51838,107550000,100.0
