as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,6651,1,1-999,1448,192108,0.55
20260709,6651,2,"1,000-5,000",1807,3184710,9.2
20260709,6651,3,"5,001-10,000",185,1409931,4.07
20260709,6651,4,"10,001-15,000",61,758743,2.19
20260709,6651,5,"15,001-20,000",40,732681,2.11
20260709,6651,6,"20,001-30,000",33,835050,2.41
20260709,6651,7,"30,001-40,000",17,592575,1.71
20260709,6651,8,"40,001-50,000",14,617262,1.78
20260709,6651,9,"50,001-100,000",20,1520294,4.39
20260709,6651,10,"100,001-200,000",16,2092813,6.04
20260709,6651,11,"200,001-400,000",14,4603786,13.3
20260709,6651,12,"400,001-600,000",11,5294616,15.3
20260709,6651,13,"600,001-800,000",1,654127,1.89
20260709,6651,14,"800,001-1,000,000",1,843000,2.43
20260709,6651,15,"1,000,001以上",5,11269845,32.57
20260709,6651,16,合　計,3673,34601541,100.0
