as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,2373,1,1-999,8195,2111364,0.89
20260709,2373,2,"1,000-5,000",5081,10144186,4.29
20260709,2373,3,"5,001-10,000",586,4367108,1.84
20260709,2373,4,"10,001-15,000",169,2118368,0.89
20260709,2373,5,"15,001-20,000",85,1522094,0.64
20260709,2373,6,"20,001-30,000",72,1801850,0.76
20260709,2373,7,"30,001-40,000",32,1135761,0.48
20260709,2373,8,"40,001-50,000",25,1146600,0.48
20260709,2373,9,"50,001-100,000",18,1189234,0.5
20260709,2373,10,"100,001-200,000",18,2483397,1.05
20260709,2373,11,"200,001-400,000",8,2068983,0.87
20260709,2373,12,"400,001-600,000",1,527000,0.22
20260709,2373,13,"600,001-800,000",3,2126970,0.9
20260709,2373,14,"800,001-1,000,000",0,0,0.0
20260709,2373,15,"1,000,001以上",24,203459603,86.13
20260709,2373,16,合　計,14317,236202518,100.0
