as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,2634,1,1-999,22417,3490300,0.37
20260709,2634,2,"1,000-5,000",68282,134226819,14.25
20260709,2634,3,"5,001-10,000",8355,68225956,7.24
20260709,2634,4,"10,001-15,000",2183,28311552,3.0
20260709,2634,5,"15,001-20,000",1645,31078457,3.29
20260709,2634,6,"20,001-30,000",1205,31211898,3.31
20260709,2634,7,"30,001-40,000",570,20610226,2.18
20260709,2634,8,"40,001-50,000",425,19997677,2.12
20260709,2634,9,"50,001-100,000",782,57042811,6.05
20260709,2634,10,"100,001-200,000",347,45010613,4.77
20260709,2634,11,"200,001-400,000",71,20012763,2.12
20260709,2634,12,"400,001-600,000",17,8326035,0.88
20260709,2634,13,"600,001-800,000",11,7562789,0.8
20260709,2634,14,"800,001-1,000,000",6,5543705,0.58
20260709,2634,15,"1,000,001以上",36,461215500,48.96
20260709,2634,16,合　計,106352,941867101,100.0
