as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,6949,1,1-999,993,131411,0.2
20260709,6949,2,"1,000-5,000",594,1147361,1.74
20260709,6949,3,"5,001-10,000",95,730413,1.11
20260709,6949,4,"10,001-15,000",58,720682,1.09
20260709,6949,5,"15,001-20,000",38,678148,1.03
20260709,6949,6,"20,001-30,000",30,741796,1.13
20260709,6949,7,"30,001-40,000",19,644217,0.98
20260709,6949,8,"40,001-50,000",12,553239,0.84
20260709,6949,9,"50,001-100,000",33,2422398,3.69
20260709,6949,10,"100,001-200,000",26,3653416,5.57
20260709,6949,11,"200,001-400,000",22,6097496,9.29
20260709,6949,12,"400,001-600,000",5,2266255,3.45
20260709,6949,13,"600,001-800,000",4,2648712,4.03
20260709,6949,14,"800,001-1,000,000",3,2673762,4.07
20260709,6949,15,"1,000,001以上",16,40470744,61.71
20260709,6949,16,合　計,1948,65580050,100.0
