as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,3522,1,1-999,23691,431360,0.41
20260709,3522,2,"1,000-5,000",3239,6281765,6.03
20260709,3522,3,"5,001-10,000",529,4122997,3.96
20260709,3522,4,"10,001-15,000",178,2307519,2.21
20260709,3522,5,"15,001-20,000",140,2547541,2.44
20260709,3522,6,"20,001-30,000",135,3439762,3.3
20260709,3522,7,"30,001-40,000",57,2019888,1.94
20260709,3522,8,"40,001-50,000",37,1692236,1.62
20260709,3522,9,"50,001-100,000",92,6565484,6.3
20260709,3522,10,"100,001-200,000",53,7211368,6.92
20260709,3522,11,"200,001-400,000",29,7754185,7.44
20260709,3522,12,"400,001-600,000",6,2916408,2.8
20260709,3522,13,"600,001-800,000",5,3545732,3.4
20260709,3522,14,"800,001-1,000,000",0,0,0.0
20260709,3522,15,"1,000,001以上",16,53259964,51.16
20260709,3522,16,合　計,28207,104096209,100.0
