as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,1444,1,1-999,21138,4490246,0.45
20260709,1444,2,"1,000-5,000",27574,58908561,5.91
20260709,1444,3,"5,001-10,000",6756,47819752,4.8
20260709,1444,4,"10,001-15,000",3189,37159659,3.73
20260709,1444,5,"15,001-20,000",1249,22311545,2.24
20260709,1444,6,"20,001-30,000",1370,32607200,3.27
20260709,1444,7,"30,001-40,000",641,21882138,2.19
20260709,1444,8,"40,001-50,000",368,16509664,1.65
20260709,1444,9,"50,001-100,000",672,45953049,4.61
20260709,1444,10,"100,001-200,000",299,40602009,4.07
20260709,1444,11,"200,001-400,000",111,30548165,3.06
20260709,1444,12,"400,001-600,000",30,14958823,1.5
20260709,1444,13,"600,001-800,000",17,11641646,1.16
20260709,1444,14,"800,001-1,000,000",16,14397661,1.44
20260709,1444,15,"1,000,001以上",70,595804941,59.84
20260709,1444,16,合　計,63500,995595059,100.0
