as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,6730,1,1-999,299,36667,0.1
20260709,6730,2,"1,000-5,000",486,928222,2.55
20260709,6730,3,"5,001-10,000",71,574236,1.58
20260709,6730,4,"10,001-15,000",19,239197,0.65
20260709,6730,5,"15,001-20,000",14,262747,0.72
20260709,6730,6,"20,001-30,000",14,353790,0.97
20260709,6730,7,"30,001-40,000",15,546487,1.5
20260709,6730,8,"40,001-50,000",11,509445,1.4
20260709,6730,9,"50,001-100,000",19,1306456,3.59
20260709,6730,10,"100,001-200,000",13,2100054,5.78
20260709,6730,11,"200,001-400,000",9,2576195,7.09
20260709,6730,12,"400,001-600,000",4,1999387,5.5
20260709,6730,13,"600,001-800,000",4,2870857,7.9
20260709,6730,14,"800,001-1,000,000",0,0,0.0
20260709,6730,15,"1,000,001以上",12,21994411,60.59
20260709,6730,16,合　計,990,36298151,100.0
