as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,2929,1,1-999,43215,574285,0.52
20260709,2929,2,"1,000-5,000",4732,10899227,9.95
20260709,2929,3,"5,001-10,000",1173,9233362,8.43
20260709,2929,4,"10,001-15,000",428,5362315,4.89
20260709,2929,5,"15,001-20,000",281,5175756,4.72
20260709,2929,6,"20,001-30,000",296,7487688,6.83
20260709,2929,7,"30,001-40,000",130,4627102,4.22
20260709,2929,8,"40,001-50,000",88,4057687,3.7
20260709,2929,9,"50,001-100,000",145,10059218,9.18
20260709,2929,10,"100,001-200,000",85,11684167,10.67
20260709,2929,11,"200,001-400,000",25,6383108,5.82
20260709,2929,12,"400,001-600,000",5,2257550,2.06
20260709,2929,13,"600,001-800,000",4,2683584,2.45
20260709,2929,14,"800,001-1,000,000",2,1712000,1.56
20260709,2929,15,"1,000,001以上",6,27296789,24.92
20260709,2929,16,合　計,50615,109493838,100.0
