as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,8279,1,1-999,826,109908,0.4
20260709,8279,2,"1,000-5,000",906,1689833,6.23
20260709,8279,3,"5,001-10,000",119,910986,3.36
20260709,8279,4,"10,001-15,000",25,301778,1.11
20260709,8279,5,"15,001-20,000",17,307776,1.13
20260709,8279,6,"20,001-30,000",19,478597,1.76
20260709,8279,7,"30,001-40,000",8,275005,1.01
20260709,8279,8,"40,001-50,000",8,376176,1.38
20260709,8279,9,"50,001-100,000",25,1820827,6.71
20260709,8279,10,"100,001-200,000",14,2058443,7.59
20260709,8279,11,"200,001-400,000",7,1901785,7.01
20260709,8279,12,"400,001-600,000",2,1045000,3.85
20260709,8279,13,"600,001-800,000",1,701069,2.58
20260709,8279,14,"800,001-1,000,000",1,890888,3.28
20260709,8279,15,"1,000,001以上",2,14232780,52.51
20260709,8279,16,合　計,1980,27100851,100.0
