as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,2236,1,1-999,1390,173660,0.27
20260709,2236,2,"1,000-5,000",1282,2414500,3.8
20260709,2236,3,"5,001-10,000",173,1321246,2.08
20260709,2236,4,"10,001-15,000",58,721138,1.13
20260709,2236,5,"15,001-20,000",45,833593,1.31
20260709,2236,6,"20,001-30,000",39,965560,1.52
20260709,2236,7,"30,001-40,000",29,1036305,1.63
20260709,2236,8,"40,001-50,000",11,487385,0.76
20260709,2236,9,"50,001-100,000",40,2967085,4.67
20260709,2236,10,"100,001-200,000",14,2013951,3.17
20260709,2236,11,"200,001-400,000",15,4417453,6.96
20260709,2236,12,"400,001-600,000",9,4499929,7.09
20260709,2236,13,"600,001-800,000",0,0,0.0
20260709,2236,14,"800,001-1,000,000",2,1878000,2.95
20260709,2236,15,"1,000,001以上",11,39729655,62.6
20260709,2236,16,合　計,3118,63459460,100.0
