as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,2061,1,1-999,7923,220797,0.38
20260709,2061,2,"1,000-5,000",2363,4549724,7.92
20260709,2061,3,"5,001-10,000",301,2418042,4.21
20260709,2061,4,"10,001-15,000",100,1285096,2.23
20260709,2061,5,"15,001-20,000",77,1422930,2.47
20260709,2061,6,"20,001-30,000",62,1591816,2.77
20260709,2061,7,"30,001-40,000",39,1365449,2.37
20260709,2061,8,"40,001-50,000",22,1033000,1.8
20260709,2061,9,"50,001-100,000",53,3868375,6.74
20260709,2061,10,"100,001-200,000",35,4777101,8.32
20260709,2061,11,"200,001-400,000",12,3812084,6.64
20260709,2061,12,"400,001-600,000",12,6316891,11.0
20260709,2061,13,"600,001-800,000",7,4860891,8.47
20260709,2061,14,"800,001-1,000,000",2,1649020,2.87
20260709,2061,15,"1,000,001以上",8,18206836,31.73
20260709,2061,16,合　計,11016,57378052,100.0
