as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,6164,1,1-999,38242,2600750,3.25
20260709,6164,2,"1,000-5,000",6125,13769692,17.21
20260709,6164,3,"5,001-10,000",1127,8777027,10.97
20260709,6164,4,"10,001-15,000",301,3717078,4.64
20260709,6164,5,"15,001-20,000",241,4282254,5.35
20260709,6164,6,"20,001-30,000",147,3694800,4.61
20260709,6164,7,"30,001-40,000",73,2569975,3.21
20260709,6164,8,"40,001-50,000",35,1601994,2.0
20260709,6164,9,"50,001-100,000",97,6922496,8.65
20260709,6164,10,"100,001-200,000",47,6726509,8.4
20260709,6164,11,"200,001-400,000",17,4410059,5.51
20260709,6164,12,"400,001-600,000",10,4822000,6.02
20260709,6164,13,"600,001-800,000",6,3861211,4.82
20260709,6164,14,"800,001-1,000,000",0,0,0.0
20260709,6164,15,"1,000,001以上",6,12244155,15.3
20260709,6164,16,合　計,46474,80000000,100.0
