as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,4974,1,1-999,34142,393393,0.54
20260709,4974,2,"1,000-5,000",7515,14677103,20.24
20260709,4974,3,"5,001-10,000",831,6531773,9.0
20260709,4974,4,"10,001-15,000",205,2631954,3.63
20260709,4974,5,"15,001-20,000",147,2744004,3.78
20260709,4974,6,"20,001-30,000",118,3051000,4.2
20260709,4974,7,"30,001-40,000",47,1697434,2.34
20260709,4974,8,"40,001-50,000",41,1875418,2.58
20260709,4974,9,"50,001-100,000",48,3397446,4.68
20260709,4974,10,"100,001-200,000",25,3437679,4.74
20260709,4974,11,"200,001-400,000",6,1809568,2.49
20260709,4974,12,"400,001-600,000",3,1442000,1.98
20260709,4974,13,"600,001-800,000",0,0,0.0
20260709,4974,14,"800,001-1,000,000",0,0,0.0
20260709,4974,15,"1,000,001以上",3,28811332,39.73
20260709,4974,16,合　計,43131,72500104,100.0
