as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,1339,1,1-999,3850,582585,0.78
20260709,1339,2,"1,000-5,000",2895,5486361,7.4
20260709,1339,3,"5,001-10,000",288,2257474,3.04
20260709,1339,4,"10,001-15,000",99,1298660,1.75
20260709,1339,5,"15,001-20,000",63,1136392,1.53
20260709,1339,6,"20,001-30,000",46,1157530,1.56
20260709,1339,7,"30,001-40,000",24,853000,1.15
20260709,1339,8,"40,001-50,000",12,563896,0.76
20260709,1339,9,"50,001-100,000",30,2208448,2.97
20260709,1339,10,"100,001-200,000",16,2089936,2.81
20260709,1339,11,"200,001-400,000",4,1233550,1.66
20260709,1339,12,"400,001-600,000",0,0,0.0
20260709,1339,13,"600,001-800,000",1,684000,0.92
20260709,1339,14,"800,001-1,000,000",1,889940,1.2
20260709,1339,15,"1,000,001以上",13,53682103,72.42
20260709,1339,16,合　計,7342,74123875,100.0
