as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,2723,1,1-999,2589,433481,0.24
20260709,2723,2,"1,000-5,000",5309,10909245,6.06
20260709,2723,3,"5,001-10,000",781,6042796,3.35
20260709,2723,4,"10,001-15,000",277,3577063,1.98
20260709,2723,5,"15,001-20,000",185,3435798,1.9
20260709,2723,6,"20,001-30,000",152,3934402,2.18
20260709,2723,7,"30,001-40,000",82,2932986,1.62
20260709,2723,8,"40,001-50,000",51,2324259,1.29
20260709,2723,9,"50,001-100,000",103,7165905,3.98
20260709,2723,10,"100,001-200,000",59,8308888,4.61
20260709,2723,11,"200,001-400,000",24,7408076,4.11
20260709,2723,12,"400,001-600,000",10,4955383,2.75
20260709,2723,13,"600,001-800,000",5,3461621,1.92
20260709,2723,14,"800,001-1,000,000",6,5586806,3.1
20260709,2723,15,"1,000,001以上",17,109523291,60.84
20260709,2723,16,合　計,9650,180000000,100.0
