as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,8101,1,1-999,17228,1404785,2.69
20260709,8101,2,"1,000-5,000",1001,1989995,3.81
20260709,8101,3,"5,001-10,000",117,835766,1.6
20260709,8101,4,"10,001-15,000",41,509300,0.97
20260709,8101,5,"15,001-20,000",22,389445,0.74
20260709,8101,6,"20,001-30,000",24,596219,1.14
20260709,8101,7,"30,001-40,000",9,320401,0.61
20260709,8101,8,"40,001-50,000",4,181682,0.34
20260709,8101,9,"50,001-100,000",9,620550,1.18
20260709,8101,10,"100,001-200,000",12,1820884,3.49
20260709,8101,11,"200,001-400,000",2,548605,1.05
20260709,8101,12,"400,001-600,000",2,977000,1.87
20260709,8101,13,"600,001-800,000",0,0,0.0
20260709,8101,14,"800,001-1,000,000",0,0,0.0
20260709,8101,15,"1,000,001以上",2,41971584,80.45
20260709,8101,16,合　計,18473,52166216,100.0
