as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,2206,1,1-999,48596,1807792,0.23
20260709,2206,2,"1,000-5,000",17037,32631272,4.21
20260709,2206,3,"5,001-10,000",1965,15241482,1.97
20260709,2206,4,"10,001-15,000",626,7836206,1.01
20260709,2206,5,"15,001-20,000",347,6376665,0.82
20260709,2206,6,"20,001-30,000",287,7251891,0.93
20260709,2206,7,"30,001-40,000",132,4714598,0.6
20260709,2206,8,"40,001-50,000",95,4416686,0.57
20260709,2206,9,"50,001-100,000",154,10942131,1.41
20260709,2206,10,"100,001-200,000",99,13601233,1.75
20260709,2206,11,"200,001-400,000",56,16063352,2.07
20260709,2206,12,"400,001-600,000",14,6893215,0.89
20260709,2206,13,"600,001-800,000",15,10387468,1.34
20260709,2206,14,"800,001-1,000,000",12,11102864,1.43
20260709,2206,15,"1,000,001以上",61,624408749,80.7
20260709,2206,16,合　計,69496,773675604,100.0
