as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,6499,1,1-999,2069,431480,0.44
20260709,6499,2,"1,000-5,000",4120,8607580,8.87
20260709,6499,3,"5,001-10,000",739,5579844,5.75
20260709,6499,4,"10,001-15,000",298,3741118,3.85
20260709,6499,5,"15,001-20,000",148,2621513,2.7
20260709,6499,6,"20,001-30,000",190,4767730,4.91
20260709,6499,7,"30,001-40,000",80,2794150,2.88
20260709,6499,8,"40,001-50,000",79,3591015,3.7
20260709,6499,9,"50,001-100,000",121,8395463,8.66
20260709,6499,10,"100,001-200,000",60,8028102,8.28
20260709,6499,11,"200,001-400,000",25,7214491,7.44
20260709,6499,12,"400,001-600,000",5,2473560,2.55
20260709,6499,13,"600,001-800,000",3,1942305,2.0
20260709,6499,14,"800,001-1,000,000",2,1630476,1.68
20260709,6499,15,"1,000,001以上",4,35126066,36.23
20260709,6499,16,合　計,7943,96944893,100.0
