as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,8487,1,1-999,17910,144999,0.54
20260709,8487,2,"1,000-5,000",1303,2214639,8.34
20260709,8487,3,"5,001-10,000",118,909134,3.42
20260709,8487,4,"10,001-15,000",39,492161,1.85
20260709,8487,5,"15,001-20,000",23,410379,1.54
20260709,8487,6,"20,001-30,000",15,378089,1.42
20260709,8487,7,"30,001-40,000",9,310018,1.16
20260709,8487,8,"40,001-50,000",7,319595,1.2
20260709,8487,9,"50,001-100,000",21,1401128,5.28
20260709,8487,10,"100,001-200,000",17,2358161,8.88
20260709,8487,11,"200,001-400,000",11,2796884,10.54
20260709,8487,12,"400,001-600,000",2,974714,3.67
20260709,8487,13,"600,001-800,000",1,764751,2.88
20260709,8487,14,"800,001-1,000,000",1,875938,3.3
20260709,8487,15,"1,000,001以上",5,12184410,45.91
20260709,8487,16,合　計,19482,26535000,100.0
