as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,2347,1,1-999,13062,2909081,0.17
20260709,2347,2,"1,000-5,000",20756,42025050,2.51
20260709,2347,3,"5,001-10,000",3054,22870240,1.37
20260709,2347,4,"10,001-15,000",944,11688071,0.7
20260709,2347,5,"15,001-20,000",488,8631060,0.51
20260709,2347,6,"20,001-30,000",443,10975153,0.65
20260709,2347,7,"30,001-40,000",193,6775689,0.4
20260709,2347,8,"40,001-50,000",148,6782461,0.4
20260709,2347,9,"50,001-100,000",297,20996035,1.25
20260709,2347,10,"100,001-200,000",140,19794237,1.18
20260709,2347,11,"200,001-400,000",98,27154612,1.62
20260709,2347,12,"400,001-600,000",49,24055739,1.44
20260709,2347,13,"600,001-800,000",30,20427882,1.22
20260709,2347,14,"800,001-1,000,000",20,17968772,1.07
20260709,2347,15,"1,000,001以上",161,1424892886,85.42
20260709,2347,16,合　計,39883,1667946968,100.0
