as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,3587,1,1-999,13823,1879550,2.62
20260709,3587,2,"1,000-5,000",10677,18135116,25.29
20260709,3587,3,"5,001-10,000",822,5971289,8.32
20260709,3587,4,"10,001-15,000",258,3173281,4.42
20260709,3587,5,"15,001-20,000",104,1885114,2.62
20260709,3587,6,"20,001-30,000",106,2676479,3.73
20260709,3587,7,"30,001-40,000",51,1763043,2.45
20260709,3587,8,"40,001-50,000",25,1121589,1.56
20260709,3587,9,"50,001-100,000",42,2887599,4.02
20260709,3587,10,"100,001-200,000",28,3977095,5.54
20260709,3587,11,"200,001-400,000",15,4070540,5.67
20260709,3587,12,"400,001-600,000",3,1427769,1.99
20260709,3587,13,"600,001-800,000",5,3326309,4.64
20260709,3587,14,"800,001-1,000,000",4,3755324,5.23
20260709,3587,15,"1,000,001以上",5,15634599,21.81
20260709,3587,16,合　計,25968,71684696,100.0
