as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,2484,1,1-999,54992.0,1893722,1.18
20260709,2484,2,"1,000-5,000",27383.0,48018770,30.12
20260709,2484,3,"5,001-10,000",2169.0,17616251,11.05
20260709,2484,4,"10,001-15,000",490.0,6257500,3.92
20260709,2484,5,"15,001-20,000",336.0,6335139,3.97
20260709,2484,6,"20,001-30,000",255.0,6733571,4.22
20260709,2484,7,"30,001-40,000",92.0,3303546,2.07
20260709,2484,8,"40,001-50,000",71.0,3317975,2.08
20260709,2484,9,"50,001-100,000",124.0,8885084,5.57
20260709,2484,10,"100,001-200,000",38.0,5340736,3.35
20260709,2484,11,"200,001-400,000",17.0,4973782,3.11
20260709,2484,12,"400,001-600,000",8.0,4029642,2.52
20260709,2484,13,"600,001-800,000",4.0,2671000,1.67
20260709,2484,14,"800,001-1,000,000",6.0,5331403,3.34
20260709,2484,15,"1,000,001以上",18.0,34892901,21.88
20260709,2484,16,差異數調整（說明4）,,-180000,-0.11
20260709,2484,17,合　計,86003.0,159421022,100.0
