as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,1504,1,1-999,70499,10213674,0.42
20260709,1504,2,"1,000-5,000",117128,237047598,9.97
20260709,1504,3,"5,001-10,000",14885,116946564,4.92
20260709,1504,4,"10,001-15,000",4016,51472449,2.16
20260709,1504,5,"15,001-20,000",2409,44822897,1.88
20260709,1504,6,"20,001-30,000",1882,48021850,2.02
20260709,1504,7,"30,001-40,000",838,30151885,1.26
20260709,1504,8,"40,001-50,000",532,24661563,1.03
20260709,1504,9,"50,001-100,000",833,59337783,2.49
20260709,1504,10,"100,001-200,000",331,47363079,1.99
20260709,1504,11,"200,001-400,000",178,50605423,2.12
20260709,1504,12,"400,001-600,000",58,29106728,1.22
20260709,1504,13,"600,001-800,000",31,21292198,0.89
20260709,1504,14,"800,001-1,000,000",21,18730712,0.78
20260709,1504,15,"1,000,001以上",115,1586666281,66.76
20260709,1504,16,合　計,213756,2376440684,100.0
