as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,2851,1,1-999,4946,872033,0.1
20260709,2851,2,"1,000-5,000",15492,33135890,4.13
20260709,2851,3,"5,001-10,000",3469,26911690,3.36
20260709,2851,4,"10,001-15,000",1249,15827561,1.97
20260709,2851,5,"15,001-20,000",779,14295051,1.78
20260709,2851,6,"20,001-30,000",737,18789503,2.34
20260709,2851,7,"30,001-40,000",387,13810635,1.72
20260709,2851,8,"40,001-50,000",262,12123943,1.51
20260709,2851,9,"50,001-100,000",456,33031907,4.12
20260709,2851,10,"100,001-200,000",221,30843235,3.85
20260709,2851,11,"200,001-400,000",114,31505521,3.93
20260709,2851,12,"400,001-600,000",39,19198641,2.39
20260709,2851,13,"600,001-800,000",11,7362471,0.91
20260709,2851,14,"800,001-1,000,000",13,11576475,1.44
20260709,2851,15,"1,000,001以上",52,531104194,66.35
20260709,2851,16,合　計,28227,800388750,100.0
