as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,3372,1,1-999,38732,1237823,0.7
20260709,3372,2,"1,000-5,000",11488,24174644,13.78
20260709,3372,3,"5,001-10,000",1707,14080319,8.03
20260709,3372,4,"10,001-15,000",444,5803472,3.31
20260709,3372,5,"15,001-20,000",366,6892850,3.93
20260709,3372,6,"20,001-30,000",280,7148709,4.07
20260709,3372,7,"30,001-40,000",121,4343696,2.47
20260709,3372,8,"40,001-50,000",94,4406736,2.51
20260709,3372,9,"50,001-100,000",136,9682199,5.52
20260709,3372,10,"100,001-200,000",51,7127738,4.06
20260709,3372,11,"200,001-400,000",26,6741003,3.84
20260709,3372,12,"400,001-600,000",6,2872411,1.63
20260709,3372,13,"600,001-800,000",2,1249766,0.71
20260709,3372,14,"800,001-1,000,000",2,1820564,1.03
20260709,3372,15,"1,000,001以上",16,77742070,44.34
20260709,3372,16,合　計,53471,175324000,100.0
