as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,4107,1,1-999,10016,540729,0.78
20260709,4107,2,"1,000-5,000",2750,5330479,7.69
20260709,4107,3,"5,001-10,000",357,2731186,3.94
20260709,4107,4,"10,001-15,000",100,1279451,1.84
20260709,4107,5,"15,001-20,000",77,1378683,1.98
20260709,4107,6,"20,001-30,000",67,1722286,2.48
20260709,4107,7,"30,001-40,000",41,1470935,2.12
20260709,4107,8,"40,001-50,000",25,1159351,1.67
20260709,4107,9,"50,001-100,000",40,2828713,4.08
20260709,4107,10,"100,001-200,000",20,2958177,4.26
20260709,4107,11,"200,001-400,000",17,5056107,7.29
20260709,4107,12,"400,001-600,000",3,1616211,2.33
20260709,4107,13,"600,001-800,000",6,4204154,6.06
20260709,4107,14,"800,001-1,000,000",1,1000000,1.44
20260709,4107,15,"1,000,001以上",14,36021874,51.98
20260709,4107,16,合　計,13534,69298336,100.0
