as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20251121,7718,1,1-999,242,26680,0.05
20251121,7718,2,"1,000-5,000",537,950748,2.05
20251121,7718,3,"5,001-10,000",75,599512,1.29
20251121,7718,4,"10,001-15,000",31,405597,0.87
20251121,7718,5,"15,001-20,000",27,497852,1.07
20251121,7718,6,"20,001-30,000",37,970152,2.09
20251121,7718,7,"30,001-40,000",18,648445,1.39
20251121,7718,8,"40,001-50,000",14,661256,1.42
20251121,7718,9,"50,001-100,000",22,1580922,3.41
20251121,7718,10,"100,001-200,000",15,1964578,4.23
20251121,7718,11,"200,001-400,000",9,2359020,5.08
20251121,7718,12,"400,001-600,000",4,1898534,4.09
20251121,7718,13,"600,001-800,000",2,1469678,3.17
20251121,7718,14,"800,001-1,000,000",2,1735226,3.74
20251121,7718,15,"1,000,001以上",10,30588284,65.98
20251121,7718,16,合　計,1045,46356484,100.0
20251128,7718,1,1-999,246,27498,0.05
20251128,7718,2,"1,000-5,000",535,952152,2.05
20251128,7718,3,"5,001-10,000",71,569290,1.22
20251128,7718,4,"10,001-15,000",32,418123,0.9
20251128,7718,5,"15,001-20,000",26,481326,1.03
20251128,7718,6,"20,001-30,000",36,939520,2.02
20251128,7718,7,"30,001-40,000",21,754077,1.62
20251128,7718,8,"40,001-50,000",11,526256,1.13
20251128,7718,9,"50,001-100,000",24,1754412,3.78
20251128,7718,10,"100,001-200,000",14,1845088,3.98
20251128,7718,11,"200,001-400,000",9,2356020,5.08
20251128,7718,12,"400,001-600,000",4,1898534,4.09
20251128,7718,13,"600,001-800,000",1,684678,1.47
20251128,7718,14,"800,001-1,000,000",3,2538226,5.47
20251128,7718,15,"1,000,001以上",10,30611284,66.03
20251128,7718,16,合　計,1043,46356484,100.0
20251205,7718,1,1-999,247,27205,0.05
20251205,7718,2,"1,000-5,000",534,953145,2.05
20251205,7718,3,"5,001-10,000",69,556290,1.2
20251205,7718,4,"10,001-15,000",32,417423,0.9
20251205,7718,5,"15,001-20,000",27,501326,1.08
20251205,7718,6,"20,001-30,000",35,915520,1.97
20251205,7718,7,"30,001-40,000",21,751077,1.62
20251205,7718,8,"40,001-50,000",11,526256,1.13
20251205,7718,9,"50,001-100,000",24,1745412,3.76
20251205,7718,10,"100,001-200,000",14,1826088,3.93
20251205,7718,11,"200,001-400,000",9,2356020,5.08
20251205,7718,12,"400,001-600,000",4,1898534,4.09
20251205,7718,13,"600,001-800,000",1,684678,1.47
20251205,7718,14,"800,001-1,000,000",3,2544226,5.48
20251205,7718,15,"1,000,001以上",10,30653284,66.12
20251205,7718,16,合　計,1041,46356484,100.0
20251212,7718,1,1-999,245,27104,0.05
20251212,7718,2,"1,000-5,000",532,953196,2.05
20251212,7718,3,"5,001-10,000",68,549290,1.18
20251212,7718,4,"10,001-15,000",32,417473,0.9
20251212,7718,5,"15,001-20,000",27,501326,1.08
20251212,7718,6,"20,001-30,000",36,944520,2.03
20251212,7718,7,"30,001-40,000",21,753077,1.62
20251212,7718,8,"40,001-50,000",10,478256,1.03
20251212,7718,9,"50,001-100,000",24,1735412,3.74
20251212,7718,10,"100,001-200,000",14,1822088,3.93
20251212,7718,11,"200,001-400,000",9,2356020,5.08
20251212,7718,12,"400,001-600,000",4,1898534,4.09
20251212,7718,13,"600,001-800,000",1,684678,1.47
20251212,7718,14,"800,001-1,000,000",3,2536226,5.47
