as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,3135,1,1-999,6955,1231198,1.26
20260709,3135,2,"1,000-5,000",10018,17937634,18.46
20260709,3135,3,"5,001-10,000",848,6721871,6.91
20260709,3135,4,"10,001-15,000",209,2697725,2.77
20260709,3135,5,"15,001-20,000",142,2632167,2.7
20260709,3135,6,"20,001-30,000",102,2621539,2.69
20260709,3135,7,"30,001-40,000",49,1739181,1.79
20260709,3135,8,"40,001-50,000",29,1317044,1.35
20260709,3135,9,"50,001-100,000",48,3385070,3.48
20260709,3135,10,"100,001-200,000",27,3775322,3.88
20260709,3135,11,"200,001-400,000",15,3996462,4.11
20260709,3135,12,"400,001-600,000",4,2135000,2.19
20260709,3135,13,"600,001-800,000",2,1394000,1.43
20260709,3135,14,"800,001-1,000,000",4,3705932,3.81
20260709,3135,15,"1,000,001以上",9,41868811,43.09
20260709,3135,16,合　計,18461,97158956,100.0
