as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,3685,1,1-999,9975,71889,0.09
20260709,3685,2,"1,000-5,000",1930,4041357,5.07
20260709,3685,3,"5,001-10,000",320,2628713,3.3
20260709,3685,4,"10,001-15,000",95,1233077,1.54
20260709,3685,5,"15,001-20,000",87,1620100,2.03
20260709,3685,6,"20,001-30,000",69,1805705,2.26
20260709,3685,7,"30,001-40,000",44,1601002,2.01
20260709,3685,8,"40,001-50,000",36,1701000,2.13
20260709,3685,9,"50,001-100,000",62,4399004,5.52
20260709,3685,10,"100,001-200,000",38,5596000,7.03
20260709,3685,11,"200,001-400,000",28,7264001,9.12
20260709,3685,12,"400,001-600,000",12,5823000,7.31
20260709,3685,13,"600,001-800,000",5,3521000,4.42
20260709,3685,14,"800,001-1,000,000",3,2568000,3.22
20260709,3685,15,"1,000,001以上",8,35700152,44.86
20260709,3685,16,合　計,12712,79574000,100.0
