as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,3015,1,1-999,4540,996805,0.53
20260709,3015,2,"1,000-5,000",10894,20531580,10.96
20260709,3015,3,"5,001-10,000",1103,8947801,4.77
20260709,3015,4,"10,001-15,000",256,3269640,1.74
20260709,3015,5,"15,001-20,000",190,3531617,1.88
20260709,3015,6,"20,001-30,000",151,3927950,2.09
20260709,3015,7,"30,001-40,000",65,2296722,1.22
20260709,3015,8,"40,001-50,000",49,2263644,1.2
20260709,3015,9,"50,001-100,000",90,6293655,3.36
20260709,3015,10,"100,001-200,000",50,7150778,3.81
20260709,3015,11,"200,001-400,000",26,7936854,4.23
20260709,3015,12,"400,001-600,000",12,5730466,3.06
20260709,3015,13,"600,001-800,000",8,5679930,3.03
20260709,3015,14,"800,001-1,000,000",6,5511000,2.94
20260709,3015,15,"1,000,001以上",28,103193508,55.1
20260709,3015,16,合　計,17468,187261950,100.0
