as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,5371,1,1-999,50872,4692255,1.2
20260709,5371,2,"1,000-5,000",45856,85246036,21.8
20260709,5371,3,"5,001-10,000",4319,34006712,8.69
20260709,5371,4,"10,001-15,000",1086,13958170,3.57
20260709,5371,5,"15,001-20,000",728,13586493,3.47
20260709,5371,6,"20,001-30,000",494,12956764,3.31
20260709,5371,7,"30,001-40,000",215,7748924,1.98
20260709,5371,8,"40,001-50,000",125,5813186,1.48
20260709,5371,9,"50,001-100,000",185,13522428,3.45
20260709,5371,10,"100,001-200,000",74,10651000,2.72
20260709,5371,11,"200,001-400,000",43,12153578,3.1
20260709,5371,12,"400,001-600,000",13,6400800,1.63
20260709,5371,13,"600,001-800,000",4,2630800,0.67
20260709,5371,14,"800,001-1,000,000",3,2780475,0.71
20260709,5371,15,"1,000,001以上",32,164833489,42.15
20260709,5371,16,合　計,104049,390981110,100.0
