as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,6231,1,1-999,18709,1105489,2.42
20260709,6231,2,"1,000-5,000",5937,10476712,22.94
20260709,6231,3,"5,001-10,000",487,3641329,7.97
20260709,6231,4,"10,001-15,000",123,1552402,3.4
20260709,6231,5,"15,001-20,000",80,1434564,3.14
20260709,6231,6,"20,001-30,000",58,1445470,3.16
20260709,6231,7,"30,001-40,000",32,1120259,2.45
20260709,6231,8,"40,001-50,000",19,837451,1.83
20260709,6231,9,"50,001-100,000",32,2308645,5.05
20260709,6231,10,"100,001-200,000",22,3077546,6.74
20260709,6231,11,"200,001-400,000",14,3625725,7.94
20260709,6231,12,"400,001-600,000",2,1044866,2.28
20260709,6231,13,"600,001-800,000",3,2017527,4.41
20260709,6231,14,"800,001-1,000,000",0,0,0.0
20260709,6231,15,"1,000,001以上",5,11964201,26.2
20260709,6231,16,合　計,25523,45652186,100.0
