as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,2321,1,1-999,13767,1906092,6.29
20260709,2321,2,"1,000-5,000",703,1491040,4.92
20260709,2321,3,"5,001-10,000",130,983562,3.24
20260709,2321,4,"10,001-15,000",34,407055,1.34
20260709,2321,5,"15,001-20,000",24,418113,1.38
20260709,2321,6,"20,001-30,000",19,463155,1.52
20260709,2321,7,"30,001-40,000",13,455606,1.5
20260709,2321,8,"40,001-50,000",9,411855,1.36
20260709,2321,9,"50,001-100,000",16,1074297,3.54
20260709,2321,10,"100,001-200,000",7,934296,3.08
20260709,2321,11,"200,001-400,000",1,226000,0.74
20260709,2321,12,"400,001-600,000",0,0,0.0
20260709,2321,13,"600,001-800,000",0,0,0.0
20260709,2321,14,"800,001-1,000,000",1,941076,3.1
20260709,2321,15,"1,000,001以上",2,20559782,67.91
20260709,2321,16,合　計,14726,30271929,100.0
