as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,6120,1,1-999,36263,6460458,1.07
20260709,6120,2,"1,000-5,000",15288,37784310,6.3
20260709,6120,3,"5,001-10,000",4061,31317667,5.22
20260709,6120,4,"10,001-15,000",1166,14611537,2.43
20260709,6120,5,"15,001-20,000",920,16539455,2.76
20260709,6120,6,"20,001-30,000",738,18628553,3.1
20260709,6120,7,"30,001-40,000",349,12321083,2.05
20260709,6120,8,"40,001-50,000",240,10936042,1.82
20260709,6120,9,"50,001-100,000",454,32095539,5.35
20260709,6120,10,"100,001-200,000",210,29120895,4.86
20260709,6120,11,"200,001-400,000",88,24697044,4.12
20260709,6120,12,"400,001-600,000",27,13251034,2.21
20260709,6120,13,"600,001-800,000",7,4921440,0.82
20260709,6120,14,"800,001-1,000,000",8,7415265,1.23
20260709,6120,15,"1,000,001以上",33,338899280,56.57
20260709,6120,16,合　計,59852,598999602,100.0
