as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,2436,1,1-999,36528,3056881,1.47
20260709,2436,2,"1,000-5,000",30988,57885101,27.95
20260709,2436,3,"5,001-10,000",2844,22365778,10.8
20260709,2436,4,"10,001-15,000",709,9118730,4.4
20260709,2436,5,"15,001-20,000",403,7404157,3.57
20260709,2436,6,"20,001-30,000",318,7994856,3.86
20260709,2436,7,"30,001-40,000",136,4824684,2.33
20260709,2436,8,"40,001-50,000",83,3816780,1.84
20260709,2436,9,"50,001-100,000",159,11677488,5.63
20260709,2436,10,"100,001-200,000",65,8543673,4.12
20260709,2436,11,"200,001-400,000",38,10713671,5.17
20260709,2436,12,"400,001-600,000",15,7462666,3.6
20260709,2436,13,"600,001-800,000",5,3532403,1.7
20260709,2436,14,"800,001-1,000,000",6,5482419,2.64
20260709,2436,15,"1,000,001以上",20,43168664,20.84
20260709,2436,16,合　計,72317,207047951,100.0
