as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,1232,1,1-999,7985,1124753,0.7
20260709,1232,2,"1,000-5,000",7843,14429077,9.01
20260709,1232,3,"5,001-10,000",721,5587835,3.49
20260709,1232,4,"10,001-15,000",214,2725841,1.7
20260709,1232,5,"15,001-20,000",124,2256373,1.41
20260709,1232,6,"20,001-30,000",100,2555973,1.59
20260709,1232,7,"30,001-40,000",53,1900197,1.18
20260709,1232,8,"40,001-50,000",36,1655866,1.03
20260709,1232,9,"50,001-100,000",48,3458618,2.16
20260709,1232,10,"100,001-200,000",30,4013573,2.5
20260709,1232,11,"200,001-400,000",9,2560014,1.6
20260709,1232,12,"400,001-600,000",2,977172,0.61
20260709,1232,13,"600,001-800,000",2,1355000,0.84
20260709,1232,14,"800,001-1,000,000",0,0,0.0
20260709,1232,15,"1,000,001以上",6,115374623,72.12
20260709,1232,16,合　計,17173,159974915,100.0
