as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,6292,1,1-999,1467,209177,0.44
20260709,6292,2,"1,000-5,000",5026,9355030,20.07
20260709,6292,3,"5,001-10,000",472,3789801,8.13
20260709,6292,4,"10,001-15,000",146,1889813,4.05
20260709,6292,5,"15,001-20,000",71,1311483,2.81
20260709,6292,6,"20,001-30,000",58,1509532,3.23
20260709,6292,7,"30,001-40,000",24,862087,1.84
20260709,6292,8,"40,001-50,000",7,348000,0.74
20260709,6292,9,"50,001-100,000",24,1890829,4.05
20260709,6292,10,"100,001-200,000",10,1448419,3.1
20260709,6292,11,"200,001-400,000",9,2678825,5.74
20260709,6292,12,"400,001-600,000",1,502000,1.07
20260709,6292,13,"600,001-800,000",2,1361160,2.92
20260709,6292,14,"800,001-1,000,000",1,942863,2.02
20260709,6292,15,"1,000,001以上",3,18501693,39.7
20260709,6292,16,合　計,7321,46600712,100.0
