as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,5403,1,1-999,3593,822928,1.05
20260709,5403,2,"1,000-5,000",4631,9268740,11.85
20260709,5403,3,"5,001-10,000",674,4888905,6.25
20260709,5403,4,"10,001-15,000",253,3124110,3.99
20260709,5403,5,"15,001-20,000",109,1914272,2.44
20260709,5403,6,"20,001-30,000",125,3059666,3.91
20260709,5403,7,"30,001-40,000",59,2016262,2.57
20260709,5403,8,"40,001-50,000",29,1284233,1.64
20260709,5403,9,"50,001-100,000",59,4084959,5.22
20260709,5403,10,"100,001-200,000",40,5034160,6.43
20260709,5403,11,"200,001-400,000",20,5290703,6.76
20260709,5403,12,"400,001-600,000",14,6980990,8.92
20260709,5403,13,"600,001-800,000",5,3451174,4.41
20260709,5403,14,"800,001-1,000,000",3,2660799,3.4
20260709,5403,15,"1,000,001以上",13,24294222,31.07
20260709,5403,16,合　計,9627,78176123,100.0
