as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,3444,1,1-999,1617,252570,0.56
20260709,3444,2,"1,000-5,000",2699,5099934,11.33
20260709,3444,3,"5,001-10,000",356,2653799,5.89
20260709,3444,4,"10,001-15,000",137,1689233,3.75
20260709,3444,5,"15,001-20,000",61,1055778,2.34
20260709,3444,6,"20,001-30,000",74,1849022,4.1
20260709,3444,7,"30,001-40,000",44,1552773,3.45
20260709,3444,8,"40,001-50,000",19,876368,1.94
20260709,3444,9,"50,001-100,000",52,3610601,8.02
20260709,3444,10,"100,001-200,000",19,2633159,5.85
20260709,3444,11,"200,001-400,000",6,1757154,3.9
20260709,3444,12,"400,001-600,000",3,1499437,3.33
20260709,3444,13,"600,001-800,000",2,1439707,3.19
20260709,3444,14,"800,001-1,000,000",2,1872630,4.16
20260709,3444,15,"1,000,001以上",10,17154712,38.12
20260709,3444,16,合　計,5101,44996877,100.0
