as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,6270,1,1-999,25662,484146,0.67
20260709,6270,2,"1,000-5,000",7347,14501223,20.09
20260709,6270,3,"5,001-10,000",822,6748178,9.35
20260709,6270,4,"10,001-15,000",218,2823637,3.91
20260709,6270,5,"15,001-20,000",134,2513703,3.48
20260709,6270,6,"20,001-30,000",91,2407944,3.33
20260709,6270,7,"30,001-40,000",47,1736084,2.4
20260709,6270,8,"40,001-50,000",35,1623610,2.25
20260709,6270,9,"50,001-100,000",58,4372143,6.06
20260709,6270,10,"100,001-200,000",18,2601801,3.6
20260709,6270,11,"200,001-400,000",8,2224293,3.08
20260709,6270,12,"400,001-600,000",5,2240548,3.1
20260709,6270,13,"600,001-800,000",1,613410,0.85
20260709,6270,14,"800,001-1,000,000",1,873000,1.21
20260709,6270,15,"1,000,001以上",10,26382039,36.56
20260709,6270,16,合　計,34457,72145759,100.0
