as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20251121,2816,1,1-999,7200,1265344,0.56
20251121,2816,2,"1,000-5,000",3388,6991879,3.12
20251121,2816,3,"5,001-10,000",617,4784343,2.13
20251121,2816,4,"10,001-15,000",227,2848795,1.27
20251121,2816,5,"15,001-20,000",138,2530893,1.13
20251121,2816,6,"20,001-30,000",109,2753194,1.23
20251121,2816,7,"30,001-40,000",53,1893487,0.84
20251121,2816,8,"40,001-50,000",41,1890570,0.84
20251121,2816,9,"50,001-100,000",89,6227615,2.78
20251121,2816,10,"100,001-200,000",43,5926488,2.65
20251121,2816,11,"200,001-400,000",37,10213400,4.56
20251121,2816,12,"400,001-600,000",11,5202573,2.32
20251121,2816,13,"600,001-800,000",5,3321312,1.48
20251121,2816,14,"800,001-1,000,000",2,1815000,0.81
20251121,2816,15,"1,000,001以上",12,165943107,74.21
20251121,2816,16,合　計,11972,223608000,100.0
20251128,2816,1,1-999,7196,1261334,0.56
20251128,2816,2,"1,000-5,000",3349,6916980,3.09
20251128,2816,3,"5,001-10,000",617,4789067,2.14
20251128,2816,4,"10,001-15,000",225,2828310,1.26
20251128,2816,5,"15,001-20,000",134,2450893,1.09
20251128,2816,6,"20,001-30,000",105,2647194,1.18
20251128,2816,7,"30,001-40,000",55,1966487,0.87
20251128,2816,8,"40,001-50,000",42,1930570,0.86
20251128,2816,9,"50,001-100,000",90,6298615,2.81
20251128,2816,10,"100,001-200,000",45,6389720,2.85
20251128,2816,11,"200,001-400,000",36,10154067,4.54
20251128,2816,12,"400,001-600,000",10,4895573,2.18
20251128,2816,13,"600,001-800,000",5,3321312,1.48
20251128,2816,14,"800,001-1,000,000",2,1815000,0.81
20251128,2816,15,"1,000,001以上",12,165942878,74.21
20251128,2816,16,合　計,11923,223608000,100.0
20251205,2816,1,1-999,7195,1258709,0.56
20251205,2816,2,"1,000-5,000",3332,6893354,3.08
20251205,2816,3,"5,001-10,000",617,4775248,2.13
20251205,2816,4,"10,001-15,000",220,2759796,1.23
20251205,2816,5,"15,001-20,000",138,2526893,1.13
20251205,2816,6,"20,001-30,000",106,2674194,1.19
20251205,2816,7,"30,001-40,000",55,1953487,0.87
20251205,2816,8,"40,001-50,000",43,1983570,0.88
20251205,2816,9,"50,001-100,000",89,6223615,2.78
20251205,2816,10,"100,001-200,000",45,6447720,2.88
20251205,2816,11,"200,001-400,000",36,10054067,4.49
20251205,2816,12,"400,001-600,000",10,4971573,2.22
20251205,2816,13,"600,001-800,000",5,3321312,1.48
20251205,2816,14,"800,001-1,000,000",2,1814000,0.81
20251205,2816,15,"1,000,001以上",12,165950462,74.21
20251205,2816,16,合　計,11905,223608000,100.0
20251212,2816,1,1-999,7181,1256605,0.56
20251212,2816,2,"1,000-5,000",3336,6920694,3.09
20251212,2816,3,"5,001-10,000",606,4686414,2.09
20251212,2816,4,"10,001-15,000",220,2755796,1.23
20251212,2816,5,"15,001-20,000",138,2525893,1.12
20251212,2816,6,"20,001-30,000",109,2739194,1.22
20251212,2816,7,"30,001-40,000",58,2069487,0.92
20251212,2816,8,"40,001-50,000",41,1888570,0.84
20251212,2816,9,"50,001-100,000",89,6190048,2.76
20251212,2816,10,"100,001-200,000",42,5846307,2.61
20251212,2816,11,"200,001-400,000",38,10458067,4.67
20251212,2816,12,"400,001-600,000",10,5144573,2.3
20251212,2816,13,"600,001-800,000",5,3321312,1.48
20251212,2816,14,"800,001-1,000,000",2,1809000,0.8
20251212,2816,15,"1,000,001以上",12,165996040,74.23
20251212,2816,16,合　計,11887,223608000,100.0
20251219,2816,1,1-999,7174,1253232,0.56
20251219,2816,2,"1,000-5,000",3342,6901198,3.08
20251219,2816,3,"5,001-10,000",610,4718321,2.11
20251219,2816,4,"10,001-15,000",221,2777441,1.24
20251219,2816,5,"15,001-20,000",136,2488893,1.11
20251219,2816,6,"20,001-30,000",110,2799628,1.25
20251219,2816,7,"30,001-40,000",58,2069487,0.92
20251219,2816,8,"40,001-50,000",42,1929570,0.86
20251219,2816,9,"50,001-100,000",84,5870615,2.62
20251219,2816,10,"100,001-200,000",46,6494623,2.9
20251219,2816,11,"200,001-400,000",37,10140067,4.53
20251219,2816,12,"400,001-600,000",9,4595573,2.05
20251219,2816,13,"600,001-800,000",6,4053312,1.81
20251219,2816,14,"800,001-1,000,000",2,1809000,0.8
20251219,2816,15,"1,000,001以上",12,165707040,74.1
20251219,2816,16,合　計,11889,223608000,100.0
20251226,2816,1,1-999,7169,1250589,0.55
20251226,2816,2,"1,000-5,000",3328,6877593,3.07
20251226,2816,3,"5,001-10,000",604,4677584,2.09
20251226,2816,4,"10,001-15,000",221,2779441,1.24
20251226,2816,5,"15,001-20,000",136,2484893,1.11
20251226,2816,6,"20,001-30,000",107,2716627,1.21
20251226,2816,7,"30,001-40,000",59,2104487,0.94
20251226,2816,8,"40,001-50,000",42,1925570,0.86
20251226,2816,9,"50,001-100,000",84,5866615,2.62
20251226,2816,10,"100,001-200,000",47,6648623,2.97
20251226,2816,11,"200,001-400,000",37,10102067,4.51
20251226,2816,12,"400,001-600,000",9,4599573,2.05
20251226,2816,13,"600,001-800,000",6,4050312,1.81
20251226,2816,14,"800,001-1,000,000",2,1809000,0.8
20251226,2816,15,"1,000,001以上",12,165715026,74.1
20251226,2816,16,合　計,11863,223608000,100.0
20260102,2816,1,1-999,7148,1246679,0.55
20260102,2816,2,"1,000-5,000",3326,6887648,3.08
20260102,2816,3,"5,001-10,000",600,4647336,2.07
20260102,2816,4,"10,001-15,000",221,2777996,1.24
20260102,2816,5,"15,001-20,000",142,2589326,1.15
20260102,2816,6,"20,001-30,000",104,2650794,1.18
20260102,2816,7,"30,001-40,000",60,2132987,0.95
20260102,2816,8,"40,001-50,000",41,1873570,0.83
20260102,2816,9,"50,001-100,000",85,5956617,2.66
20260102,2816,10,"100,001-200,000",47,6584069,2.94
20260102,2816,11,"200,001-400,000",36,9972067,4.45
20260102,2816,12,"400,001-600,000",9,4609573,2.06
20260102,2816,13,"600,001-800,000",5,3322312,1.48
20260102,2816,14,"800,001-1,000,000",3,2632000,1.17
20260102,2816,15,"1,000,001以上",12,165725026,74.11
20260102,2816,16,合　計,11839,223608000,100.0
20260109,2816,1,1-999,7146,1247006,0.55
20260109,2816,2,"1,000-5,000",3315,6854258,3.06
20260109,2816,3,"5,001-10,000",598,4639982,2.07
20260109,2816,4,"10,001-15,000",223,2797996,1.25
20260109,2816,5,"15,001-20,000",138,2517326,1.12
20260109,2816,6,"20,001-30,000",104,2646794,1.18
20260109,2816,7,"30,001-40,000",58,2059987,0.92
20260109,2816,8,"40,001-50,000",43,1960570,0.87
20260109,2816,9,"50,001-100,000",84,5862617,2.62
20260109,2816,10,"100,001-200,000",48,6665069,2.98
20260109,2816,11,"200,001-400,000",36,9956067,4.45
20260109,2816,12,"400,001-600,000",9,4612573,2.06
20260109,2816,13,"600,001-800,000",5,3322312,1.48
20260109,2816,14,"800,001-1,000,000",3,2719000,1.21
20260109,2816,15,"1,000,001以上",12,165746443,74.12
20260109,2816,16,合　計,11822,223608000,100.0
20260116,2816,1,1-999,7134,1244193,0.55
20260116,2816,2,"1,000-5,000",3285,6796743,3.03
20260116,2816,3,"5,001-10,000",598,4637089,2.07
20260116,2816,4,"10,001-15,000",217,2736216,1.22
20260116,2816,5,"15,001-20,000",135,2458893,1.09
20260116,2816,6,"20,001-30,000",104,2646794,1.18
20260116,2816,7,"30,001-40,000",58,2061987,0.92
20260116,2816,8,"40,001-50,000",41,1881570,0.84
20260116,2816,9,"50,001-100,000",86,5938051,2.65
20260116,2816,10,"100,001-200,000",49,6768069,3.02
20260116,2816,11,"200,001-400,000",36,9938067,4.44
20260116,2816,12,"400,001-600,000",8,4040573,1.8
20260116,2816,13,"600,001-800,000",6,3935312,1.75
20260116,2816,14,"800,001-1,000,000",3,2725000,1.21
20260116,2816,15,"1,000,001以上",12,165799443,74.14
20260116,2816,16,合　計,11772,223608000,100.0
20260123,2816,1,1-999,7095,1236271,0.55
20260123,2816,2,"1,000-5,000",3286,6782037,3.03
20260123,2816,3,"5,001-10,000",600,4643807,2.07
20260123,2816,4,"10,001-15,000",217,2723216,1.21
20260123,2816,5,"15,001-20,000",137,2500893,1.11
20260123,2816,6,"20,001-30,000",102,2587794,1.15
20260123,2816,7,"30,001-40,000",58,2048987,0.91
20260123,2816,8,"40,001-50,000",44,2013124,0.9
20260123,2816,9,"50,001-100,000",87,6091646,2.72
20260123,2816,10,"100,001-200,000",45,6144280,2.74
20260123,2816,11,"200,001-400,000",37,10241017,4.57
20260123,2816,12,"400,001-600,000",8,4037673,1.8
20260123,2816,13,"600,001-800,000",6,3995312,1.78
20260123,2816,14,"800,001-1,000,000",3,2759000,1.23
20260123,2816,15,"1,000,001以上",12,165802943,74.14
20260123,2816,16,合　計,11737,223608000,100.0
20260130,2816,1,1-999,7075,1234517,0.55
20260130,2816,2,"1,000-5,000",3277,6765322,3.02
20260130,2816,3,"5,001-10,000",598,4648628,2.07
20260130,2816,4,"10,001-15,000",217,2724364,1.21
20260130,2816,5,"15,001-20,000",140,2558893,1.14
20260130,2816,6,"20,001-30,000",102,2594794,1.16
20260130,2816,7,"30,001-40,000",59,2087541,0.93
20260130,2816,8,"40,001-50,000",44,2012570,0.9
20260130,2816,9,"50,001-100,000",86,6044646,2.7
20260130,2816,10,"100,001-200,000",44,6049280,2.7
20260130,2816,11,"200,001-400,000",37,10249017,4.58
20260130,2816,12,"400,001-600,000",8,4040673,1.8
20260130,2816,13,"600,001-800,000",6,4030312,1.8
20260130,2816,14,"800,001-1,000,000",3,2759000,1.23
20260130,2816,15,"1,000,001以上",12,165808443,74.15
20260130,2816,16,合　計,11708,223608000,100.0
20260206,2816,1,1-999,7065,1232431,0.55
20260206,2816,2,"1,000-5,000",3261,6726766,3.0
20260206,2816,3,"5,001-10,000",598,4638763,2.07
20260206,2816,4,"10,001-15,000",213,2670364,1.19
20260206,2816,5,"15,001-20,000",140,2560893,1.14
20260206,2816,6,"20,001-30,000",104,2642027,1.18
20260206,2816,7,"30,001-40,000",61,2157541,0.96
20260206,2816,8,"40,001-50,000",43,1973570,0.88
20260206,2816,9,"50,001-100,000",87,6174413,2.76
20260206,2816,10,"100,001-200,000",43,5845279,2.61
20260206,2816,11,"200,001-400,000",37,10247744,4.58
20260206,2816,12,"400,001-600,000",8,4016673,1.79
20260206,2816,13,"600,001-800,000",6,4074312,1.82
20260206,2816,14,"800,001-1,000,000",3,2762500,1.23
20260206,2816,15,"1,000,001以上",12,165884724,74.18
20260206,2816,16,合　計,11681,223608000,100.0
20260213,2816,1,1-999,7053,1227389,0.54
20260213,2816,2,"1,000-5,000",3254,6706686,2.99
20260213,2816,3,"5,001-10,000",601,4666040,2.08
20260213,2816,4,"10,001-15,000",211,2640284,1.18
20260213,2816,5,"15,001-20,000",144,2626447,1.17
20260213,2816,6,"20,001-30,000",103,2615794,1.16
20260213,2816,7,"30,001-40,000",57,2010987,0.89
20260213,2816,8,"40,001-50,000",46,2109803,0.94
20260213,2816,9,"50,001-100,000",88,6216413,2.78
20260213,2816,10,"100,001-200,000",41,5595279,2.5
20260213,2816,11,"200,001-400,000",37,10289995,4.6
20260213,2816,12,"400,001-600,000",8,4013573,1.79
20260213,2816,13,"600,001-800,000",6,4126312,1.84
20260213,2816,14,"800,001-1,000,000",3,2756988,1.23
20260213,2816,15,"1,000,001以上",12,166006010,74.23
20260213,2816,16,合　計,11664,223608000,100.0
20260226,2816,1,1-999,7053,1228724,0.54
20260226,2816,2,"1,000-5,000",3214,6629107,2.96
20260226,2816,3,"5,001-10,000",595,4610520,2.06
20260226,2816,4,"10,001-15,000",214,2690396,1.2
20260226,2816,5,"15,001-20,000",135,2464893,1.1
20260226,2816,6,"20,001-30,000",100,2547794,1.13
20260226,2816,7,"30,001-40,000",60,2129987,0.95
20260226,2816,8,"40,001-50,000",43,1979570,0.88
20260226,2816,9,"50,001-100,000",84,5905850,2.64
20260226,2816,10,"100,001-200,000",45,6034629,2.69
20260226,2816,11,"200,001-400,000",37,10358345,4.63
20260226,2816,12,"400,001-600,000",8,4020434,1.79
20260226,2816,13,"600,001-800,000",5,3349312,1.49
20260226,2816,14,"800,001-1,000,000",4,3631000,1.62
20260226,2816,15,"1,000,001以上",12,166027439,74.24
20260226,2816,16,合　計,11609,223608000,100.0
20260306,2816,1,1-999,7050,1227902,0.54
20260306,2816,2,"1,000-5,000",3179,6577172,2.94
20260306,2816,3,"5,001-10,000",583,4518346,2.02
20260306,2816,4,"10,001-15,000",211,2648964,1.18
20260306,2816,5,"15,001-20,000",139,2529297,1.13
20260306,2816,6,"20,001-30,000",100,2548794,1.13
20260306,2816,7,"30,001-40,000",60,2115183,0.94
20260306,2816,8,"40,001-50,000",40,1843803,0.82
20260306,2816,9,"50,001-100,000",83,5838063,2.61
20260306,2816,10,"100,001-200,000",47,6275465,2.8
20260306,2816,11,"200,001-400,000",37,10351357,4.62
20260306,2816,12,"400,001-600,000",8,3985334,1.78
20260306,2816,13,"600,001-800,000",5,3350312,1.49
20260306,2816,14,"800,001-1,000,000",3,2757500,1.23
20260306,2816,15,"1,000,001以上",13,167040508,74.7
20260306,2816,16,合　計,11558,223608000,100.0
20260313,2816,1,1-999,7053,1227251,0.54
20260313,2816,2,"1,000-5,000",3164,6520864,2.91
20260313,2816,3,"5,001-10,000",567,4381956,1.95
20260313,2816,4,"10,001-15,000",221,2786280,1.24
