as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,7842,1,1-999,512,65120,0.35
20260709,7842,2,"1,000-5,000",1064,1770453,9.7
20260709,7842,3,"5,001-10,000",75,578735,3.17
20260709,7842,4,"10,001-15,000",29,376590,2.06
20260709,7842,5,"15,001-20,000",14,260000,1.42
20260709,7842,6,"20,001-30,000",17,437250,2.39
20260709,7842,7,"30,001-40,000",3,98874,0.54
20260709,7842,8,"40,001-50,000",1,45000,0.24
20260709,7842,9,"50,001-100,000",15,1165373,6.38
20260709,7842,10,"100,001-200,000",4,542092,2.97
20260709,7842,11,"200,001-400,000",4,1107000,6.06
20260709,7842,12,"400,001-600,000",1,432513,2.36
20260709,7842,13,"600,001-800,000",0,0,0.0
20260709,7842,14,"800,001-1,000,000",0,0,0.0
20260709,7842,15,"1,000,001以上",1,11371000,62.3
20260709,7842,16,合　計,1740,18250000,100.0
