date,stock_id,stock_name,market,institutional_net_lots
20260522,00403,主動統一升級50,TWSE,156469.453
20260522,6770,力積電,TWSE,98774.204
20260522,00878,國泰永續高股息,TWSE,74936.009
20260522,00631,元大台灣50正2,TWSE,58275.475
20260522,2344,華邦電,TWSE,52129.79
20260522,00940,元大台灣價值高息,TWSE,43670.863
20260522,00992,主動群益科技創新,TWSE,38242.793
20260522,1802,台玻,TWSE,37461.672
20260522,0056,元大高股息,TWSE,35100.618
20260522,3231,緯創,TWSE,33721.212
20260522,2409,友達,TWSE,33411.766
20260522,009816,凱基台灣TOP50,TWSE,32377.813
20260522,2313,華通,TWSE,31435.999
20260522,00999,主動野村臺灣高息,TWSE,28890.155
20260522,6116,彩晶,TWSE,25306.756
20260522,0050,元大台灣50,TWSE,24762.384
20260522,1717,長興,TWSE,24337.126
20260522,00929,復華台灣科技優息,TWSE,23955.304
20260522,00991,主動復華未來50,TWSE,23911.081
20260522,2367,燿華,TWSE,23718.567
20260522,2377,微星,TWSE,23424.962
20260522,009820,元大納斯達克精選,TWSE,22687.985
20260522,2317,鴻海,TWSE,21031.353
20260522,6282,康舒,TWSE,20531.671
20260522,2356,英業達,TWSE,19127.54
20260522,00919,群益台灣精選高息,TWSE,19121.547
20260522,9105,泰金寶-DR,TWSE,17949.009
20260522,2609,陽明,TWSE,17687.969
20260522,3714,富采,TWSE,17487.1
20260522,2312,金寶,TWSE,15901.82
20260522,2353,宏碁,TWSE,15357.849
20260522,00891,中信關鍵半導體,TWSE,15218.717
20260522,00900,富邦特選高股息30,TWSE,15023.937
20260522,00680,元大美債20正2,TWSE,14784.07
20260522,3481,群創,TWSE,14713.266
20260522,0052,富邦科技,TWSE,14653.834
20260522,1605,華新,TWSE,13868.454
20260522,3706,神達,TWSE,13739.91
20260522,00400,主動國泰動能高息,TWSE,13481.037
20260522,00918,大華優利高填息30,TWSE,13295.553
20260522,2603,長榮,TWSE,12609.417
20260522,00688,國泰20年美債正2,TWSE,11397.988
20260522,2369,菱生,TWSE,10734.919
20260522,4927,泰鼎-KY,TWSE,10732.073
20260522,00997,主動群益美國增長,TWSE,10611.117
20260522,3006,晶豪科,TWSE,9893.189
20260522,2337,旺宏,TWSE,9706.793
20260522,2615,萬海,TWSE,9505.045
20260522,00993,主動安聯台灣,TWSE,8433.114
20260522,8039,台虹,TWSE,8406.449
20260522,00673,期元大S&P原油反1,TWSE,8195.025
20260522,2382,廣達,TWSE,7979.829
20260522,3149,正達,TWSE,7459.719
20260522,00713,元大台灣高息低波,TWSE,7427.652
20260522,6120,達運,TWSE,7196.543
20260522,009819,中信數據及電力,TWSE,7048.0
20260522,3576,聯合再生,TWSE,7047.569
20260522,00752,中信中國50,TWSE,6986.117
20260522,2374,佳能,TWSE,6705.517
20260522,2485,兆赫,TWSE,6654.645
20260522,1409,新纖,TWSE,6461.728
20260522,00980,主動野村臺灣優選,TWSE,6088.041
20260522,4919,新唐,TWSE,5854.437
20260522,2455,全新,TWSE,5520.547
20260522,00927,群益半導體收益,TWSE,5261.771
20260522,3037,欣興,TWSE,5246.331
20260522,2328,廣宇,TWSE,5238.1
20260522,6285,啟碁,TWSE,5088.664
20260522,3062,建漢,TWSE,5041.057
20260522,00936,台新永續高息中小,TWSE,4990.834
20260522,00922,國泰台灣領袖50,TWSE,4980.345
20260522,6456,GIS-KY,TWSE,4921.435
20260522,009805,新光美國電力基建,TWSE,4874.728
20260522,00881,國泰台灣科技龍頭,TWSE,4782.525
20260522,2363,矽統,TWSE,4741.137
20260522,00990,主動元大AI新經濟,TWSE,4694.344
20260522,00994,主動第一金台股優,TWSE,4600.597
20260522,00401,主動摩根台灣鑫收,TWSE,4362.589
20260522,2365,昆盈,TWSE,4297.236
20260522,3019,亞光,TWSE,4287.814
20260522,2436,偉詮電,TWSE,4212.832
20260522,2332,友訊,TWSE,4172.553
20260522,2399,映泰,TWSE,4089.421
20260522,2492,華新科,TWSE,3977.968
20260522,3711,日月光投控,TWSE,3974.502
20260522,6168,宏齊,TWSE,3894.573
20260522,2338,光罩,TWSE,3889.051
20260522,6202,盛群,TWSE,3810.478
20260522,2371,大同,TWSE,3805.127
20260522,8046,南電,TWSE,3791.175
20260522,6153,嘉聯益,TWSE,3786.876
20260522,3048,益登,TWSE,3780.173
20260522,3673,TPK-KY,TWSE,3745.192
20260522,2340,台亞,TWSE,3704.56
20260522,8110,華東,TWSE,3686.361
20260522,009802,富邦旗艦50,TWSE,3628.288
20260522,4906,正文,TWSE,3495.842
20260522,8112,至上,TWSE,3481.711
20260522,00923,群益台ESG低碳50,TWSE,3461.298
20260522,4540,全球傳動,TWSE,3355.369
20260522,2498,宏達電,TWSE,3333.204
20260522,2441,超豐,TWSE,3321.17
20260522,5388,中磊,TWSE,3290.245
20260522,2327,國巨*,TWSE,3225.31
20260522,00939,統一台灣高息動能,TWSE,3219.379
20260522,4526,東台,TWSE,3172.039
20260522,2421,建準,TWSE,3105.524
20260522,1727,中華化,TWSE,3025.309
20260522,2349,錸德,TWSE,3002.239
20260522,2646,星宇航空,TWSE,2823.108
20260522,00909,國泰數位支付服務,TWSE,2772.341
