date,generated_at,market_regime,risk_level,risk_score,risk_reasons,twse_close,twse_return_5d,twse_return_20d,twse_above_ma20,twse_above_ma60,tpex_close,tpex_return_5d,tpex_return_20d,tpex_above_ma20,tpex_above_ma60,taiwan_vix,vix_state,put_call_oi_ratio_pct,put_call_state,foreign_tx_futures_net_oi,foreign_futures_state,retail_mtx_net_oi_proxy,retail_mtx_state,retail_mtx_proxy_method,source_status
20260908,2026-09-08 19:46:50 Asia/Taipei,mild_bull,elevated_risk,2,Foreign TX futures heavy net short,47105.78,0.3345352120355915,4.399442207482496,True,True,407.19,-0.8715339484382967,3.959865196078427,True,True,25.79,watch,105.23,neutral,-82262.0,foreign_heavy_net_short,4307.0,neutral,negative_sum_of_three_institution_mtx_net_oi,ready
