date,taiwan_vix,taiwan_vix_252d_high,taiwan_vix_252d_low,taiwan_vix_252d_percentile,taiwan_vix_504d_high,taiwan_vix_504d_low,taiwan_vix_504d_percentile,taiwan_vix_zscore_252d,taiwan_vix_rank_label,vix_context_label,vix_return_5d,vix_return_10d,vix_return_20d,retail_mtx_net_oi_proxy,retail_mtx_proxy_method,retail_mtx_proxy_252d_high,retail_mtx_proxy_252d_low,retail_mtx_proxy_252d_percentile,retail_mtx_proxy_504d_high,retail_mtx_proxy_504d_low,retail_mtx_proxy_504d_percentile,retail_mtx_proxy_zscore_252d,retail_mtx_rank_label,retail_mtx_context_label,foreign_tx_futures_net_oi,dealer_tx_futures_net_oi,trust_tx_futures_net_oi,foreign_futures_net_oi,put_call_oi_ratio_pct,foreign_txo_call_net_oi,foreign_txo_put_net_oi,foreign_txo_synthetic_net_oi,twse_close,tpex_close,twse_distance_to_20d_high,twse_distance_to_60d_high,twse_distance_to_252d_high,twse_distance_to_20d_low,twse_distance_to_60d_low,twse_distance_to_252d_low,tpex_distance_to_20d_high,tpex_distance_to_60d_high,tpex_distance_to_252d_high,tpex_distance_to_20d_low,tpex_distance_to_60d_low,tpex_distance_to_252d_low,twse_above_ma20,twse_above_ma60,tpex_above_ma20,tpex_above_ma60,market_regime,risk_level,sample_status,vix_index_interpretation,retail_mtx_index_interpretation,combined_sentiment_interpretation,sentiment_warning_level,data_quality_note
20260611,43.92,43.92,25.68,100.0,,,,2.2639,top_decile,extreme_fear_or_hedging,25.7012,27.2675,14.7335,6935.0,negative_sum_of_three_institution_mtx_net_oi,,,,,,,,insufficient_history,insufficient_history,-61949.0,4853.0,54186.0,-577516.0,166.01,2935.0,6363.0,-3428.0,43149.46,407.09,-7.1239,-7.1239,-7.1239,7.8175,36.0195,105.4471,-8.8917,-8.8917,-8.8917,2.6916,32.288,83.3408,False,True,False,True,correction,very_high_risk,insufficient_history,possible_panic_contrarian_signal,insufficient_history_observe_only,insufficient_history_observe_only,insufficient,資料不足 / 僅能觀察：VIX 或散戶小台歷史樣本未達 60 筆，不能判斷是否達歷史極端。
