stock_id,stock_name,industry,industry_source,basic_theme,hot_primary_theme,hot_secondary_themes,mainstream_membership,hot_theme_1,hot_theme_2,hot_theme_3,hot_theme_4,hot_theme_5,has_hot_theme,primary_theme,secondary_themes,structural_theme_bucket,theme_structural_status,theme_mainstream_label,industry_mainstream_label,effective_mainstream_label,mainstream_conflict_flag,mainstream_conflict_note,report_line_memberships,mainstream_report_eligible,non_mainstream_report_eligible,dual_report_membership_flag,report_line_membership_note,taxonomy_source,confidence,concept_tags,notes,updated_at
006204,永豐臺灣加權,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
006205,富邦上証,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
006206,元大上證50,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
006207,復華滬深,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
006208,富邦台50,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00636,國泰中國A50,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00639,富邦深100,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00643,群益深証中小,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00645,富邦日本,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00646,元大S&P500,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00652,富邦印度,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00657,國泰日經225,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00660,元大歐洲50,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00661,元大日經225,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00662,富邦NASDAQ,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00668,國泰美國道瓊,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00678,群益那斯達克生技,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00690,兆豐藍籌30,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00692,富邦公司治理,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00700,富邦恒生國企,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00701,國泰股利精選30,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00702,國泰標普低波高息,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00703,台新MSCI中國,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00709,富邦歐洲,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00712,復華富時不動產,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00713,元大台灣高息低波,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00714,群益道瓊美國地產,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00717,富邦美國特別股,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00728,第一金工業30,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00730,富邦臺灣優質高息,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00731,復華富時高息低波,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00733,富邦臺灣中小,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00735,國泰臺韓科技,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00736,國泰新興市場,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00737,國泰AI機器人,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00739,元大MSCI A股,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00752,中信中國50,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00757,統一FANG+,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00762,元大全球AI,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00770,國泰北美科技,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00771,元大US高息特別股,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00783,富邦中証500,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00830,國泰費城半導體,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00850,元大臺灣ESG永續,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00851,台新全球AI,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00858,永豐美國500大,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00861,元大全球未來通訊,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00875,國泰網路資安,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00876,元大全球5G,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00877,復華中國5G,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00878,國泰永續高股息,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00881,國泰台灣科技龍頭,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00882,中信中國高股息,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00885,富邦越南,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00886,永豐美國科技,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00887,永豐中國科技50大,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00888,永豐台灣ESG,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00891,中信關鍵半導體,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00892,富邦台灣半導體,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00893,國泰智能電動車,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00894,中信小資高價30,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00895,富邦未來車,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00896,中信綠能及電動車,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00897,富邦基因免疫生技,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00898,國泰基因免疫革命,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00899,FT潔淨能源,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00900,富邦特選高股息30,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00901,永豐智能車供應鏈,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00902,中信電池及儲能,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00903,富邦元宇宙,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00904,新光臺灣半導體30,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00905,FT臺灣Smart,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00907,永豐優息存股,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
00908,富邦入息REITs+,指數 / ETF / ETN商品,,指數 / ETF / ETN商品,,,非主流,,,,,,False,指數 / ETF / ETN商品,,,needs_manual_review,theme_unknown,theme_unknown,non_mainstream,False,,non_mainstream,False,True,False,non_mainstream_section,missing_industry_fallback,low,,,2026-09-03 02:40:50 Asia/Taipei
