signal_date,stock_id,stock_name,close,volume,volume_ratio,ema23,ma20,ma60,ma120,distance_to_ema23_pct,distance_to_ma20_pct,distance_to_ma60_pct,high_20,high_60,high_120,low_20,low_60,low_120,support_1,support_2,resistance_1,resistance_2,macd_dif,macd_dea,macd_hist,rsi6,rsi14,kd_k,kd_d,kd_j,boll_mid,boll_upper,boll_lower,atr,atr_pct,obv,obv_ma20,obv_vs_ma20,mfi,cmf,price_position_summary_zh,technical_summary_zh,support_resistance_summary_zh,buy_condition_text_zh,take_profit_text_zh,exit_condition_text_zh,risk_control_text_zh
20260921,1316,上曜,10.7,1925863.0,0.5402,10.7396,10.9,10.5013,10.7961,-0.3687,-1.8349,1.8921,12.5,12.5,12.5,10.4,9.39,9.39,10.9,10.5013,12.5,12.5,0.0174,0.0654,-0.048,50.0,44.4444,32.6568,29.4268,39.1168,10.9,11.5593,10.2407,0.3179,2.9706,11820693.0,11761909.9,高於20日均,58.1496,-0.2429,收盤10.70；距23EMA -0.37%；距MA20 -1.83%；量比0.54x,MACD柱狀體偏弱；RSI偏弱；KD多方；OBV高於20日均,支撐觀察 10.9 / 10.5；壓力觀察 12.5 / 12.5,若回測支撐10.9不破或放量站上壓力12.5，可依模型條件執行第一筆。,接近壓力12.5到12.5且爆量不漲時，分批停利。,跌破10.9且隔日站不回，或放量長黑跌破近期低點，退出或降風險。,模型入選後仍需依支撐、23EMA、量價失敗與TDCC轉弱做管理；風險標籤不作為事後否決模型命中。
20260921,1326,台化,67.8,9958720.0,0.2608,66.7971,67.9,63.76,56.6421,1.5014,-0.1473,6.3363,78.2,78.2,78.2,56.1,53.1,43.65,67.9,63.76,78.2,78.2,1.5438,2.0251,-0.4813,35.0,32.8042,31.1454,31.8225,29.7913,67.9,76.4628,59.3372,3.4071,5.0253,1322811622.0,1347464153.9,低於20日均,47.2352,0.12,收盤67.80；距23EMA 1.50%；距MA20 -0.15%；量比0.26x,MACD柱狀體偏弱；RSI偏弱；KD偏弱；OBV低於20日均,支撐觀察 67.9 / 63.76；壓力觀察 78.2 / 78.2,若回測支撐67.9不破或放量站上壓力78.2，可依模型條件執行第一筆。,接近壓力78.2到78.2且爆量不漲時，分批停利。,跌破67.9且隔日站不回，或放量長黑跌破近期低點，退出或降風險。,模型入選後仍需依支撐、23EMA、量價失敗與TDCC轉弱做管理；風險標籤不作為事後否決模型命中。
20260921,1434,福懋,18.0,1632231.0,0.8781,17.8573,17.935,17.9725,17.0596,0.7991,0.3624,0.153,18.6,21.0,21.0,17.45,16.65,14.8,17.935,17.9725,18.6,21.0,-0.0122,0.0067,-0.019,61.1111,42.5532,47.8084,34.158,75.109,17.935,18.4152,17.4548,0.3429,1.9048,-8989524.0,-7124390.25,低於20日均,45.8655,-0.0605,收盤18.00；距23EMA 0.80%；距MA20 0.36%；量比0.88x,MACD柱狀體偏弱；RSI偏弱；KD多方；OBV低於20日均,支撐觀察 17.93 / 17.97；壓力觀察 18.6 / 21.0,若回測支撐17.93不破或放量站上壓力18.6，可依模型條件執行第一筆。,接近壓力18.6到21.0且爆量不漲時，分批停利。,跌破17.93且隔日站不回，或放量長黑跌破近期低點，退出或降風險。,模型入選後仍需依支撐、23EMA、量價失敗與TDCC轉弱做管理；風險標籤不作為事後否決模型命中。
20260921,1442,名軒,31.6,1043362.0,3.5954,30.2502,30.1525,29.5808,28.3208,4.4621,4.8006,6.826,31.8,31.8,31.8,29.15,26.65,25.45,30.2502,29.5808,31.8,31.8,0.3514,0.2082,0.1432,85.3659,79.7101,84.6272,75.5926,102.6963,30.1525,31.3194,28.9856,0.5607,1.7744,-15127718.0,-18161072.65,高於20日均,90.9159,0.2863,收盤31.60；距23EMA 4.46%；距MA20 4.80%；量比3.60x,MACD柱狀體偏多；RSI偏熱；KD多方；OBV高於20日均,支撐觀察 30.25 / 29.58；壓力觀察 31.8 / 31.8,若回測支撐30.25不破或放量站上壓力31.8，可依模型條件執行第一筆。,接近壓力31.8到31.8且爆量不漲時，分批停利。,跌破30.25且隔日站不回，或放量長黑跌破近期低點，退出或降風險。,模型入選後仍需依支撐、23EMA、量價失敗與TDCC轉弱做管理；風險標籤不作為事後否決模型命中。
20260921,1513,中興電,166.5,2036486.0,0.95,164.9857,165.45,164.8833,162.3917,0.9178,0.6346,0.9805,173.0,182.0,201.0,162.0,145.5,142.5,165.45,164.8833,173.0,182.0,0.1784,0.1594,0.0189,58.8235,51.1111,55.3853,38.7386,88.6786,165.45,169.4749,161.4251,2.8929,1.7375,703185477.0,702260492.95,高於20日均,57.2124,-0.1519,收盤166.50；距23EMA 0.92%；距MA20 0.63%；量比0.95x,MACD柱狀體偏多；RSI中性偏強；KD多方；OBV高於20日均,支撐觀察 165.45 / 164.88；壓力觀察 173.0 / 182.0,若回測支撐165.45不破或放量站上壓力173.0，可依模型條件執行第一筆。,接近壓力173.0到182.0且爆量不漲時，分批停利。,跌破165.45且隔日站不回，或放量長黑跌破近期低點，退出或降風險。,模型入選後仍需依支撐、23EMA、量價失敗與TDCC轉弱做管理；風險標籤不作為事後否決模型命中。
20260921,1528,恩德,27.05,23401861.0,3.0539,21.7209,21.09,20.4392,23.5462,24.5344,28.2598,32.3437,27.05,27.05,32.7,17.95,16.2,16.2,21.7209,20.4392,27.05,27.05,1.5582,0.8448,0.7134,88.7417,77.5087,84.3263,78.0057,96.9676,21.09,26.3724,15.8076,1.4179,5.2416,481533233.0,397312884.55,高於20日均,85.1996,0.2004,收盤27.05；距23EMA 24.53%；距MA20 28.26%；量比3.05x,MACD柱狀體偏多；RSI偏熱；KD多方；OBV高於20日均,支撐觀察 21.72 / 20.44；壓力觀察 27.05 / 27.05,若回測支撐21.72不破或放量站上壓力27.05，可依模型條件執行第一筆。,接近壓力27.05到27.05且爆量不漲時，分批停利。,跌破21.72且隔日站不回，或放量長黑跌破近期低點，退出或降風險。,模型入選後仍需依支撐、23EMA、量價失敗與TDCC轉弱做管理；風險標籤不作為事後否決模型命中。
20260921,1529,樂事綠能,16.35,1517201.0,1.9931,16.2249,16.235,18.0883,20.3354,0.771,0.7083,-9.6101,18.15,23.7,25.8,14.35,14.35,14.35,16.235,18.0883,18.15,23.7,-0.5875,-0.6154,0.0278,59.6154,42.3529,49.3446,27.0289,93.9758,16.235,17.8692,14.6008,0.5107,3.1236,81552685.0,83530660.45,低於20日均,39.3583,0.0829,收盤16.35；距23EMA 0.77%；距MA20 0.71%；量比1.99x,MACD柱狀體偏多；RSI偏弱；KD多方；OBV低於20日均,支撐觀察 16.23 / 18.09；壓力觀察 18.15 / 23.7,若回測支撐16.23不破或放量站上壓力18.15，可依模型條件執行第一筆。,接近壓力18.15到23.7且爆量不漲時，分批停利。,跌破16.23且隔日站不回，或放量長黑跌破近期低點，退出或降風險。,模型入選後仍需依支撐、23EMA、量價失敗與TDCC轉弱做管理；風險標籤不作為事後否決模型命中。
20260921,1560,中砂,914.0,5320084.0,3.0069,755.8152,741.75,710.85,662.1375,20.929,23.2221,28.5785,916.0,916.0,916.0,656.0,568.0,425.5,755.8152,710.85,916.0,916.0,40.4604,21.7269,18.7334,76.4957,70.3349,88.1121,78.4387,107.459,741.75,873.8853,609.6147,40.8571,4.4701,218289643.0,202479207.9,高於20日均,77.7815,0.5059,收盤914.00；距23EMA 20.93%；距MA20 23.22%；量比3.01x,MACD柱狀體偏多；RSI偏熱；KD多方；OBV高於20日均,支撐觀察 755.82 / 710.85；壓力觀察 916.0 / 916.0,若回測支撐755.82不破或放量站上壓力916.0，可依模型條件執行第一筆。,接近壓力916.0到916.0且爆量不漲時，分批停利。,跌破755.82且隔日站不回，或放量長黑跌破近期低點，退出或降風險。,模型入選後仍需依支撐、23EMA、量價失敗與TDCC轉弱做管理；風險標籤不作為事後否決模型命中。
20260921,1569,濱川,61.0,8774000.0,6.072,49.4098,49.005,45.5392,49.2142,23.4573,24.4771,33.9505,61.0,61.0,67.2,44.25,36.35,36.35,49.4098,45.5392,61.0,61.0,2.8475,1.8392,1.0083,88.2353,77.6938,80.8431,71.1229,100.2836,49.005,56.9032,41.1068,2.9357,4.8126,13454052.0,-3987898.0,高於20日均,89.5789,0.413,收盤61.00；距23EMA 23.46%；距MA20 24.48%；量比6.07x,MACD柱狀體偏多；RSI偏熱；KD多方；OBV高於20日均,支撐觀察 49.41 / 45.54；壓力觀察 61.0 / 61.0,若回測支撐49.41不破或放量站上壓力61.0，可依模型條件執行第一筆。,接近壓力61.0到61.0且爆量不漲時，分批停利。,跌破49.41且隔日站不回，或放量長黑跌破近期低點，退出或降風險。,模型入選後仍需依支撐、23EMA、量價失敗與TDCC轉弱做管理；風險標籤不作為事後否決模型命中。
20260921,1609,大亞,37.95,2694678.0,0.873,37.4886,37.59,37.44,36.3708,1.2308,0.9577,1.3622,38.75,44.25,44.65,36.7,32.1,31.55,37.59,37.44,38.75,44.25,0.1631,0.145,0.0181,53.3333,58.5366,60.0932,53.3217,73.6362,37.59,38.2656,36.9144,0.625,1.6469,322605891.0,318672818.0,高於20日均,52.904,-0.161,收盤37.95；距23EMA 1.23%；距MA20 0.96%；量比0.87x,MACD柱狀體偏多；RSI中性偏強；KD多方；OBV高於20日均,支撐觀察 37.59 / 37.44；壓力觀察 38.75 / 44.25,若回測支撐37.59不破或放量站上壓力38.75，可依模型條件執行第一筆。,接近壓力38.75到44.25且爆量不漲時，分批停利。,跌破37.59且隔日站不回，或放量長黑跌破近期低點，退出或降風險。,模型入選後仍需依支撐、23EMA、量價失敗與TDCC轉弱做管理；風險標籤不作為事後否決模型命中。
20260921,1617,榮星,19.4,1114478.0,1.8856,18.2108,18.125,19.2875,17.3796,6.5302,7.0345,0.5833,20.1,26.95,26.95,16.9,15.5,14.0,18.2108,19.2875,20.1,26.95,0.05,-0.1,0.1501,97.5,48.2143,62.9758,48.1651,92.5971,18.125,19.4001,16.8499,0.7071,3.6451,14103944.0,12831592.15,高於20日均,67.8941,-0.0156,收盤19.40；距23EMA 6.53%；距MA20 7.03%；量比1.89x,MACD柱狀體偏多；RSI偏弱；KD多方；OBV高於20日均,支撐觀察 18.21 / 19.29；壓力觀察 20.1 / 26.95,若回測支撐18.21不破或放量站上壓力20.1，可依模型條件執行第一筆。,接近壓力20.1到26.95且爆量不漲時，分批停利。,跌破18.21且隔日站不回，或放量長黑跌破近期低點，退出或降風險。,模型入選後仍需依支撐、23EMA、量價失敗與TDCC轉弱做管理；風險標籤不作為事後否決模型命中。
20260921,1708,東鹼,50.6,1266067.0,0.5416,50.0329,50.1325,51.6925,47.0242,1.1335,0.9325,-2.1135,52.3,64.2,64.2,47.4,46.1,36.5,50.1325,51.6925,52.3,64.2,-0.1191,-0.2345,0.1154,75.0,45.9302,63.3632,45.5297,99.0303,50.1325,52.141,48.124,1.3036,2.5762,274818303.0,274197161.55,高於20日均,52.1518,-0.1746,收盤50.60；距23EMA 1.13%；距MA20 0.93%；量比0.54x,MACD柱狀體偏多；RSI偏弱；KD多方；OBV高於20日均,支撐觀察 50.13 / 51.69；壓力觀察 52.3 / 64.2,若回測支撐50.13不破或放量站上壓力52.3，可依模型條件執行第一筆。,接近壓力52.3到64.2且爆量不漲時，分批停利。,跌破50.13且隔日站不回，或放量長黑跌破近期低點，退出或降風險。,模型入選後仍需依支撐、23EMA、量價失敗與TDCC轉弱做管理；風險標籤不作為事後否決模型命中。
20260921,1709,和益,43.1,27383341.0,1.4915,35.8178,36.21,29.9408,24.6267,20.3312,19.0279,43.9507,43.1,43.1,43.1,32.8,21.1,17.8,36.21,29.9408,43.1,43.1,2.6919,2.1978,0.4941,71.8354,64.3777,83.5799,74.4428,101.854,36.21,41.9261,30.4939,2.5643,5.9496,138689942.0,113984408.05,高於20日均,55.5772,0.2099,收盤43.10；距23EMA 20.33%；距MA20 19.03%；量比1.49x,MACD柱狀體偏多；RSI中性偏強；KD多方；OBV高於20日均,支撐觀察 36.21 / 29.94；壓力觀察 43.1 / 43.1,若回測支撐36.21不破或放量站上壓力43.1，可依模型條件執行第一筆。,接近壓力43.1到43.1且爆量不漲時，分批停利。,跌破36.21且隔日站不回，或放量長黑跌破近期低點，退出或降風險。,模型入選後仍需依支撐、23EMA、量價失敗與TDCC轉弱做管理；風險標籤不作為事後否決模型命中。
20260921,1710,東聯,17.0,7132841.0,1.2901,15.9426,16.0725,15.7442,14.6175,6.6325,5.7707,7.9763,17.15,20.15,20.15,15.2,12.5,11.45,16.0725,15.7442,17.15,20.15,0.2999,0.2485,0.0514,71.7391,60.9756,65.9426,52.8653,92.0974,16.0725,16.7542,15.3908,0.6179,3.6345,251248905.0,241183557.35,高於20日均,56.1932,0.0553,收盤17.00；距23EMA 6.63%；距MA20 5.77%；量比1.29x,MACD柱狀體偏多；RSI中性偏強；KD多方；OBV高於20日均,支撐觀察 16.07 / 15.74；壓力觀察 17.15 / 20.15,若回測支撐16.07不破或放量站上壓力17.15，可依模型條件執行第一筆。,接近壓力17.15到20.15且爆量不漲時，分批停利。,跌破16.07且隔日站不回，或放量長黑跌破近期低點，退出或降風險。,模型入選後仍需依支撐、23EMA、量價失敗與TDCC轉弱做管理；風險標籤不作為事後否決模型命中。
20260921,1711,永光,39.4,2092822.0,0.4307,39.8338,40.945,39.6375,43.9342,-1.089,-3.7734,-0.5992,48.4,49.75,64.3,37.05,28.8,28.8,40.945,39.6375,48.4,49.75,-0.2353,0.0212,-0.2565,70.2128,27.2277,46.1102,32.9472,72.4363,40.945,45.2716,36.6184,1.4821,3.7618,685256620.0,688374352.35,低於20日均,23.4612,-0.3306,收盤39.40；距23EMA -1.09%；距MA20 -3.77%；量比0.43x,MACD柱狀體偏弱；RSI偏弱；KD多方；OBV低於20日均,支撐觀察 40.95 / 39.64；壓力觀察 48.4 / 49.75,若回測支撐40.95不破或放量站上壓力48.4，可依模型條件執行第一筆。,接近壓力48.4到49.75且爆量不漲時，分批停利。,跌破40.95且隔日站不回，或放量長黑跌破近期低點，退出或降風險。,模型入選後仍需依支撐、23EMA、量價失敗與TDCC轉弱做管理；風險標籤不作為事後否決模型命中。
20260921,1714,和桐,15.95,6256933.0,0.4818,16.1359,16.3525,16.4842,13.9628,-1.1521,-2.4614,-3.2407,18.55,25.0,25.0,14.65,12.45,9.02,16.3525,16.4842,18.55,25.0,-0.1856,-0.0851,-0.1005,64.2857,30.303,46.5051,35.3829,68.7494,16.3525,17.9667,14.7383,0.6786,4.2544,-83544789.0,-62592353.05,低於20日均,15.168,-0.1643,收盤15.95；距23EMA -1.15%；距MA20 -2.46%；量比0.48x,MACD柱狀體偏弱；RSI偏弱；KD多方；OBV低於20日均,支撐觀察 16.35 / 16.48；壓力觀察 18.55 / 25.0,若回測支撐16.35不破或放量站上壓力18.55，可依模型條件執行第一筆。,接近壓力18.55到25.0且爆量不漲時，分批停利。,跌破16.35且隔日站不回，或放量長黑跌破近期低點，退出或降風險。,模型入選後仍需依支撐、23EMA、量價失敗與TDCC轉弱做管理；風險標籤不作為事後否決模型命中。
20260921,1717,長興,71.7,3909748.0,0.2378,72.208,74.055,70.6233,73.3025,-0.7035,-3.1801,1.5246,85.5,88.6,89.9,68.1,52.8,52.8,74.055,70.6233,85.5,88.6,-0.2816,0.3133,-0.5949,56.25,17.8218,45.1326,29.1261,77.1457,74.055,83.0088,65.1012,2.7643,3.8553,1732857806.0,1732357754.9,高於20日均,10.9609,-0.0191,收盤71.70；距23EMA -0.70%；距MA20 -3.18%；量比0.24x,MACD柱狀體偏弱；RSI偏弱；KD多方；OBV高於20日均,支撐觀察 74.06 / 70.62；壓力觀察 85.5 / 88.6,若回測支撐74.06不破或放量站上壓力85.5，可依模型條件執行第一筆。,接近壓力85.5到88.6且爆量不漲時，分批停利。,跌破74.06且隔日站不回，或放量長黑跌破近期低點，退出或降風險。,模型入選後仍需依支撐、23EMA、量價失敗與TDCC轉弱做管理；風險標籤不作為事後否決模型命中。
20260921,1718,中纖,10.75,8391918.0,0.5035,10.6562,10.6675,11.4032,9.489,0.8802,0.7734,-5.7282,11.95,16.2,16.2,10.2,8.59,6.25,10.6675,11.4032,11.95,16.2,-0.0302,-0.0537,0.0235,64.0,43.1034,53.1176,42.2386,74.8757,10.6675,11.0586,10.2764,0.3786,3.5216,544565569.0,534050865.1,高於20日均,26.4673,-0.2895,收盤10.75；距23EMA 0.88%；距MA20 0.77%；量比0.50x,MACD柱狀體偏多；RSI偏弱；KD多方；OBV高於20日均,支撐觀察 10.67 / 11.4；壓力觀察 11.95 / 16.2,若回測支撐10.67不破或放量站上壓力11.95，可依模型條件執行第一筆。,接近壓力11.95到16.2且爆量不漲時，分批停利。,跌破10.67且隔日站不回，或放量長黑跌破近期低點，退出或降風險。,模型入選後仍需依支撐、23EMA、量價失敗與TDCC轉弱做管理；風險標籤不作為事後否決模型命中。
20260921,1721,國慶科技,24.2,2190831.0,2.0934,21.7401,21.605,21.5517,23.4017,11.315,12.0111,12.2881,26.85,29.05,36.0,19.05,18.0,16.5,21.7401,21.5517,26.85,29.05,0.5686,0.4135,0.155,69.1489,63.5628,34.6809,35.0673,33.9079,21.605,24.6176,18.5924,1.3679,5.6523,143129460.0,143649865.4,低於20日均,39.0694,,收盤24.20；距23EMA 11.32%；距MA20 12.01%；量比2.09x,MACD柱狀體偏多；RSI中性偏強；KD偏弱；OBV低於20日均,支撐觀察 21.74 / 21.55；壓力觀察 26.85 / 29.05,若回測支撐21.74不破或放量站上壓力26.85，可依模型條件執行第一筆。,接近壓力26.85到29.05且爆量不漲時，分批停利。,跌破21.74且隔日站不回，或放量長黑跌破近期低點，退出或降風險。,模型入選後仍需依支撐、23EMA、量價失敗與TDCC轉弱做管理；風險標籤不作為事後否決模型命中。
