audit_version,snapshot_report_date,expected_session_status,pipeline_commit_sha,snapshot_commit_sha,paired_source_commit_sha,paired_source_resolution,dispatcher_warrant_source_mode,production_code_sha256,formal_snapshot_path,formal_snapshot_sha256,formal_snapshot_manifest_v1_sha256,watch_artifact_path,watch_artifact_sha256,candidate_artifact_path,candidate_artifact_sha256,official_warrant_artifact_path,official_warrant_artifact_sha256,manifest_row_sha256,formal_row_sha256,watch_row_sha256,candidate_row_sha256,candidate_row_present,official_warrant_row_sha256,official_warrant_row_present,formal_row_number,watch_row_number,candidate_row_number,official_warrant_row_number,signal_date,report_line,model_id,stock_id,source_row_index,watch_warrant_signal,candidate_warrant_signal,official_warrant_signal,formal_warrant_signal,watch_source_score,candidate_source_score,watch_source_rank,candidate_source_rank,watch_candidate_score_collision,watch_candidate_rank_collision,canonical_warrant_source_type,published_warrant_score_source,published_warrant_basis_signal,watch_tdcc_status,candidate_tdcc_status,published_tdcc_status,counterfactual_tdcc_status,watch_false_breakout_risk,candidate_false_breakout_risk,published_false_breakout_risk,counterfactual_false_breakout_risk,published_tdcc_positive,counterfactual_tdcc_positive,published_tdcc_distribution,counterfactual_tdcc_distribution,published_score_context,counterfactual_score_context,collision_fields,published_counterfactual_collision_fields,warrant_bonus_points,published_warrant_bonus_points,counterfactual_warrant_bonus_points,published_collision_component_effects,counterfactual_collision_component_effects,published_base_model_score,counterfactual_base_model_score,base_model_score_delta,published_operation_score,published_tdcc_score,counterfactual_tdcc_score,tdcc_score_delta,published_pattern_score,published_risk_penalty,counterfactual_risk_penalty,risk_penalty_delta,published_component_replay_final_rank_score,published_component_replay_rounding_gap,published_component_replay_match,published_final_rank_score,counterfactual_final_rank_score,score_delta,replay_status,replay_error,published_model_rank,counterfactual_model_rank,rank_delta,rank_replay_status,watch_candidate_collision,candidate_official_match,formal_candidate_match,watch_disposition,formal_row_disposition,impact_scope,evidence_status,reason
volume_v2_warrant_lineage_history_audit_v2,20260709,trading_day_snapshot_present,8b8b84ae22d2cbda6c39a6b4f92b296da555e8b3,ea9238a6b1540ee563e32d37fb44de8f37a2407e,8b8b84ae22d2cbda6c39a6b4f92b296da555e8b3,manifest_pipeline_commit_exact_source_blob,legacy_watch_overrides_candidate,2ce9e4c2cc0b65383c0e40b1c68e0fd13bcd43243670203c5fb4137a658b2938,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_20260709.csv,c7cb3d456c553fa5dc4dad7437a226e13af8db5995b13713792f252959699cc6,c7cb3d456c553fa5dc4dad7437a226e13af8db5995b13713792f252959699cc6,output/latest/volume_breakout_watch_latest.csv,b28c73e5f19ac42358c25f4d3734550ba10ff91e4d82452fcd9e1e60ce0b24ce,output/latest/all_candidates_latest.csv,1258dab3123fb95746063e555b0f8cad00a902c9dca4f2ece4315506c7d9db98,output/latest/warrant_flow_latest.csv,321e0d2cf6a62f4b17579d07f0215b68cc2d9a6382a3844f654a5219c9522c83,552e6bec73977c746a113a818e95d964fedee6367c4286ff1908a634e3c380da,ba35d9fa61b05c065e3c7cb1c8071615ccb5a408d872cdac121544feb19abe6d,e81879acc0980816a91d13fe923a77bf748c5640118a62656bf17b000fb91674,c8b96a9ef4bd42bde7c9d39b0467eac644fba9ba7b167e11dafc59dec5d82aa8,True,5df3ffe0bdaac87406d93e0617aca7fce8b4196ab5b9043bfe14f1bdc5ee5b95,True,0,4,10,348,20260709,mainstream,volume_range_breakout_v2_high_position_volume_attack,2332,volume_breakout:4,no_signal,no_signal,no_signal,no_signal,56.0,56.0,,,False,False,all_candidates_projection,legacy_watch,no_signal,,,,,False,False,False,False,False,False,False,False,"{""downgrade_flags"":"""",""false_breakout_risk"":""False"",""tdcc_accumulation_signal"":""False"",""tdcc_distribution"":""False"",""tdcc_positive"":""False"",""tdcc_status"":"""",""warrant_flow_signal"":""no_signal""}","{""downgrade_flags"":"""",""false_breakout_risk"":""False"",""tdcc_accumulation_signal"":""False"",""tdcc_distribution"":""False"",""tdcc_positive"":""False"",""tdcc_status"":"""",""warrant_flow_signal"":""no_signal""}",,,0,0,0,"{""base_model_score"":""0"",""risk_penalty"":""0"",""tdcc_score"":""0"",""warrant_bonus"":""0""}","{""base_model_score"":""0"",""risk_penalty"":""0"",""tdcc_score"":""0"",""warrant_bonus"":""0""}",71.0,71.0,0,10.0,0.0,0.0,0,15.0,0.0,0.0,0,96.0,0,True,96.0,96.0,0,resolved,,1,1,0,resolved,False,True,True,current_canonical_match,verified_clean,none,complete,"published and canonical collision contexts, components, and rank agree"
volume_v2_warrant_lineage_history_audit_v2,20260709,trading_day_snapshot_present,8b8b84ae22d2cbda6c39a6b4f92b296da555e8b3,ea9238a6b1540ee563e32d37fb44de8f37a2407e,8b8b84ae22d2cbda6c39a6b4f92b296da555e8b3,manifest_pipeline_commit_exact_source_blob,legacy_watch_overrides_candidate,2ce9e4c2cc0b65383c0e40b1c68e0fd13bcd43243670203c5fb4137a658b2938,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_20260709.csv,c7cb3d456c553fa5dc4dad7437a226e13af8db5995b13713792f252959699cc6,c7cb3d456c553fa5dc4dad7437a226e13af8db5995b13713792f252959699cc6,output/latest/volume_breakout_watch_latest.csv,b28c73e5f19ac42358c25f4d3734550ba10ff91e4d82452fcd9e1e60ce0b24ce,output/latest/all_candidates_latest.csv,1258dab3123fb95746063e555b0f8cad00a902c9dca4f2ece4315506c7d9db98,output/latest/warrant_flow_latest.csv,321e0d2cf6a62f4b17579d07f0215b68cc2d9a6382a3844f654a5219c9522c83,552e6bec73977c746a113a818e95d964fedee6367c4286ff1908a634e3c380da,37c0844851cafd79f8ba0683f07d7d4dc45c5d984c5c3d378e77f3d0a423294d,3c963d375766b97fdf8fafa7f0c53d6fc8479161a565a03f020e5412b892d986,,False,,False,1,7,,,20260709,mainstream,volume_range_breakout_v2_low_position_volume_attack,7823,volume_breakout:7,,,,,,,,,False,False,negative_projection_no_candidate_row,legacy_watch,,,,,,False,False,False,False,False,False,False,False,"{""downgrade_flags"":"""",""false_breakout_risk"":""False"",""tdcc_accumulation_signal"":""False"",""tdcc_distribution"":""False"",""tdcc_positive"":""False"",""tdcc_status"":"""",""warrant_flow_signal"":""""}",{},,,2,0,0,"{""base_model_score"":""0"",""risk_penalty"":""0"",""tdcc_score"":""0"",""warrant_bonus"":""0""}","{""base_model_score"":""0"",""risk_penalty"":""0"",""tdcc_score"":""0"",""warrant_bonus"":""0""}",92.9,92.9,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0,93.9,0,True,93.9,93.9,0,resolved,,1,1,0,resolved,False,True,True,current_canonical_match,verified_clean,none,complete,"published and canonical collision contexts, components, and rank agree"
volume_v2_warrant_lineage_history_audit_v2,20260709,trading_day_snapshot_present,8b8b84ae22d2cbda6c39a6b4f92b296da555e8b3,ea9238a6b1540ee563e32d37fb44de8f37a2407e,8b8b84ae22d2cbda6c39a6b4f92b296da555e8b3,manifest_pipeline_commit_exact_source_blob,legacy_watch_overrides_candidate,2ce9e4c2cc0b65383c0e40b1c68e0fd13bcd43243670203c5fb4137a658b2938,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_20260709.csv,c7cb3d456c553fa5dc4dad7437a226e13af8db5995b13713792f252959699cc6,c7cb3d456c553fa5dc4dad7437a226e13af8db5995b13713792f252959699cc6,output/latest/volume_breakout_watch_latest.csv,b28c73e5f19ac42358c25f4d3734550ba10ff91e4d82452fcd9e1e60ce0b24ce,output/latest/all_candidates_latest.csv,1258dab3123fb95746063e555b0f8cad00a902c9dca4f2ece4315506c7d9db98,output/latest/warrant_flow_latest.csv,321e0d2cf6a62f4b17579d07f0215b68cc2d9a6382a3844f654a5219c9522c83,552e6bec73977c746a113a818e95d964fedee6367c4286ff1908a634e3c380da,54d3a0146ee17e88c33a9008dbe84bf7fc795d843f4b777fb0f0f967299a1db7,8590b0fd1061aad1e647672a49135283e410671d1c41565e7a356ed5333746e9,,False,,False,2,10,,,20260709,non_mainstream,volume_range_breakout_v2_low_position_volume_attack,6934,volume_breakout:10,,,,,,,,,False,False,negative_projection_no_candidate_row,legacy_watch,,,,,,False,False,False,False,False,False,False,False,"{""downgrade_flags"":"""",""false_breakout_risk"":""False"",""tdcc_accumulation_signal"":""False"",""tdcc_distribution"":""False"",""tdcc_positive"":""False"",""tdcc_status"":"""",""warrant_flow_signal"":""""}",{},,,2,0,0,"{""base_model_score"":""0"",""risk_penalty"":""0"",""tdcc_score"":""0"",""warrant_bonus"":""0""}","{""base_model_score"":""0"",""risk_penalty"":""0"",""tdcc_score"":""0"",""warrant_bonus"":""0""}",89.3,89.3,0,0.0,0.0,0.0,0,3.4,0.0,0.0,0,92.7,0,True,92.7,92.7,0,resolved,,1,1,0,resolved,False,True,True,current_canonical_match,verified_clean,none,complete,"published and canonical collision contexts, components, and rank agree"
volume_v2_warrant_lineage_history_audit_v2,20260709,trading_day_snapshot_present,8b8b84ae22d2cbda6c39a6b4f92b296da555e8b3,ea9238a6b1540ee563e32d37fb44de8f37a2407e,8b8b84ae22d2cbda6c39a6b4f92b296da555e8b3,manifest_pipeline_commit_exact_source_blob,legacy_watch_overrides_candidate,2ce9e4c2cc0b65383c0e40b1c68e0fd13bcd43243670203c5fb4137a658b2938,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_20260709.csv,c7cb3d456c553fa5dc4dad7437a226e13af8db5995b13713792f252959699cc6,c7cb3d456c553fa5dc4dad7437a226e13af8db5995b13713792f252959699cc6,output/latest/volume_breakout_watch_latest.csv,b28c73e5f19ac42358c25f4d3734550ba10ff91e4d82452fcd9e1e60ce0b24ce,output/latest/all_candidates_latest.csv,1258dab3123fb95746063e555b0f8cad00a902c9dca4f2ece4315506c7d9db98,output/latest/warrant_flow_latest.csv,321e0d2cf6a62f4b17579d07f0215b68cc2d9a6382a3844f654a5219c9522c83,552e6bec73977c746a113a818e95d964fedee6367c4286ff1908a634e3c380da,d4df6c2498982f95fe2a095e873ad8eb397918dc77382de7a9e2697655e63b94,cb13386b896146a7e4543acdeac7f4d5374d5dab70c5584176eb5c34e8378e4e,,False,,False,3,13,,,20260709,non_mainstream,volume_range_breakout_v2_low_position_volume_attack,8929,volume_breakout:13,,,,,,,,,False,False,negative_projection_no_candidate_row,legacy_watch,,,,,,False,False,False,False,False,False,False,False,"{""downgrade_flags"":"""",""false_breakout_risk"":""False"",""tdcc_accumulation_signal"":""False"",""tdcc_distribution"":""False"",""tdcc_positive"":""False"",""tdcc_status"":"""",""warrant_flow_signal"":""""}",{},,,2,0,0,"{""base_model_score"":""0"",""risk_penalty"":""0"",""tdcc_score"":""0"",""warrant_bonus"":""0""}","{""base_model_score"":""0"",""risk_penalty"":""0"",""tdcc_score"":""0"",""warrant_bonus"":""0""}",80.0,80.0,0,0.0,0.0,0.0,0,0.3,4.5,4.5,0,75.8,0,True,75.8,75.8,0,resolved,,2,2,0,resolved,False,True,True,current_canonical_match,verified_clean,none,complete,"published and canonical collision contexts, components, and rank agree"
volume_v2_warrant_lineage_history_audit_v2,20260713,trading_day_snapshot_present,8969b9f5859cc1621cca5685e6327dc587ce970a,d52e85cb5eb72fc726be972e04e22895b3bb7f17,8969b9f5859cc1621cca5685e6327dc587ce970a,manifest_pipeline_commit_exact_source_blob,legacy_watch_overrides_candidate,2ce9e4c2cc0b65383c0e40b1c68e0fd13bcd43243670203c5fb4137a658b2938,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_20260713.csv,bdc85cb76e4215785b3c7a72b7934b8655d5b824f1a8f2654f488891e851d564,bdc85cb76e4215785b3c7a72b7934b8655d5b824f1a8f2654f488891e851d564,output/latest/volume_breakout_watch_latest.csv,ccedac533583aa02bfaacdc4147fd8d2d93d02cd0d94868100dd3961f55be4f0,output/latest/all_candidates_latest.csv,658ded59954db7c700707f2a5555e21d787dc6173f2e8f63b5d61fb209aa8917,output/latest/warrant_flow_latest.csv,3191253ccde9841535fc0cddbcf03dbcf800e74d08c0eea66ee296d829f12e8c,2b18eb5690509d816012987a1a47bc6948700c2c58ba6f8737021d0d6e7fafd3,b163f7b237f2f3adb37fbbae6321d9dd48eec0f81a77978f19d5abca468baa07,55417a330373148f470e02a7902b656a50b3a5e879485d6ac3a761b07ef89a76,6316ea13a0ff9799c5dff914f44dae6c4a69ed37ad37101bd24912ddd61faa29,True,,False,0,12,15,,20260713,mainstream,volume_range_breakout_v2_high_position_volume_attack,5483,volume_breakout:12,,,,,73.0,73.0,,,False,False,all_candidates_projection,legacy_watch,,,,,,False,False,False,False,False,False,False,False,"{""downgrade_flags"":"""",""false_breakout_risk"":""False"",""tdcc_accumulation_signal"":""False"",""tdcc_distribution"":""False"",""tdcc_positive"":""False"",""tdcc_status"":"""",""warrant_flow_signal"":""""}","{""downgrade_flags"":"""",""false_breakout_risk"":""False"",""tdcc_accumulation_signal"":""False"",""tdcc_distribution"":""False"",""tdcc_positive"":""False"",""tdcc_status"":"""",""warrant_flow_signal"":""""}",,,0,0,0,"{""base_model_score"":""0"",""risk_penalty"":""0"",""tdcc_score"":""0"",""warrant_bonus"":""0""}","{""base_model_score"":""0"",""risk_penalty"":""0"",""tdcc_score"":""0"",""warrant_bonus"":""0""}",76.0,76.0,0,10.0,0.0,0.0,0,11.6,0.0,0.0,0,97.6,0,True,97.6,97.6,0,resolved,,1,1,0,resolved,False,True,True,current_canonical_match,verified_clean,none,complete,"published and canonical collision contexts, components, and rank agree"
volume_v2_warrant_lineage_history_audit_v2,20260713,trading_day_snapshot_present,8969b9f5859cc1621cca5685e6327dc587ce970a,d52e85cb5eb72fc726be972e04e22895b3bb7f17,8969b9f5859cc1621cca5685e6327dc587ce970a,manifest_pipeline_commit_exact_source_blob,legacy_watch_overrides_candidate,2ce9e4c2cc0b65383c0e40b1c68e0fd13bcd43243670203c5fb4137a658b2938,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_20260713.csv,bdc85cb76e4215785b3c7a72b7934b8655d5b824f1a8f2654f488891e851d564,bdc85cb76e4215785b3c7a72b7934b8655d5b824f1a8f2654f488891e851d564,output/latest/volume_breakout_watch_latest.csv,ccedac533583aa02bfaacdc4147fd8d2d93d02cd0d94868100dd3961f55be4f0,output/latest/all_candidates_latest.csv,658ded59954db7c700707f2a5555e21d787dc6173f2e8f63b5d61fb209aa8917,output/latest/warrant_flow_latest.csv,3191253ccde9841535fc0cddbcf03dbcf800e74d08c0eea66ee296d829f12e8c,2b18eb5690509d816012987a1a47bc6948700c2c58ba6f8737021d0d6e7fafd3,ad6656e633335ac58cc1da1d062e5ff73965ef7a54b295d0cf9abe5961e1cbb9,4748a237edcf62c65c280a47af4a63822b4f193d99c186412bb0c6f63a6d87e7,fc35cc4aea4bd018c21428452eb98fded0c05d249d50cb03511b1fac35c0a861,True,,False,1,6,17,,20260713,mainstream,volume_range_breakout_v2_high_position_volume_attack,6488,volume_breakout:6,,,,,66.0,66.0,,,False,False,all_candidates_projection,legacy_watch,,,,,,False,False,False,False,False,False,False,False,"{""downgrade_flags"":"""",""false_breakout_risk"":""False"",""tdcc_accumulation_signal"":""False"",""tdcc_distribution"":""False"",""tdcc_positive"":""False"",""tdcc_status"":"""",""warrant_flow_signal"":""""}","{""downgrade_flags"":"""",""false_breakout_risk"":""False"",""tdcc_accumulation_signal"":""False"",""tdcc_distribution"":""False"",""tdcc_positive"":""False"",""tdcc_status"":"""",""warrant_flow_signal"":""""}",,,0,0,0,"{""base_model_score"":""0"",""risk_penalty"":""0"",""tdcc_score"":""0"",""warrant_bonus"":""0""}","{""base_model_score"":""0"",""risk_penalty"":""0"",""tdcc_score"":""0"",""warrant_bonus"":""0""}",71.0,71.0,0,10.0,0.0,0.0,0,14.5,0.0,0.0,0,95.5,0,True,95.5,95.5,0,resolved,,2,2,0,resolved,False,True,True,current_canonical_match,verified_clean,none,complete,"published and canonical collision contexts, components, and rank agree"
volume_v2_warrant_lineage_history_audit_v2,20260713,trading_day_snapshot_present,8969b9f5859cc1621cca5685e6327dc587ce970a,d52e85cb5eb72fc726be972e04e22895b3bb7f17,8969b9f5859cc1621cca5685e6327dc587ce970a,manifest_pipeline_commit_exact_source_blob,legacy_watch_overrides_candidate,2ce9e4c2cc0b65383c0e40b1c68e0fd13bcd43243670203c5fb4137a658b2938,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_20260713.csv,bdc85cb76e4215785b3c7a72b7934b8655d5b824f1a8f2654f488891e851d564,bdc85cb76e4215785b3c7a72b7934b8655d5b824f1a8f2654f488891e851d564,output/latest/volume_breakout_watch_latest.csv,ccedac533583aa02bfaacdc4147fd8d2d93d02cd0d94868100dd3961f55be4f0,output/latest/all_candidates_latest.csv,658ded59954db7c700707f2a5555e21d787dc6173f2e8f63b5d61fb209aa8917,output/latest/warrant_flow_latest.csv,3191253ccde9841535fc0cddbcf03dbcf800e74d08c0eea66ee296d829f12e8c,2b18eb5690509d816012987a1a47bc6948700c2c58ba6f8737021d0d6e7fafd3,0414a97a129fae1d1eafb5eaf25989b5458ab3a0469bd27c13e3d0bb9dd91fb1,dc54701d51e1ff390347abebd7a4f16ba100cbff9a7a7571bfd639616d3f8f7f,fdce001069b03664773f8304b89baf4c5c8d46e957b2f5bb8d14826fbe0ef3b1,True,,False,2,8,10,,20260713,mainstream,volume_range_breakout_v2_high_position_volume_attack,2434,volume_breakout:8,,,,,99.0,99.0,,,False,False,all_candidates_projection,legacy_watch,,,,,,False,False,False,False,False,False,False,False,"{""downgrade_flags"":"""",""false_breakout_risk"":""False"",""tdcc_accumulation_signal"":""False"",""tdcc_distribution"":""False"",""tdcc_positive"":""False"",""tdcc_status"":"""",""warrant_flow_signal"":""""}","{""downgrade_flags"":"""",""false_breakout_risk"":""False"",""tdcc_accumulation_signal"":""False"",""tdcc_distribution"":""False"",""tdcc_positive"":""False"",""tdcc_status"":"""",""warrant_flow_signal"":""""}",,,0,0,0,"{""base_model_score"":""0"",""risk_penalty"":""0"",""tdcc_score"":""0"",""warrant_bonus"":""0""}","{""base_model_score"":""0"",""risk_penalty"":""0"",""tdcc_score"":""0"",""warrant_bonus"":""0""}",69.0,69.0,0,4.0,0.0,0.0,0,5.0,0.0,0.0,0,78.0,0,True,78.0,78.0,0,resolved,,3,3,0,resolved,False,True,True,current_canonical_match,verified_clean,none,complete,"published and canonical collision contexts, components, and rank agree"
volume_v2_warrant_lineage_history_audit_v2,20260713,trading_day_snapshot_present,8969b9f5859cc1621cca5685e6327dc587ce970a,d52e85cb5eb72fc726be972e04e22895b3bb7f17,8969b9f5859cc1621cca5685e6327dc587ce970a,manifest_pipeline_commit_exact_source_blob,legacy_watch_overrides_candidate,2ce9e4c2cc0b65383c0e40b1c68e0fd13bcd43243670203c5fb4137a658b2938,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_20260713.csv,bdc85cb76e4215785b3c7a72b7934b8655d5b824f1a8f2654f488891e851d564,bdc85cb76e4215785b3c7a72b7934b8655d5b824f1a8f2654f488891e851d564,output/latest/volume_breakout_watch_latest.csv,ccedac533583aa02bfaacdc4147fd8d2d93d02cd0d94868100dd3961f55be4f0,output/latest/all_candidates_latest.csv,658ded59954db7c700707f2a5555e21d787dc6173f2e8f63b5d61fb209aa8917,output/latest/warrant_flow_latest.csv,3191253ccde9841535fc0cddbcf03dbcf800e74d08c0eea66ee296d829f12e8c,2b18eb5690509d816012987a1a47bc6948700c2c58ba6f8737021d0d6e7fafd3,0e843444a1e496587d7971cc7e55aa8e6f7d2e096bc6605ef57169e305f69325,7dbed9ebcb920a741d6bd2928c0f80da3cf89a0dd7f7dddef3252985f161ae14,8db8409c67bbaad9072341a77ab23ed89e5a05049c5bf82797ab599aa695fd18,True,,False,3,0,8,,20260713,mainstream,volume_range_breakout_v2_high_position_volume_attack,5488,volume_breakout:0,,,,,104.0,104.0,,,False,False,all_candidates_projection,legacy_watch,,,,,,False,False,False,False,False,False,False,False,"{""downgrade_flags"":"""",""false_breakout_risk"":""False"",""tdcc_accumulation_signal"":""False"",""tdcc_distribution"":""False"",""tdcc_positive"":""False"",""tdcc_status"":"""",""warrant_flow_signal"":""""}","{""downgrade_flags"":"""",""false_breakout_risk"":""False"",""tdcc_accumulation_signal"":""False"",""tdcc_distribution"":""False"",""tdcc_positive"":""False"",""tdcc_status"":"""",""warrant_flow_signal"":""""}",,,0,0,0,"{""base_model_score"":""0"",""risk_penalty"":""0"",""tdcc_score"":""0"",""warrant_bonus"":""0""}","{""base_model_score"":""0"",""risk_penalty"":""0"",""tdcc_score"":""0"",""warrant_bonus"":""0""}",69.0,69.0,0,4.0,0.0,0.0,0,5.0,0.0,0.0,0,78.0,0,True,78.0,78.0,0,resolved,,4,4,0,resolved,False,True,True,current_canonical_match,verified_clean,none,complete,"published and canonical collision contexts, components, and rank agree"
volume_v2_warrant_lineage_history_audit_v2,20260713,trading_day_snapshot_present,8969b9f5859cc1621cca5685e6327dc587ce970a,d52e85cb5eb72fc726be972e04e22895b3bb7f17,8969b9f5859cc1621cca5685e6327dc587ce970a,manifest_pipeline_commit_exact_source_blob,legacy_watch_overrides_candidate,2ce9e4c2cc0b65383c0e40b1c68e0fd13bcd43243670203c5fb4137a658b2938,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_20260713.csv,bdc85cb76e4215785b3c7a72b7934b8655d5b824f1a8f2654f488891e851d564,bdc85cb76e4215785b3c7a72b7934b8655d5b824f1a8f2654f488891e851d564,output/latest/volume_breakout_watch_latest.csv,ccedac533583aa02bfaacdc4147fd8d2d93d02cd0d94868100dd3961f55be4f0,output/latest/all_candidates_latest.csv,658ded59954db7c700707f2a5555e21d787dc6173f2e8f63b5d61fb209aa8917,output/latest/warrant_flow_latest.csv,3191253ccde9841535fc0cddbcf03dbcf800e74d08c0eea66ee296d829f12e8c,2b18eb5690509d816012987a1a47bc6948700c2c58ba6f8737021d0d6e7fafd3,eb8b8bba402e0895cc7e0ba428a25a4dc1c023fa22ffd27bd5f9cb3b71e89ea3,c56ff9bb57ace1d47f438d279a4a78cf5241c699a5e44626264441fbbc14e1af,0f32e22031a9f9e1b27ae8bd2977d7282913e26c1a987526a3220c39235ac9ea,True,994db00f283ff0572c3492c4eb3b45f953d97aa893894f8f58e3ab5f96ec2368,True,4,2,13,330,20260713,mainstream,volume_range_breakout_v2_high_position_volume_attack,2332,volume_breakout:2,no_signal,no_signal,no_signal,no_signal,91.0,91.0,,,False,False,all_candidates_projection,legacy_watch,no_signal,,,,,False,False,False,False,False,False,False,False,"{""downgrade_flags"":"""",""false_breakout_risk"":""False"",""tdcc_accumulation_signal"":""False"",""tdcc_distribution"":""False"",""tdcc_positive"":""False"",""tdcc_status"":"""",""warrant_flow_signal"":""no_signal""}","{""downgrade_flags"":"""",""false_breakout_risk"":""False"",""tdcc_accumulation_signal"":""False"",""tdcc_distribution"":""False"",""tdcc_positive"":""False"",""tdcc_status"":"""",""warrant_flow_signal"":""no_signal""}",,,0,0,0,"{""base_model_score"":""0"",""risk_penalty"":""0"",""tdcc_score"":""0"",""warrant_bonus"":""0""}","{""base_model_score"":""0"",""risk_penalty"":""0"",""tdcc_score"":""0"",""warrant_bonus"":""0""}",64.0,64.0,0,0.0,0.0,0.0,0,4.7,0.0,0.0,0,68.7,0,True,68.7,68.7,0,resolved,,5,5,0,resolved,False,True,True,current_canonical_match,verified_clean,none,complete,"published and canonical collision contexts, components, and rank agree"
volume_v2_warrant_lineage_history_audit_v2,20260713,trading_day_snapshot_present,8969b9f5859cc1621cca5685e6327dc587ce970a,d52e85cb5eb72fc726be972e04e22895b3bb7f17,8969b9f5859cc1621cca5685e6327dc587ce970a,manifest_pipeline_commit_exact_source_blob,legacy_watch_overrides_candidate,2ce9e4c2cc0b65383c0e40b1c68e0fd13bcd43243670203c5fb4137a658b2938,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_20260713.csv,bdc85cb76e4215785b3c7a72b7934b8655d5b824f1a8f2654f488891e851d564,bdc85cb76e4215785b3c7a72b7934b8655d5b824f1a8f2654f488891e851d564,output/latest/volume_breakout_watch_latest.csv,ccedac533583aa02bfaacdc4147fd8d2d93d02cd0d94868100dd3961f55be4f0,output/latest/all_candidates_latest.csv,658ded59954db7c700707f2a5555e21d787dc6173f2e8f63b5d61fb209aa8917,output/latest/warrant_flow_latest.csv,3191253ccde9841535fc0cddbcf03dbcf800e74d08c0eea66ee296d829f12e8c,2b18eb5690509d816012987a1a47bc6948700c2c58ba6f8737021d0d6e7fafd3,b595cd7e10fa0e9dd2e50a5c1fd7b50f247756253b93a0766a6c205674d2f044,fad04b0fcae91d34ccaafb6e35ea9516e6e5e5ae3ade01b1954cd800d1384d01,,False,,False,5,11,,,20260713,mainstream,volume_range_breakout_v2_low_position_volume_attack,6863,volume_breakout:11,,,,,,,,,False,False,negative_projection_no_candidate_row,legacy_watch,,,,,,False,False,False,False,False,False,False,False,"{""downgrade_flags"":"""",""false_breakout_risk"":""False"",""tdcc_accumulation_signal"":""False"",""tdcc_distribution"":""False"",""tdcc_positive"":""False"",""tdcc_status"":"""",""warrant_flow_signal"":""""}",{},,,2,0,0,"{""base_model_score"":""0"",""risk_penalty"":""0"",""tdcc_score"":""0"",""warrant_bonus"":""0""}","{""base_model_score"":""0"",""risk_penalty"":""0"",""tdcc_score"":""0"",""warrant_bonus"":""0""}",88.8,88.8,0,10.0,0.0,0.0,0,11.7,0.0,0.0,0,100.0,0,True,100.0,100.0,0,resolved,,1,1,0,resolved,False,True,True,current_canonical_match,verified_clean,none,complete,"published and canonical collision contexts, components, and rank agree"
