review_priority,taxonomy_review_status,stock_id,stock_name,industry,category,decision_priority,decision_score,risk_handling_bucket,effective_primary_theme,effective_secondary_themes,effective_structural_theme_bucket,effective_theme_structural_status,effective_theme_mainstream_label,effective_taxonomy_source,effective_confidence,volume_ratio,return_5d,return_20d,why_selected,downgrade_flags,effective_notes
1,industry_core_needs_market_theme,3515,華擎,電腦及週邊設備業,pattern,D_risk_downgrade,39.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=接近突破型；分類分數=118；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,3535,晶彩科,光電業,pattern,D_risk_downgrade,39.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=預備發動型；分類分數=104；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,3580,友威科,其他電子業,pattern,D_risk_downgrade,39.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=接近突破型；分類分數=102；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,3689,湧德,電子零組件業,pattern,D_risk_downgrade,39.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=預備發動型；分類分數=118；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,3701,大眾控,電腦及週邊設備業,pattern,D_risk_downgrade,39.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=預備發動型；分類分數=122；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,3706,神達,電腦及週邊設備業,pattern,D_risk_downgrade,39.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=已突破但未過熱；分類分數=110；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,4729,熒茂,光電業,pattern,D_risk_downgrade,39.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=已突破但未過熱；分類分數=108；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,4903,聯光通,通信網路業,pattern,D_risk_downgrade,39.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_supported,,,,,,型態觀察；型態=預備發動型；分類分數=116；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,5392,能率,光電業,pattern,D_risk_downgrade,39.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=接近突破型；分類分數=124；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,5484,慧友,光電業,pattern,D_risk_downgrade,39.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=接近突破型；分類分數=124；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,5498,凱崴,電子零組件業,pattern,D_risk_downgrade,39.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=預備發動型；分類分數=116；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,6163,華電網,通信網路業,pattern,D_risk_downgrade,39.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_supported,,,,,,型態觀察；型態=預備發動型；分類分數=108；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,6265,方土昶,電子通路業,pattern,D_risk_downgrade,39.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=已突破但未過熱；分類分數=120；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,6548,長科*,半導體業,pattern,D_risk_downgrade,39.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=接近突破型；分類分數=118；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,6558,興能高,其他電子業,pattern,D_risk_downgrade,39.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=已突破但未過熱；分類分數=110；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,6719,力智,半導體業,pattern,D_risk_downgrade,39.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=已突破但未過熱；分類分數=100；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,6835,圓裕,電子零組件業,pattern,D_risk_downgrade,39.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=預備發動型；分類分數=112；TDCC=distribution_warning,tdcc_distribution_warning|repeated_but_no_breakout|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,6854,錼創科技-KY創,半導體業,pattern,D_risk_downgrade,39.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=已突破但未過熱；分類分數=114；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,8039,台虹,電子零組件業,pattern,D_risk_downgrade,39.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=接近突破型；分類分數=118；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning|repeated_but_no_breakout|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,8054,安國,半導體業,pattern,D_risk_downgrade,39.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=已突破但未過熱；分類分數=102；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,8071,能率網通,電子零組件業,pattern,D_risk_downgrade,39.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=已突破但未過熱；分類分數=108；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,8081,致新,半導體業,pattern,D_risk_downgrade,39.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=已突破但未過熱；分類分數=108；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning|repeated_but_no_breakout|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,8086,宏捷科,半導體業,pattern,D_risk_downgrade,39.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=已突破但未過熱；分類分數=100；TDCC=distribution_warning,tdcc_distribution_warning|repeated_but_no_breakout|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,8096,擎亞,電子通路業,pattern,D_risk_downgrade,39.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=已突破但未過熱；分類分數=108；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,8147,正淩,電子零組件業,pattern,D_risk_downgrade,39.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=接近突破型；分類分數=122；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,3576,聯合再生,光電業,pattern,D_risk_downgrade,38.8,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,0.92,,,型態觀察；型態=platform_right_side；分類分數=54；量比=0.92；距前高=-34.82%；20日漲幅=18.51%；TDCC=distribution_warning,tdcc_distribution_warning,
1,industry_core_needs_market_theme,8112,至上,電子通路業,pattern,C_watch_only,38.8,non_mainstream_observe_only,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=預備發動型；分類分數=84；TDCC=distribution_warning；權證=call_put_bullish,tdcc_distribution_warning|stale_signal|non_ai_non_mainstream_cap,
1,industry_core_needs_market_theme,2388,威盛,半導體業,revenue_pullback,D_risk_downgrade,38.6,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,0.55,,,營收成長股價回檔；分類分數=68；量比=0.55；距前高=-18.51%；20日漲幅=-10.47%；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,3663,鑫科,其他電子業,pattern,D_risk_downgrade,38.6,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=已突破但未過熱；分類分數=98；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,5483,中美晶,半導體業,pattern,D_risk_downgrade,38.6,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=已突破但未過熱；分類分數=98；TDCC=distribution_warning,tdcc_distribution_warning|repeated_but_no_breakout|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,8103,瀚荃,電子零組件業,revenue_pullback,D_risk_downgrade,38.4,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,0.98,,,營收成長股價回檔；分類分數=67；量比=0.98；距前高=-25.64%；20日漲幅=-17.48%；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,3294,英濟,電子零組件業,pattern,D_risk_downgrade,38.2,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=已突破但未過熱；分類分數=96；TDCC=distribution_warning,tdcc_distribution_warning|repeated_but_no_breakout|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,5243,乙盛-KY,光電業,pattern,D_risk_downgrade,37.8,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,1.4,,,型態觀察；型態=early_entry_watch；分類分數=54；量比=1.40；距前高=-16.03%；20日漲幅=13.68%；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning,
1,industry_core_needs_market_theme,6257,矽格,半導體業,pattern,D_risk_downgrade,37.8,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,0.82,,,型態觀察；型態=early_entry_watch；分類分數=54；量比=0.82；距前高=-5.37%；20日漲幅=20.21%；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning,
1,industry_core_needs_market_theme,2404,漢唐,其他電子業,revenue_pullback,D_risk_downgrade,37.6,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,0.84,,,營收成長股價回檔；分類分數=63；量比=0.84；距前高=-13.75%；20日漲幅=18.61%；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,3706,神達,電腦及週邊設備業,revenue_pullback,D_risk_downgrade,37.4,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,0.62,,,營收成長股價回檔；分類分數=62；量比=0.62；距前高=-7.36%；20日漲幅=0.24%；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,6456,GIS-KY,光電業,pattern,D_risk_downgrade,37.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=預備發動型；分類分數=90；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,8074,鉅橡,電子零組件業,pattern,D_risk_downgrade,37.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=已突破但未過熱；分類分數=90；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,2390,云辰,其他電子業,pattern,D_risk_downgrade,36.2,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=預備發動型；分類分數=86；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,2360,致茂,其他電子業,revenue_pullback,D_risk_downgrade,36.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,1.36,,,營收成長股價回檔；分類分數=55；量比=1.36；距前高=-4.10%；20日漲幅=11.26%；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,4989,榮科,電子零組件業,revenue_pullback,D_risk_downgrade,36.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,1.22,,,營收成長股價回檔；分類分數=55；量比=1.22；距前高=-18.00%；20日漲幅=-0.49%；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,2417,圓剛,電腦及週邊設備業,revenue_pullback,D_risk_downgrade,36.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,0.51,,,營收成長股價回檔；分類分數=55；量比=0.51；距前高=-18.28%；20日漲幅=-7.24%；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,6218,豪勉,通信網路業,pattern,D_risk_downgrade,35.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_supported,,,,,,型態觀察；型態=預備發動型；分類分數=80；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,2495,普安,電腦及週邊設備業,pattern,C_watch_only,34.8,non_mainstream_observe_only,,,,core_mainstream_theme,core_mainstream_overheated,,,2.09,,,型態觀察；型態=platform_right_side；分類分數=54；量比=2.09；距前高=-6.42%；20日漲幅=16.48%；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout|non_ai_non_mainstream_cap,
1,industry_core_needs_market_theme,2349,錸德,光電業,pattern,C_watch_only,34.8,non_mainstream_observe_only,,,,core_mainstream_theme,core_mainstream_overheated,,,1.9,,,型態觀察；型態=platform_right_side；分類分數=54；量比=1.90；距前高=-13.61%；20日漲幅=10.08%；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout|non_ai_non_mainstream_cap,
1,industry_core_needs_market_theme,2338,光罩,半導體業,pattern,C_watch_only,34.8,non_mainstream_observe_only,,,,core_mainstream_theme,core_mainstream_overheated,,,1.66,,,型態觀察；型態=platform_right_side；分類分數=54；量比=1.66；距前高=-7.30%；20日漲幅=17.07%；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout|non_ai_non_mainstream_cap,
1,industry_core_needs_market_theme,6552,易華電,半導體業,pattern,C_watch_only,34.8,non_mainstream_observe_only,,,,core_mainstream_theme,core_mainstream_overheated,,,1.57,,,型態觀察；型態=platform_right_side；分類分數=54；量比=1.57；距前高=-10.26%；20日漲幅=4.44%；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout|non_ai_non_mainstream_cap,
1,industry_core_needs_market_theme,6706,惠特,光電業,pattern,C_watch_only,34.8,non_mainstream_observe_only,,,,core_mainstream_theme,core_mainstream_overheated,,,1.51,,,型態觀察；型態=platform_right_side；分類分數=54；量比=1.51；距前高=-6.47%；20日漲幅=21.62%；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout|non_ai_non_mainstream_cap,
1,industry_core_needs_market_theme,5434,崇越,電子通路業,pattern,C_watch_only,34.8,non_mainstream_observe_only,,,,core_mainstream_theme,core_mainstream_overheated,,,1.15,,,型態觀察；型態=platform_right_side；分類分數=54；量比=1.15；距前高=-8.81%；20日漲幅=8.29%；TDCC=distribution_warning；權證=call_inflow,tdcc_distribution_warning|stale_signal|non_ai_non_mainstream_cap,
1,industry_core_needs_market_theme,2436,偉詮電,半導體業,pattern,C_watch_only,34.8,non_mainstream_observe_only,,,,core_mainstream_theme,core_mainstream_overheated,,,1.12,,,型態觀察；型態=platform_right_side；分類分數=54；量比=1.12；距前高=-9.00%；20日漲幅=3.64%；TDCC=distribution_warning；權證=call_inflow,tdcc_distribution_warning|stale_signal|non_ai_non_mainstream_cap,
1,industry_core_needs_market_theme,2340,台亞,半導體業,pattern,C_watch_only,34.8,non_mainstream_observe_only,,,,core_mainstream_theme,core_mainstream_overheated,,,1.03,,,型態觀察；型態=platform_right_side；分類分數=54；量比=1.03；距前高=-16.99%；20日漲幅=-4.87%；TDCC=distribution_warning；權證=call_inflow,tdcc_distribution_warning|stale_signal|non_ai_non_mainstream_cap,
1,industry_core_needs_market_theme,3010,華立,電子通路業,pattern,C_watch_only,34.8,non_mainstream_observe_only,,,,core_mainstream_theme,core_mainstream_overheated,,,1.0,,,型態觀察；型態=platform_right_side；分類分數=54；量比=1.00；距前高=-8.61%；20日漲幅=1.85%；TDCC=distribution_warning；權證=call_inflow,tdcc_distribution_warning|stale_signal|non_ai_non_mainstream_cap,
1,industry_core_needs_market_theme,3036,文曄,電子通路業,revenue_pullback,C_watch_only,34.6,non_mainstream_observe_only,,,,core_mainstream_theme,core_mainstream_overheated,,,0.42,,,營收成長股價回檔；分類分數=63；量比=0.42；距前高=-6.01%；20日漲幅=37.53%；TDCC=mild_accumulation；權證=no_signal,continued_overheated|catalyst_overheated|price_reaction_overheated|return_20d_gt_30|non_ai_non_mainstream_cap,
1,industry_core_needs_market_theme,3374,精材,半導體業,pattern,D_risk_downgrade,34.2,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=已突破但未過熱；分類分數=76；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,2484,希華,電子零組件業,range_rebound,C_watch_only,33.8,non_mainstream_observe_only,,,,core_mainstream_theme,core_mainstream_overheated,,,1.93,,,區間內轉強 / 挑戰前高觀察；型態=neckline_challenge；分類分數=69；量比=1.93；距前高=-2.82%；20日漲幅=33.01%；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout|catalyst_overheated|price_reaction_overheated|return_20d_gt_30|distance_ma20_gt_20|non_ai_non_mainstream_cap,
1,industry_core_needs_market_theme,6558,興能高,其他電子業,pattern,C_watch_only,33.8,non_mainstream_observe_only,,,,core_mainstream_theme,core_mainstream_overheated,,,1.5,,,型態觀察；型態=early_entry_watch；分類分數=54；量比=1.50；距前高=-6.78%；20日漲幅=11.38%；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout|non_ai_non_mainstream_cap,
1,industry_core_needs_market_theme,2337,旺宏,半導體業,pattern,C_watch_only,33.8,non_mainstream_observe_only,,,,core_mainstream_theme,core_mainstream_overheated,,,1.32,,,型態觀察；型態=early_entry_watch；分類分數=54；量比=1.32；距前高=-10.36%；20日漲幅=3.56%；TDCC=distribution_warning；權證=call_put_bullish,tdcc_distribution_warning|stale_signal|non_ai_non_mainstream_cap,
1,industry_core_needs_market_theme,6278,台表科,光電業,pattern,D_risk_downgrade,33.6,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,0.61,,,型態觀察；型態=pullback_entry_zone；分類分數=53；量比=0.61；距前高=-12.57%；20日漲幅=23.61%；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning,
1,industry_core_needs_market_theme,4912,聯德控股-KY,電子零組件業,revenue_pullback,C_watch_only,33.0,non_mainstream_observe_only,,,,core_mainstream_theme,core_mainstream_overheated,,,1.04,,,營收成長股價回檔；分類分數=55；量比=1.04；距前高=-8.62%；20日漲幅=31.35%；TDCC=mild_accumulation,continued_overheated|catalyst_overheated|price_reaction_overheated|return_20d_gt_30|non_ai_non_mainstream_cap,
1,industry_core_needs_market_theme,3289,宜特,其他電子業,pattern,D_risk_downgrade,32.6,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=已突破但未過熱；分類分數=68；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,3532,台勝科,半導體業,pattern,C_watch_only,31.8,non_mainstream_observe_only,,,,core_mainstream_theme,core_mainstream_overheated,,,2.25,,,型態觀察；型態=platform_right_side；分類分數=54；量比=2.25；距前高=-8.37%；20日漲幅=39.76%；TDCC=mild_accumulation；權證=call_inflow,continued_overheated|catalyst_overheated|price_reaction_overheated|return_20d_gt_30|non_ai_non_mainstream_cap,
1,industry_core_needs_market_theme,2312,金寶,其他電子業,pattern,C_watch_only,31.8,non_mainstream_observe_only,,,,core_mainstream_theme,core_mainstream_overheated,,,2.1,,,型態觀察；型態=platform_right_side；分類分數=54；量比=2.10；距前高=-5.75%；20日漲幅=35.37%；TDCC=mild_accumulation；權證=call_put_bullish,continued_overheated|catalyst_overheated|price_reaction_overheated|return_20d_gt_30|distance_ma20_gt_20|non_ai_non_mainstream_cap,
1,industry_core_needs_market_theme,3062,建漢,通信網路業,pattern,D_risk_downgrade,31.8,hard_exclusion,,,,core_mainstream_theme,core_mainstream_supported,,,1.21,,,型態觀察；型態=platform_right_side；分類分數=54；量比=1.21；距前高=-13.78%；20日漲幅=14.17%；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,6443,元晶,光電業,pattern,D_risk_downgrade,31.8,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,0.95,,,型態觀察；型態=platform_right_side；分類分數=54；量比=0.95；距前高=-28.41%；20日漲幅=11.89%；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,2489,瑞軒,光電業,pattern,D_risk_downgrade,30.8,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,1.37,,,型態觀察；型態=early_entry_watch；分類分數=54；量比=1.37；距前高=-16.81%；20日漲幅=14.29%；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,4989,榮科,電子零組件業,pattern,D_risk_downgrade,30.8,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,1.22,,,型態觀察；型態=early_entry_watch；分類分數=54；量比=1.22；距前高=-18.00%；20日漲幅=-0.49%；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,6120,達運,光電業,pattern,D_risk_downgrade,30.8,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,0.94,,,型態觀察；型態=early_entry_watch；分類分數=54；量比=0.94；距前高=-11.86%；20日漲幅=8.70%；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,4927,泰鼎-KY,電子零組件業,pattern,D_risk_downgrade,30.8,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,0.9,,,型態觀察；型態=early_entry_watch；分類分數=54；量比=0.90；距前高=-13.05%；20日漲幅=7.30%；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,6189,豐藝,電子通路業,pattern,D_risk_downgrade,30.8,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,0.9,,,型態觀察；型態=early_entry_watch；分類分數=54；量比=0.90；距前高=-4.93%；20日漲幅=1.73%；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,2421,建準,電子零組件業,pattern,D_risk_downgrade,30.8,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,0.89,,,型態觀察；型態=early_entry_watch；分類分數=54；量比=0.89；距前高=-6.01%；20日漲幅=4.33%；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,2404,漢唐,其他電子業,pattern,D_risk_downgrade,30.8,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,0.84,,,型態觀察；型態=early_entry_watch；分類分數=54；量比=0.84；距前高=-13.75%；20日漲幅=18.61%；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,5258,虹堡,電腦及週邊設備業,pattern,D_risk_downgrade,30.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,0.57,,,型態觀察；型態=pullback_entry_zone；分類分數=35；量比=0.57；距前高=-19.05%；20日漲幅=7.37%；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning,
1,industry_core_needs_market_theme,3005,神基,電腦及週邊設備業,pattern,D_risk_downgrade,29.2,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,0.71,,,型態觀察；型態=base_building；分類分數=51；量比=0.71；距前高=-26.16%；20日漲幅=4.67%；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,
1,industry_core_needs_market_theme,2369,菱生,半導體業,pattern,C_watch_only,28.0,non_mainstream_observe_only,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=已突破但未過熱；分類分數=120；TDCC=distribution_warning；權證=call_inflow,tdcc_distribution_warning|continued_overheated|non_ai_non_mainstream_cap,
1,industry_core_needs_market_theme,3042,晶技,電子零組件業,pattern,D_risk_downgrade,28.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=預備發動型；分類分數=110；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning|continued_overheated,
1,industry_core_needs_market_theme,3149,正達,光電業,pattern,D_risk_downgrade,28.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=已突破但未過熱；分類分數=120；TDCC=distribution_warning,tdcc_distribution_warning|continued_overheated,
1,industry_core_needs_market_theme,6770,力積電,半導體業,pattern,D_risk_downgrade,28.0,hard_exclusion,,,,core_mainstream_theme,core_mainstream_overheated,,,,,,型態觀察；型態=已突破但未過熱；分類分數=106；TDCC=distribution_warning；權證=mixed_flow,tdcc_distribution_warning|continued_overheated,
1,industry_core_needs_market_theme,6141,柏承,電子零組件業,true_breakout,C_watch_only,26.8,non_mainstream_observe_only,,,,core_mainstream_theme,core_mainstream_overheated,,,1.29,,,嚴格突破；型態=breakout_confirmed / true_breakout；分類分數=74；量比=1.29；距前高=9.92%；20日漲幅=23.43%；TDCC=distribution_warning,tdcc_distribution_warning|continued_overheated|catalyst_overheated|price_reaction_overheated|distance_ma20_gt_20|non_ai_non_mainstream_cap,
