rank,signal_date,stock_id,stock_name,theme,theme_mainstream_status,tdcc_weekly_increase_score,tdcc_consecutive_accumulation_score,tdcc_1w_change_400,tdcc_1w_change_600,tdcc_1w_change_800,tdcc_1w_change_1000,tdcc_four_threshold_weekly_increase_sum,tdcc_weighted_weekly_increase_score,tdcc_effective_increase_count,tdcc_sync_bonus,tdcc_theme_bonus,volume_ma20_lots,tdcc_low_volume_penalty,tdcc_high_pair_effective_streak_weeks,tdcc_high_pair_streak_bonus,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,tdcc_price_phase,tdcc_phase_group_zh,risk_bucket,risk_bucket_zh,price_return_20d,distance_ma20_pct,relative_return_vs_benchmark,ranking_note_zh,price_context_date,price_context_source,price_start_date_5d,price_start_date_10d,price_start_date_20d,report_price_return_5d,report_price_return_10d,report_price_return_20d,report_distance_ma20_pct,tdcc_facts_zh,price_facts_zh,historical_evidence_status,historical_evidence_zh
76,20260911,6117,迎廣,電腦及週邊設備業,mainstream_leader,18.13,18.13,0.8200000000000003,0.8000000000000043,0.8100000000000023,0.8200000000000003,3.250000000000007,8.13,4,15.0,5.0,161.26,10.0,1,0.0,4,True,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,-3.464566929133861,-2.0218972268840396,-2.381996959211796,有效級距增加 4/4（持股比率週變化 >0.5個百分點）；20日均量低於1000張,20260911,data/stock_price_history/6117.csv,20260904,20260828,20260814,-4.218750000000004,-2.6984126984127,-3.464566929133861,-2.0218972268840396,>400／600／800／1000張：+0.82／+0.80／+0.81／+0.82百分點；800/1000有效連增：1週,截至20260911；5日：-4.22%；10日：-2.70%；20日：-3.46%；距MA20：-2.02%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
77,20260911,8431,匯鑽科,其他電子業,mainstream_leader,17.83,17.83,2.6499999999999986,2.799999999999997,-0.05999999999999872,-0.05999999999999872,5.449999999999996,7.83,2,5.0,5.0,1980.5,0.0,0,0.0,3,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 2/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/8431.csv,20260904,20260828,20260814,-17.296511627906973,9.213051823416496,19.037656903765686,5.688414209426518,>400／600／800／1000張：+2.65／+2.80／-0.06／-0.06百分點；800/1000有效連增：0週,截至20260911；5日：-17.30%；10日：+9.21%；20日：+19.04%；距MA20：+5.69%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
78,20260911,3024,憶聲,光電業,non_mainstream_watch,17.41,17.41,0.35999999999999943,0.8100000000000023,0.7700000000000031,0.7800000000000011,2.720000000000006,7.41,3,10.0,0.0,1439.64,0.0,1,0.0,7,True,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,7.0631970260223165,0.8579933461740463,-1.3900689024373247,有效級距增加 3/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/3024.csv,20260904,20260828,20260814,2.491103202846978,-1.7064846416382284,7.0631970260223165,0.8579933461740463,>400／600／800／1000張：+0.36／+0.81／+0.77／+0.78百分點；800/1000有效連增：1週,截至20260911；5日：+2.49%；10日：-1.71%；20日：+7.06%；距MA20：+0.86%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
79,20260911,6257,矽格,半導體業,mainstream_leader,17.39,17.39,0.28000000000000114,0.37999999999999545,1.009999999999998,0.8300000000000054,2.5,7.39,2,5.0,5.0,7585.99,0.0,1,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,1.6826923076923128,1.7193699651316452,-3.108241795045674,有效級距增加 2/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/6257.csv,20260904,20260828,20260814,-0.2358490566037763,-3.424657534246578,1.6826923076923128,1.7193699651316452,>400／600／800／1000張：+0.28／+0.38／+1.01／+0.83百分點；800/1000有效連增：1週,截至20260911；5日：-0.24%；10日：-3.42%；20日：+1.68%；距MA20：+1.72%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
80,20260911,8047,星雲,其他電子業,mainstream_leader,17.3,17.3,0.27000000000001023,0.27000000000001023,0.269999999999996,2.6700000000000017,3.480000000000018,12.3,1,0.0,5.0,29850.0,0.0,0,0.0,9,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,3.7199124726476906,4.434040209308732,9.787326419567899,有效級距增加 1/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/8047.csv,20260904,20260827,20260813,10.232558139534875,7.9726651480637845,3.7199124726476906,4.434040209308732,>400／600／800／1000張：+0.27／+0.27／+0.27／+2.67百分點；800/1000有效連增：0週,截至20260911；5日：+10.23%；10日：+7.97%；20日：+3.72%；距MA20：+4.43%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
81,20260911,2355,敬鵬,PCB / CCL / ABF材料,non_mainstream_watch,17.14,17.14,0.17999999999999972,0.5499999999999972,0.5799999999999983,1.0300000000000011,2.3399999999999963,7.14,3,10.0,0.0,1822.57,0.0,1,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-0.9546539379474916,-2.4218198918410594,-6.425157294506967,有效級距增加 3/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/2355.csv,20260904,20260828,20260814,-3.0373831775700855,-6.741573033707871,-0.9546539379474916,-2.4218198918410594,>400／600／800／1000張：+0.18／+0.55／+0.58／+1.03百分點；800/1000有效連增：1週,截至20260911；5日：-3.04%；10日：-6.74%；20日：-0.95%；距MA20：-2.42%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
82,20260911,1309,台達化,塑膠工業,mainstream_leader,16.9,16.9,0.240000000000002,0.21999999999999886,0.6199999999999974,1.0899999999999963,2.1699999999999946,6.9,2,5.0,5.0,2464.42,0.0,1,0.0,6,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,8.4942084942085,4.850746268656714,7.568324136147487,有效級距增加 2/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/1309.csv,20260904,20260828,20260814,2.930402930402942,7.2519083969465825,8.4942084942085,4.850746268656714,>400／600／800／1000張：+0.24／+0.22／+0.62／+1.09百分點；800/1000有效連增：1週,截至20260911；5日：+2.93%；10日：+7.25%；20日：+8.49%；距MA20：+4.85%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
83,20260911,1310,台苯,塑膠工業,mainstream_leader,16.88,16.88,0.3500000000000014,0.1999999999999993,0.5899999999999999,1.0899999999999999,2.2300000000000004,6.88,2,5.0,5.0,3456.6,0.0,1,0.0,5,True,True,tdcc_leading_price,TDCC 領先股價 / 潛伏吸籌,strong_but_pre_move,籌碼強但尚未發動,3.975903614457832,1.7748688012265035,2.688894980007561,有效級距增加 2/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/1310.csv,20260904,20260828,20260814,-1.0321100917431214,2.3724792408066575,3.975903614457832,1.7748688012265035,>400／600／800／1000張：+0.35／+0.20／+0.59／+1.09百分點；800/1000有效連增：1週,截至20260911；5日：-1.03%；10日：+2.37%；20日：+3.98%；距MA20：+1.77%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
84,20260911,3149,正達,光電業,mainstream_leader,16.88,16.88,0.16000000000000014,0.20000000000000284,0.6799999999999997,1.0700000000000003,2.110000000000003,6.88,2,5.0,5.0,5274.67,0.0,1,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-7.153502235469444,-2.5877570166523367,-5.858283055979829,有效級距增加 2/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/3149.csv,20260904,20260828,20260814,2.8052805280528004,-6.174698795180733,-7.153502235469444,-2.5877570166523367,>400／600／800／1000張：+0.16／+0.20／+0.68／+1.07百分點；800/1000有效連增：1週,截至20260911；5日：+2.81%；10日：-6.17%；20日：-7.15%；距MA20：-2.59%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
85,20260911,1477,聚陽,紡織纖維,mainstream_leader,16.78,16.78,0.4299999999999997,0.6899999999999977,1.1099999999999994,0.4099999999999966,2.6399999999999935,6.78,2,5.0,5.0,1799.16,0.0,0,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-9.86238532110092,-0.5692599620493399,0.8279246906075621,有效級距增加 2/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/1477.csv,20260904,20260828,20260814,0.0,0.5115089514066584,-9.86238532110092,-0.5692599620493399,>400／600／800／1000張：+0.43／+0.69／+1.11／+0.41百分點；800/1000有效連增：0週,截至20260911；5日：+0.00%；10日：+0.51%；20日：-9.86%；距MA20：-0.57%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
86,20260911,4927,泰鼎-KY,電子零組件業,mainstream_leader,16.49,21.49,0.4499999999999993,0.46000000000000085,1.0,0.5300000000000011,2.4400000000000013,6.49,2,5.0,5.0,4396.64,0.0,2,5.0,4,True,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,23.838080959520227,6.628800103272425,-3.6370726328921243,有效級距增加 2/4（持股比率週變化 >0.5個百分點）；800/1000張有效連續增加 2 週,20260911,data/stock_price_history/4927.csv,20260904,20260828,20260814,-1.4319809069212486,-3.953488372093028,23.838080959520227,6.628800103272425,>400／600／800／1000張：+0.45／+0.46／+1.00／+0.53百分點；800/1000有效連增：2週,截至20260911；5日：-1.43%；10日：-3.95%；20日：+23.84%；距MA20：+6.63%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
87,20260911,3653,健策,電子零組件業,mainstream_leader,16.47,16.47,-0.5499999999999972,0.0899999999999892,0.5999999999999943,1.2600000000000051,1.9499999999999886,6.47,2,5.0,5.0,1433.01,0.0,1,0.0,4,False,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,18.74356333676621,2.8408330731837905,-0.029305954835401327,有效級距增加 2/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/3653.csv,20260904,20260828,20260814,-1.8723404255319154,-0.34572169403630504,18.74356333676621,2.8408330731837905,>400／600／800／1000張：-0.55／+0.09／+0.60／+1.26百分點；800/1000有效連增：1週,截至20260911；5日：-1.87%；10日：-0.35%；20日：+18.74%；距MA20：+2.84%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
88,20260911,3596,智易,低軌衛星,mainstream_leader,15.67,15.67,0.10999999999999943,0.14000000000000057,0.7199999999999989,0.779999999999994,1.749999999999993,5.67,2,5.0,5.0,1199.85,0.0,1,0.0,2,True,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,-7.57575757575758,-4.223582980059659,-5.256339678755751,有效級距增加 2/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/3596.csv,20260904,20260828,20260814,-4.3887147335423204,-5.572755417956654,-7.57575757575758,-4.223582980059659,>400／600／800／1000張：+0.11／+0.14／+0.72／+0.78百分點；800/1000有效連增：1週,截至20260911；5日：-4.39%；10日：-5.57%；20日：-7.58%；距MA20：-4.22%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
89,20260911,5340,建榮,玻纖布,mainstream_leader,15.45,15.45,-0.04999999999999716,0.6000000000000014,1.3800000000000026,0.03999999999999915,2.020000000000003,5.45,2,5.0,5.0,3736.35,0.0,0,0.0,1,False,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,11.703511053315996,6.154226396440943,3.1118310828248896,有效級距增加 2/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/5340.csv,20260904,20260828,20260814,8.459595959595955,1.2971698113207752,11.703511053315996,6.154226396440943,>400／600／800／1000張：-0.05／+0.60／+1.38／+0.04百分點；800/1000有效連增：0週,截至20260911；5日：+8.46%；10日：+1.30%；20日：+11.70%；距MA20：+6.15%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
90,20260911,2474,可成,其他電子業,mainstream_leader,15.13,15.13,0.37999999999999545,0.5799999999999983,0.4899999999999949,0.5300000000000011,1.9799999999999898,5.13,2,5.0,5.0,2638.22,0.0,0,0.0,5,True,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,-0.24449877750610804,-1.1028966185916866,-0.8942380138257322,有效級距增加 2/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/2474.csv,20260904,20260828,20260814,-2.6252983293556076,-1.210653753026636,-0.24449877750610804,-1.1028966185916866,>400／600／800／1000張：+0.38／+0.58／+0.49／+0.53百分點；800/1000有效連增：0週,截至20260911；5日：-2.63%；10日：-1.21%；20日：-0.24%；距MA20：-1.10%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
91,20260911,6209,今國光,光電業,non_mainstream_watch,15.08,15.08,-0.1599999999999966,0.22999999999999687,1.3799999999999955,1.4100000000000001,3.0199999999999925,10.08,2,5.0,0.0,11669.74,0.0,1,0.0,1,False,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,14.777618364418931,5.680317040951111,4.618892923034023,有效級距增加 2/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/6209.csv,20260904,20260828,20260814,-1.8404907975460127,4.30247718383312,14.777618364418931,5.680317040951111,>400／600／800／1000張：-0.16／+0.23／+1.38／+1.41百分點；800/1000有效連增：1週,截至20260911；5日：-1.84%；10日：+4.30%；20日：+14.78%；距MA20：+5.68%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
92,20260911,2065,世豐,鋼鐵工業,mainstream_leader,14.8,14.8,-0.2600000000000051,-0.269999999999996,0.7999999999999972,0.7999999999999972,1.5999999999999943,4.8,2,5.0,5.0,48650.0,0.0,1,0.0,1,False,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 2/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/2065.csv,20260904,20260828,20260814,-3.840877914952001,-4.365620736698506,-2.503477051460379,-3.230259525124246,>400／600／800／1000張：-0.26／-0.27／+0.80／+0.80百分點；800/1000有效連增：1週,截至20260911；5日：-3.84%；10日：-4.37%；20日：-2.50%；距MA20：-3.23%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
93,20260911,2454,聯發科,半導體業,mainstream_leader,14.6,14.6,0.23000000000000398,0.1799999999999926,0.5499999999999972,0.5899999999999963,1.54999999999999,4.6,2,5.0,5.0,8614.1,0.0,1,0.0,2,True,True,price_leading_tdcc,股價領先 TDCC / 追高風險,strong_but_late,股價已領先,8.90736342042755,10.170000600708828,15.372877470694013,有效級距增加 2/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/2454.csv,20260904,20260828,20260814,3.850509626274068,15.056461731493108,8.90736342042755,10.170000600708828,>400／600／800／1000張：+0.23／+0.18／+0.55／+0.59百分點；800/1000有效連增：1週,截至20260911；5日：+3.85%；10日：+15.06%；20日：+8.91%；距MA20：+10.17%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
94,20260911,2069,運錩,鋼鐵工業,mainstream_leader,14.59,14.59,0.8099999999999952,0.5,0.9799999999999969,-0.03999999999999915,2.289999999999992,4.59,2,5.0,5.0,1017.83,0.0,0,0.0,6,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 2/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/2069.csv,20260904,20260828,20260814,17.380952380952365,15.18691588785046,24.81012658227848,15.918175405596035,>400／600／800／1000張：+0.81／+0.50／+0.98／-0.04百分點；800/1000有效連增：0週,截至20260911；5日：+17.38%；10日：+15.19%；20日：+24.81%；距MA20：+15.92%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
95,20260911,2617,台航,航運業,mainstream_leader,14.51,14.51,0.6099999999999923,0.8299999999999983,0.35999999999999943,0.28999999999999915,2.089999999999989,4.51,2,5.0,5.0,2908.35,0.0,0,0.0,4,True,True,price_leading_tdcc,股價領先 TDCC / 追高風險,strong_but_late,股價已領先,17.04347826086956,6.369527422158994,10.825446937887262,有效級距增加 2/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/2617.csv,20260904,20260828,20260814,3.6979969183358774,10.509031198686358,17.04347826086956,6.369527422158994,>400／600／800／1000張：+0.61／+0.83／+0.36／+0.29百分點；800/1000有效連增：0週,截至20260911；5日：+3.70%；10日：+10.51%；20日：+17.04%；距MA20：+6.37%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
96,20260911,3324,雙鴻,散熱液冷,mainstream_leader,14.38,14.38,0.6799999999999997,1.0899999999999963,0.28000000000000114,0.1700000000000017,2.219999999999999,4.38,2,5.0,5.0,3314.2,0.0,0,0.0,4,True,True,price_leading_tdcc,股價領先 TDCC / 追高風險,strong_but_late,股價已領先,34.65346534653466,12.634063522299055,21.112906885539196,有效級距增加 2/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/3324.csv,20260904,20260828,20260814,-8.417508417508412,19.298245614035082,34.65346534653466,12.634063522299055,>400／600／800／1000張：+0.68／+1.09／+0.28／+0.17百分點；800/1000有效連增：0週,截至20260911；5日：-8.42%；10日：+19.30%；20日：+34.65%；距MA20：+12.63%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
97,20260911,6239,力成,記憶體儲存,mainstream_leader,14.09,14.09,0.1600000000000037,0.509999999999998,0.5300000000000011,0.3299999999999983,1.5300000000000011,4.09,2,5.0,5.0,12486.52,0.0,0,0.0,2,True,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,-1.7985611510791366,-1.0600706713780994,-4.561633041286905,有效級距增加 2/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/6239.csv,20260904,20260828,20260814,-1.2658227848101222,-4.878048780487809,-1.7985611510791366,-1.0600706713780994,>400／600／800／1000張：+0.16／+0.51／+0.53／+0.33百分點；800/1000有效連增：0週,截至20260911；5日：-1.27%；10日：-4.88%；20日：-1.80%；距MA20：-1.06%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
98,20260911,6727,亞泰金屬,電子零組件業,mainstream_leader,13.82,13.82,4.550000000000001,1.9800000000000004,-0.6699999999999999,-0.6699999999999999,6.530000000000001,3.82,2,5.0,5.0,1799.25,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 2/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/6727.csv,20260904,20260828,20260814,-6.284658040665436,-5.586592178770955,17.361111111111114,0.5104822322446356,>400／600／800／1000張：+4.55／+1.98／-0.67／-0.67百分點；800/1000有效連增：0週,截至20260911；5日：-6.28%；10日：-5.59%；20日：+17.36%；距MA20：+0.51%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
99,20260911,3118,進階,生技醫療業,mainstream_leader,13.67,13.67,0.14000000000000057,0.13999999999999702,2.59,0.120000000000001,2.9899999999999984,8.67,1,0.0,5.0,19700.0,0.0,0,0.0,4,True,True,tdcc_leading_price,TDCC 領先股價 / 潛伏吸籌,strong_but_pre_move,籌碼強但尚未發動,-0.7886435331230235,-0.28535193405199166,1.4977040607275671,有效級距增加 1/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/3118.csv,20260904,20260827,20260813,0.15923566878981443,-0.31695721077654726,-0.7886435331230235,-0.28535193405199166,>400／600／800／1000張：+0.14／+0.14／+2.59／+0.12百分點；800/1000有效連增：0週,截至20260911；5日：+0.16%；10日：-0.32%；20日：-0.79%；距MA20：-0.29%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
100,20260911,1514,亞力,重電電網,mainstream_leader,13.45,13.45,0.020000000000003126,0.5500000000000043,0.5100000000000051,0.20000000000000284,1.2800000000000153,3.45,2,5.0,5.0,1442.18,0.0,0,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-0.4950495049504955,-1.4947316834109325,-3.9692985465133774,有效級距增加 2/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/1514.csv,20260904,20260828,20260814,-1.4705882352941124,-4.285714285714281,-0.4950495049504955,-1.4947316834109325,>400／600／800／1000張：+0.02／+0.55／+0.51／+0.20百分點；800/1000有效連增：0週,截至20260911；5日：-1.47%；10日：-4.29%；20日：-0.50%；距MA20：-1.49%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
101,20260911,1316,上曜,建材營造,mainstream_leader,13.43,13.43,0.0,0.5499999999999972,0.5899999999999963,0.14000000000000057,1.279999999999994,3.43,2,5.0,5.0,4734.9,0.0,0,0.0,1,False,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,6.999999999999984,-2.327704244637163,-3.7194587002609913,有效級距增加 2/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/1316.csv,20260904,20260828,20260814,0.943396226415083,-4.035874439461895,6.999999999999984,-2.327704244637163,>400／600／800／1000張：+0.00／+0.55／+0.59／+0.14百分點；800/1000有效連增：0週,截至20260911；5日：+0.94%；10日：-4.04%；20日：+7.00%；距MA20：-2.33%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
102,20260911,6416,瑞祺電通,通信網路業,non_mainstream_watch,13.25,13.25,1.4399999999999977,1.3599999999999994,0.5900000000000034,0.5799999999999983,3.969999999999999,8.25,4,15.0,0.0,877.87,10.0,1,0.0,2,True,True,price_leading_tdcc,股價領先 TDCC / 追高風險,strong_but_late,股價已領先,23.397435897435905,14.113520723212968,15.241788873529261,有效級距增加 4/4（持股比率週變化 >0.5個百分點）；20日均量低於1000張,20260911,data/stock_price_history/6416.csv,20260904,20260828,20260814,14.925373134328357,14.925373134328357,23.397435897435905,14.113520723212968,>400／600／800／1000張：+1.44／+1.36／+0.59／+0.58百分點；800/1000有效連增：1週,截至20260911；5日：+14.93%；10日：+14.93%；20日：+23.40%；距MA20：+14.11%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
103,20260911,1776,展宇,化學工業,mainstream_leader,13.15,13.15,1.0499999999999972,1.0500000000000043,0.0,0.0,2.1000000000000014,3.15,2,5.0,5.0,43792.85,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 2/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/1776.csv,20260904,20260828,20260814,2.3255813953488413,2.923976608187129,3.529411764705892,2.698760029175795,>400／600／800／1000張：+1.05／+1.05／+0.00／+0.00百分點；800/1000有效連增：0週,截至20260911；5日：+2.33%；10日：+2.92%；20日：+3.53%；距MA20：+2.70%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
104,20260911,6597,立誠,電子零組件業,mainstream_leader,13.1,13.1,0.03999999999999204,0.04000000000000625,2.660000000000011,0.0,2.740000000000009,8.1,1,0.0,5.0,10150.0,0.0,0,0.0,6,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（持股比率週變化 >0.5個百分點）,20260910,data/stock_price_history/6597.csv,20260902,20260821,20260804,-3.074866310160429,0.13812154696131174,13.28125,1.8258426966291985,>400／600／800／1000張：+0.04／+0.04／+2.66／+0.00百分點；800/1000有效連增：0週,截至20260910；5日：-3.07%；10日：+0.14%；20日：+13.28%；距MA20：+1.83%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
105,20260911,6578,達邦蛋白,農業科技,mainstream_leader,13.02,13.02,0.3200000000000003,0.29999999999999716,0.29999999999999716,1.5500000000000043,2.469999999999999,8.02,1,0.0,5.0,52450.0,0.0,0,0.0,11,True,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,-1.9553072625698165,-2.4186822351959902,-0.6853387284958767,有效級距增加 1/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/6578.csv,20260904,20260828,20260814,-4.098360655737709,-2.499999999999991,-1.9553072625698165,-2.4186822351959902,>400／600／800／1000張：+0.32／+0.30／+0.30／+1.55百分點；800/1000有效連增：0週,截至20260911；5日：-4.10%；10日：-2.50%；20日：-1.96%；距MA20：-2.42%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
106,20260911,6173,信昌電,被動元件,non_mainstream_watch,12.9,12.9,2.2299999999999898,0.5,1.3299999999999983,0.1699999999999946,4.229999999999983,7.9,2,5.0,0.0,18026.95,0.0,0,0.0,2,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,38.095238095238095,20.934111759799823,23.15357340539532,有效級距增加 2/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/6173.csv,20260904,20260828,20260814,11.324376199616125,21.338912133891206,38.095238095238095,20.934111759799823,>400／600／800／1000張：+2.23／+0.50／+1.33／+0.17百分點；800/1000有效連增：0週,截至20260911；5日：+11.32%；10日：+21.34%；20日：+38.10%；距MA20：+20.93%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
107,20260911,3413,京鼎,半導體業,mainstream_leader,12.42,12.42,-0.22999999999999687,0.8099999999999952,0.8099999999999952,0.8999999999999986,2.519999999999989,7.42,3,10.0,5.0,886.14,10.0,1,0.0,1,False,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-5.414551607445006,-1.9212211597508633,-2.466192956451274,有效級距增加 3/4（持股比率週變化 >0.5個百分點）；20日均量低於1000張,20260911,data/stock_price_history/3413.csv,20260904,20260828,20260814,-1.0619469026548645,-2.782608695652178,-5.414551607445006,-1.9212211597508633,>400／600／800／1000張：-0.23／+0.81／+0.81／+0.90百分點；800/1000有效連增：1週,截至20260911；5日：-1.06%；10日：-2.78%；20日：-5.41%；距MA20：-1.92%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
108,20260911,6672,騰輝電子-KY,電子零組件業,mainstream_leader,12.36,12.36,2.5799999999999983,1.4899999999999984,0.6799999999999997,-2.5599999999999987,4.7499999999999964,-2.64,3,10.0,5.0,5168.01,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 3/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/6672.csv,20260904,20260828,20260814,1.038062283737018,0.8635578583765069,8.148148148148149,3.3902806054704637,>400／600／800／1000張：+2.58／+1.49／+0.68／-2.56百分點；800/1000有效連增：0週,截至20260911；5日：+1.04%；10日：+0.86%；20日：+8.15%；距MA20：+3.39%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
109,20260911,2495,普安,電腦及週邊設備業,non_mainstream_watch,12.26,12.26,0.21000000000000085,0.5300000000000011,0.28999999999999915,1.2800000000000011,2.3100000000000023,7.26,2,5.0,0.0,1115.85,0.0,0,0.0,5,True,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,-5.189873417721513,-0.48495316548196055,-2.157542594132422,有效級距增加 2/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/2495.csv,20260904,20260828,20260814,0.0,-2.473958333333326,-5.189873417721513,-0.48495316548196055,>400／600／800／1000張：+0.21／+0.53／+0.29／+1.28百分點；800/1000有效連增：0週,截至20260911；5日：+0.00%；10日：-2.47%；20日：-5.19%；距MA20：-0.48%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
