label_type,rule_family,rule_name,target_window,entry_basis,target_return_pct,selected_stock_days,hit_stock_days,hit_rate_pct,coverage_of_all_hits_pct,selected_unique_stocks,hit_unique_stocks,median_next_open_to_high_return_pct,avg_next_open_to_high_return_pct,avg_signal_close_to_next_open_gap_pct,median_signal_close_to_next_open_gap_pct,avg_return_5d_pct,avg_return_10d_pct,avg_return_20d_pct,sample_status
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50_bb,D+1,D+1_open,10.0,129,6,4.65,0.32,70,6,2.54,3.5,1.21,0.73,19.08,25.93,21.2,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50_bb,D+1,D+1_open,10.0,180,8,4.44,0.43,85,7,2.63,3.67,0.99,0.64,18.84,26.12,20.91,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret20_20_80,D+1,D+1_open,10.0,2513,63,2.51,3.39,350,55,2.34,3.17,0.96,0.47,19.65,29.15,35.65,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50_macd,D+1,D+1_open,10.0,1975,47,2.38,2.53,329,40,2.42,3.19,1.0,0.58,19.91,30.38,31.72,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50_kd,D+1,D+1_open,10.0,386,9,2.33,0.48,194,8,2.53,3.39,0.99,0.61,19.48,24.9,23.42,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50_macd,D+1,D+1_open,10.0,1327,30,2.26,1.62,312,26,2.49,3.23,1.06,0.6,19.81,29.46,30.28,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50,D+1,D+1_open,10.0,2145,48,2.24,2.59,340,40,2.39,3.16,0.99,0.55,19.77,30.1,31.35,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50,D+1,D+1_open,10.0,1453,31,2.13,1.67,329,26,2.42,3.19,1.04,0.56,19.81,29.17,29.99,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50_kd,D+1,D+1_open,10.0,540,11,2.04,0.59,211,9,2.41,3.25,1.07,0.63,18.15,25.5,23.74,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30,D+1,D+1_open,10.0,3219,61,1.89,3.29,389,52,2.08,2.95,0.84,0.42,17.3,22.07,23.78,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__start5d_vol_ge3,D+1,D+1_open,10.0,1900,33,1.74,1.78,337,29,1.93,2.88,0.7,0.32,16.41,20.76,22.3,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_macd_bb,D+1,D+1_open,10.0,1673,28,1.67,1.51,329,25,1.53,2.44,0.68,0.39,8.71,10.09,9.42,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_bb_not_extreme,D+1,D+1_open,10.0,1987,33,1.66,1.78,368,30,1.55,2.46,0.72,0.43,7.02,8.06,8.71,provisional_latest_label_only
provisional_latest_stock_label,volume_only,all_stock__start5d_vol_ge3,D+1,D+1_open,10.0,6886,113,1.64,6.09,1327,99,1.48,2.5,0.64,0.2,13.88,17.38,17.84,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_macd_pos,D+1,D+1_open,10.0,6334,99,1.56,5.33,436,77,1.75,2.63,0.68,0.36,12.7,18.41,19.57,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret20_under50_macd,D+1,D+1_open,10.0,5899,87,1.47,4.69,436,67,1.7,2.57,0.65,0.35,11.43,16.17,16.18,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__start5d_vol_ge2,D+1,D+1_open,10.0,8158,113,1.39,6.09,452,90,1.64,2.53,0.66,0.37,10.69,15.5,17.41,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_ema23_ok,D+1,D+1_open,10.0,6071,84,1.38,4.53,439,68,1.71,2.58,0.61,0.34,10.47,15.01,16.09,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_rsi50_75,D+1,D+1_open,10.0,4541,61,1.34,3.29,436,52,1.66,2.51,0.58,0.35,8.3,11.97,13.24,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_kd_bb,D+1,D+1_open,10.0,1288,17,1.32,0.92,328,17,1.55,2.4,0.72,0.42,9.05,8.86,8.9,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__day_vol_ge2,D+1,D+1_open,10.0,12320,162,1.31,8.73,470,121,1.54,2.48,0.73,0.39,9.09,11.35,14.17,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_macd_kd,D+1,D+1_open,10.0,2902,38,1.31,2.05,399,34,1.6,2.49,0.68,0.35,11.36,12.88,12.94,provisional_latest_label_only
