month,factor_group,sample_size,sample_status,last_updated,mature_sample_d1,win_rate_d1,avg_return_d1,median_return_d1,avg_drawdown_d1,avg_relative_return_vs_benchmark_d1,benchmark_outperform_rate_d1,mature_sample_d2,win_rate_d2,avg_return_d2,median_return_d2,avg_drawdown_d2,avg_relative_return_vs_benchmark_d2,benchmark_outperform_rate_d2,mature_sample_d5,win_rate_d5,avg_return_d5,median_return_d5,avg_drawdown_d5,avg_relative_return_vs_benchmark_d5,benchmark_outperform_rate_d5,mature_sample_d10,win_rate_d10,avg_return_d10,median_return_d10,avg_drawdown_d10,avg_relative_return_vs_benchmark_d10,benchmark_outperform_rate_d10,mature_sample_d20,win_rate_d20,avg_return_d20,median_return_d20,avg_drawdown_d20,avg_relative_return_vs_benchmark_d20,benchmark_outperform_rate_d20
202606,theme_single_name_concentration,27,ok,2026-06-11 23:26:12 Asia/Taipei,27,59.25925925925925,0.8503064411307998,2.7607361963190247,-4.049666012017696,0.8782195807153995,55.55555555555556,20,60.0,5.076958825918071,2.294835267862738,-2.1729597325401526,4.16835832253833,55.00000000000001,20,70.0,8.455555595357566,8.535130357931953,-3.8987884643642197,6.454783764740223,65.0,16,81.25,21.080145421738738,17.899530014591612,-3.9343398407327226,15.617484455715143,75.0,7,100.0,52.81276353139208,54.255319148936174,-3.578166186323539,43.838154036762994,100.0
202606,price_confirmed,3162,ok,2026-06-11 23:26:12 Asia/Taipei,3161,47.26352420120215,0.1657394004895076,0.0,-2.00813844163437,0.09877794682313111,45.93483074976273,2468,48.74392220421394,0.8533002774389532,0.0,-2.0759174569206187,-0.24622335560621758,40.72123176661264,2466,49.83779399837794,1.3169078822176645,0.0,-3.39451495673768,-0.5559609601278361,38.605028386050286,1924,54.20997920997921,3.5958029230240465,0.7426470588235201,-4.66976643652956,-0.9730100804283304,33.99168399168399,1060,53.77358490566038,4.254145569432782,0.7425362407305958,-5.7745453583910535,-4.121027899776266,26.22641509433962
202606,price_not_confirmed,3980,ok,2026-06-11 23:26:12 Asia/Taipei,3972,45.745216515609265,0.11342181721938406,0.0,-1.97590619350659,-0.3604732267179059,41.893252769385704,3538,46.29734313171283,0.6204061125811574,0.0,-2.1562262242536945,-0.16451693062652584,43.66873940079141,3536,50.70701357466063,1.3423425888291622,0.17182587130774024,-3.49530597960106,-0.60203974448922,37.415158371040725,2856,53.221288515406165,2.641180249953777,0.4728205790592743,-4.770341659217517,-2.3832388930344446,27.941176470588236,1389,53.85169186465083,3.2131750564685886,0.6802721088435382,-6.471081424312352,-5.1978046055024345,22.24622030237581
202606,pre_5d_return_lt_5,5525,ok,2026-06-11 23:26:12 Asia/Taipei,5521,44.43035681941677,-0.03615806009909498,0.0,-1.9185120160134355,-0.3011152053530113,42.383626154682126,4727,45.90649460545801,0.4165985583109519,0.0,-1.9276255313181514,-0.38560779846679744,42.01396234398138,4723,50.64577598983697,1.0327303397595664,0.1639344262295061,-3.062831287189741,-0.8470119223719804,37.243277577810716,3763,52.13925059792719,2.0508673789244747,0.3267973856209138,-4.297184170149934,-2.852013884447268,26.468243422800956,2020,52.524752475247524,2.2101483262194415,0.4065309360126834,-5.810576978559802,-6.339237667148705,20.14851485148515
202606,pre_5d_return_5_15,1143,ok,2026-06-11 23:26:12 Asia/Taipei,1143,52.493438320209975,0.6248012913007408,0.4477611940298498,-2.1211560257238165,0.2521671990776503,47.506561679790025,896,51.67410714285714,1.47605692422456,0.28049691394425036,-2.576879320105875,0.07842412830635352,40.848214285714285,896,48.4375,1.7872752092250634,-0.2031172946797388,-4.484914393438697,-0.33961826057200967,37.5,734,56.675749318801095,5.427477180398188,1.9925511131541285,-5.9807262859917145,0.8697372246693856,41.689373297002724,323,59.75232198142415,8.700979557533678,3.3536585365853577,-7.438443520688888,1.070877869762421,40.55727554179567
202606,pre_5d_return_15_25,315,ok,2026-06-11 23:26:12 Asia/Taipei,315,53.96825396825397,0.7179709072159983,0.4255319148936065,-2.7584618594409993,0.4874981195444838,49.2063492063492,250,54.0,2.629029697810149,0.8867483651890273,-3.3255789091436245,1.609931835366362,52.0,250,53.2,4.481381652927707,1.0355312659065974,-5.451332496502719,2.471885967459104,48.0,191,65.44502617801047,9.622352427041335,4.249999999999998,-6.6151019224545164,4.698171756602419,53.403141361256544,69,57.971014492753625,15.902117577543788,2.8799999999999937,-7.490352676407316,7.6886883232341905,44.927536231884055
202606,pre_5d_return_gt_25,150,ok,2026-06-11 23:26:12 Asia/Taipei,150,57.333333333333336,1.5582220813076304,2.5608051641163088,-2.0687609737139145,0.7140564368198526,51.33333333333333,130,56.15384615384615,2.7075438449870726,1.2617295736605527,-3.843992118669728,1.2691209134641313,51.53846153846153,130,48.46153846153846,3.0368726059778695,-0.5774800484360965,-6.7922925547665445,1.5018001984562628,46.15384615384615,90,65.55555555555556,10.247494036560218,4.869104039720151,-8.723164546968606,5.876069492318266,53.333333333333336,37,64.86486486486487,16.225198057741803,5.63909774436091,-12.230624046458297,9.21099650265511,48.64864864864865
202606,abm_score_ge_80,533,ok,2026-06-11 23:26:12 Asia/Taipei,533,45.0281425891182,-0.023838123547784966,0.0,-1.668192256620803,0.15467250841573815,45.0281425891182,323,54.4891640866873,0.890136058012016,0.2447980416156792,-1.3643111477984602,-1.2947635614682849,31.88854489164087,323,63.1578947368421,2.0224375568563078,0.8108108108108025,-2.0939959799100856,-0.6386242642993868,42.414860681114554,169,72.18934911242604,4.441625597041742,2.503477051460368,-3.0346834039549537,-0.5197113297829974,34.319526627218934,0,,,,,,
202606,abm_score_70_80,495,ok,2026-06-11 23:26:12 Asia/Taipei,494,45.95141700404859,0.2042082563015996,0.0,-1.7877866463926801,-0.10945483738075037,38.8663967611336,346,49.13294797687861,0.6033421945937844,0.0,-1.9584362542728038,-1.4976714862224934,25.43352601156069,346,53.75722543352601,1.040482005962666,0.38760272223307135,-3.08545452075306,-1.4520016753733234,39.59537572254335,171,69.00584795321637,4.055994038560015,3.2110091743119185,-4.108847293969297,-1.036778344364215,33.33333333333333,0,,,,,,
202606,abm_score_60_70,472,ok,2026-06-11 23:26:12 Asia/Taipei,472,48.516949152542374,-0.13230533721471793,0.0,-2.28812749635415,-0.9917905101830318,33.47457627118644,365,52.054794520547944,1.1852851304260628,0.245700245700231,-1.6853358595128303,-1.0854403113129205,33.15068493150685,365,55.61643835616439,1.7388111391879728,0.6437768240343367,-2.9129262361189108,-1.147489239985724,35.342465753424655,206,67.47572815533981,3.926069077411451,2.9957264957264917,-3.981820327766222,-0.9636768133701528,33.980582524271846,0,,,,,,
202606,setup_quiet_accumulation,719,ok,2026-06-11 23:26:12 Asia/Taipei,719,42.97635605006954,-0.1431639365130991,-0.1285347043701756,-1.9521482445350387,-0.2741011319481026,39.499304589707926,489,52.14723926380368,0.6326564535140916,0.221238938053081,-1.7141049130969785,-1.3800841614601,30.67484662576687,489,58.48670756646217,1.4766330531196785,0.6211180124223503,-2.6538799754294913,-0.7304124127875282,42.944785276073624,226,66.3716814159292,3.6350535521324385,2.123397435897434,-3.6791261785742684,-1.1124806544616308,30.53097345132743,0,,,,,,
202606,setup_early_breakout,13,ok,2026-06-11 23:26:12 Asia/Taipei,13,30.76923076923077,-0.011913935330902757,-0.1680672268907557,-1.7061121759034437,0.12332395213224587,53.84615384615385,8,62.5,-0.027652209802886518,0.8327490398400972,-2.3443415855572205,-2.56958099950413,25.0,8,50.0,1.6826197638501907,0.3911015133032214,-2.707244807258352,-1.4166052027255338,37.5,5,40.0,-1.194916526924157,-0.2551020408163351,-4.34888122204408,-4.956052407270638,0.0,0,,,,,,
202606,setup_strong_momentum,173,ok,2026-06-11 23:26:12 Asia/Taipei,173,50.28901734104046,-0.0760871153863171,0.1021450459652628,-2.687800083551327,-0.8861836865679902,38.72832369942196,131,56.48854961832062,1.9452564696310493,0.9817671809256634,-2.263167106837818,-0.31561829646256834,42.74809160305343,130,49.23076923076923,1.5908179170320107,0.0,-4.741972086619332,-1.4752431616602386,35.38461538461539,77,50.649350649350644,0.8408356765794937,0.2590673575129543,-6.378225524203406,-4.4237865551167745,32.467532467532465,0,,,,,,
202606,setup_overheated,269,ok,2026-06-11 23:26:12 Asia/Taipei,269,62.45353159851301,2.161169515487977,2.450980392156854,-1.2722968226203633,1.1482906410772957,53.159851301115246,212,65.09433962264151,4.752019294715269,3.100961538461544,-2.2075547967379863,2.301265958054643,53.301886792452834,212,55.188679245283026,5.539831031907681,2.5730123272937777,-5.07555894612187,2.3268967851460305,47.64150943396226,132,59.84848484848485,6.000550819359295,3.3108909621365146,-6.418147239668601,1.362381234058771,47.72727272727273,0,,,,,,
202606,tdcc_strong_but_price_not_reacted,0,insufficient_sample,2026-06-11 23:26:12 Asia/Taipei,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,
202606,tdcc_strong_and_overheated,194,ok,2026-06-11 23:26:12 Asia/Taipei,194,58.76288659793815,1.5769494591656719,1.5849983257059885,-1.8331831697618293,1.317879431869351,54.123711340206185,138,63.04347826086957,4.66353629250865,2.9829545454545414,-2.467465503393378,2.671473525000107,54.347826086956516,138,52.89855072463768,4.941881744157584,1.4895533141210393,-5.516743992002487,2.9127531189771103,48.55072463768116,58,68.96551724137932,8.603022719077252,8.020880208802083,-5.5019796327901584,4.033586182754318,58.620689655172406,0,,,,,,
202606,phase_tdcc_leading_price,1340,ok,2026-06-11 23:26:12 Asia/Taipei,1339,45.92979835698282,-0.006740045719783101,0.0,-1.8505708627800408,0.21530444479483138,47.34876773711726,1032,48.740310077519375,0.5429141563650505,0.0,-1.7045698545029089,-0.14499701302916615,43.507751937984494,1032,55.03875968992248,1.526716478931921,0.4223869546212788,-2.520470426133294,-0.4803646242523419,39.922480620155035,725,52.55172413793103,2.2047577302984225,0.3554502369668144,-3.609565166051666,-3.1713751948202193,27.72413793103448,381,46.981627296587924,-0.09334471862592603,-0.3076923076923088,-4.914125661697722,-9.040152396531715,15.223097112860891
202606,phase_tdcc_price_confirmed,111,ok,2026-06-11 23:26:12 Asia/Taipei,111,40.54054054054054,-0.9148520252881764,-0.6501950585175553,-3.2036493173540768,-0.5299496359283674,45.04504504504504,78,44.871794871794876,0.9213057756562586,-0.05359056806001905,-2.6773374159417282,0.18756464596897762,42.30769230769231,78,51.28205128205128,2.2725436154074443,0.2467581592727974,-3.878251622025432,-0.31845685022285775,38.46153846153847,62,56.451612903225815,4.092792018731787,1.6445745263314437,-5.221782854209316,-0.7541845317045931,32.25806451612903,23,26.08695652173913,-3.4626594185533595,-6.569343065693422,-8.97826705942946,-12.22405305959307,8.695652173913043
202606,phase_price_leading_tdcc,419,ok,2026-06-11 23:26:12 Asia/Taipei,419,54.8926014319809,0.7219294630497074,0.4739336492890933,-2.925853543989204,0.4169709869198665,47.49403341288782,325,55.07692307692308,2.430474449030969,0.6535947712418277,-2.6203991873615666,1.0857276629705574,49.53846153846154,325,56.92307692307692,3.373361749412427,1.222493887530551,-4.5242660361405465,0.6007891851070185,44.0,268,58.582089552238806,6.279486298012414,1.9123805390111936,-6.397211810219874,0.9350652849576679,42.53731343283582,83,49.39759036144578,6.101409600877455,0.0,-8.171424704620268,-2.6150386603688336,32.53012048192771
202606,phase_tdcc_price_divergence,1538,ok,2026-06-11 23:26:12 Asia/Taipei,1538,39.98699609882965,-0.23383256141494435,-0.1564960557605965,-1.8939476637003074,-0.5333351037821271,41.93758127438231,1339,44.510828976848394,0.10088557710588071,-0.127388535031836,-1.9526633149833053,-0.44691636336505974,45.70575056011949,1337,54.00149588631265,1.1841930816766078,0.333333333333341,-2.7828495644298066,-1.5479810001179266,34.18100224382947,1114,56.193895870736085,1.799285786593331,0.6627064477568223,-3.8934313170816757,-3.9522486049840295,22.17235188509874,408,50.245098039215684,0.6442334494395784,0.15835322674476732,-5.323937149784258,-8.91590386711166,13.23529411764706
202606,phase_overheated_after_tdcc,374,ok,2026-06-11 23:26:12 Asia/Taipei,374,56.417112299465245,1.3011272934712064,0.9373040752351125,-2.4100715731618974,0.6994601021679568,50.80213903743316,322,54.6583850931677,2.4228884102466917,0.9329722309264765,-3.828876750346345,1.4253475816232994,50.621118012422365,322,51.5527950310559,4.136630452496858,0.8280818454117433,-6.546454410383596,2.5712411570522535,48.75776397515528,218,72.47706422018348,12.03310836007716,7.922314257028118,-7.45214592266459,7.199174538456747,61.00917431192661,73,63.013698630136986,15.414422785545431,6.988564167725531,-11.001527182621487,8.175913924881677,47.94520547945205
202606,phase_failed_after_tdcc,40,ok,2026-06-11 23:26:12 Asia/Taipei,40,65.0,1.4978473977391145,1.002722272428069,-1.5487285037782406,0.9577701000341354,57.49999999999999,36,58.333333333333336,1.6421346869075926,0.3032786885245886,-1.6912384665050402,0.5945631787324328,50.0,36,61.111111111111114,2.789654718358194,1.558371575580586,-2.738746585057792,0.8987936967846291,50.0,17,41.17647058823529,1.6793169152326701,-1.0928961748633892,-4.9903298492860175,-6.713339408884823,29.411764705882355,8,37.5,-2.4589742440581097,-4.813786606474791,-8.519208351871566,-18.513177428728202,25.0
202606,phase_insufficient_price_context,3320,ok,2026-06-11 23:26:12 Asia/Taipei,3312,47.3731884057971,0.17983023240913806,0.0,-1.8902069761199927,-0.30295324417950753,41.51570048309179,2874,46.31176061238691,0.6626707552726527,0.0,-2.096073571238115,-0.44869169894535865,38.76130828114127,2872,45.92618384401114,0.7413499753006996,-0.2963021491782569,-3.6312803601333554,-0.68424040783444,36.83844011142061,2376,50.46296296296296,2.638998507554904,0.16584477698965425,-5.011322579677194,-1.5301687903573709,30.808080808080806,1473,56.89069925322471,4.896710555207261,1.4056224899598346,-6.3196934148329005,-3.025518124813895,27.766463000678886
202606,consecutive_up_ge_2_tdcc_leading_price,1340,ok,2026-06-11 23:26:12 Asia/Taipei,1339,45.92979835698282,-0.006740045719783101,0.0,-1.8505708627800408,0.21530444479483138,47.34876773711726,1032,48.740310077519375,0.5429141563650505,0.0,-1.7045698545029089,-0.14499701302916615,43.507751937984494,1032,55.03875968992248,1.526716478931921,0.4223869546212788,-2.520470426133294,-0.4803646242523419,39.922480620155035,725,52.55172413793103,2.2047577302984225,0.3554502369668144,-3.609565166051666,-3.1713751948202193,27.72413793103448,381,46.981627296587924,-0.09334471862592603,-0.3076923076923088,-4.914125661697722,-9.040152396531715,15.223097112860891
202606,all_thresholds_up_tdcc_leading_price,709,ok,2026-06-11 23:26:13 Asia/Taipei,709,44.851904090267986,-0.0366848830729957,0.0,-1.7210080744252751,0.11801890091218922,45.6981664315938,558,48.924731182795696,0.4004906995259713,0.0,-1.6166297022821718,-0.3196690426223616,41.39784946236559,558,54.83870967741935,1.2318160826162374,0.41097046413501864,-2.416526112324764,-0.8599483469067727,39.06810035842294,407,53.56265356265356,2.040860691327143,0.4784688995215447,-3.417283464401871,-3.2469943420489074,27.51842751842752,230,46.52173913043478,-0.11729972898800373,-0.3340447764512255,-4.735388407896661,-9.20482607873724,13.043478260869565
202606,high_thresholds_up_tdcc_leading_price,861,ok,2026-06-11 23:26:13 Asia/Taipei,861,45.87688734030198,-0.04625405107500187,0.0,-1.7795835211245952,0.08439724472479394,45.87688734030198,679,48.748159057437405,0.34760790342937264,0.0,-1.685917977954929,-0.39103792711214613,41.23711340206185,679,54.78645066273933,1.2875833089077884,0.3937007874015741,-2.5004981362415837,-0.7674604367610551,39.46980854197349,484,53.51239669421488,2.2971229879986623,0.4717925892956609,-3.5132233920926312,-3.224210402518861,27.685950413223143,273,47.985347985347985,0.031144902653159588,-0.1027749229188024,-4.763107361628543,-9.35566831314235,13.553113553113553
