event_date,event_end_date,stock_id,stock_name,market,event_type,event_name,event_status,event_confidence,catalyst_tags,source,source_url,days_to_event,proximity_bucket,expected_impact,notes,last_updated
20260804,20260804,00946,群益科技高息成長,TWSE,ex_dividend,除息,confirmed,high,dividend_calendar,TWSE ex-right/ex-dividend calendar,https://www.twse.com.tw/rwd/zh/exRight/TWT48U?response=json,-7,recent,calendar_event_not_standalone_catalyst,cash_dividend=<p style= text-align:center;>待公告實際收益分配金額</p>; ex_right_dividend_flag=息,2026-07-31 02:54:46 Asia/Taipei
20260804,20260804,00953,群益優選非投等債,TWSE,ex_dividend,除息,confirmed,high,dividend_calendar,TWSE ex-right/ex-dividend calendar,https://www.twse.com.tw/rwd/zh/exRight/TWT48U?response=json,-7,recent,calendar_event_not_standalone_catalyst,cash_dividend=<p style= text-align:center;>待公告實際收益分配金額</p>; ex_right_dividend_flag=息,2026-07-31 02:54:46 Asia/Taipei
20260804,20260804,00985,群益ESG投等債0-5,TWSE,ex_dividend,除息,confirmed,high,dividend_calendar,TWSE ex-right/ex-dividend calendar,https://www.twse.com.tw/rwd/zh/exRight/TWT48U?response=json,-7,recent,calendar_event_not_standalone_catalyst,cash_dividend=<p style= text-align:center;>待公告實際收益分配金額</p>; ex_right_dividend_flag=息,2026-07-31 02:54:46 Asia/Taipei
20260804,20260804,1342,八貫,TWSE,ex_right,除權,source_stale_cached,low,dividend_calendar;calendar_source_stale;calendar_source_degraded,TWSE ex-right/ex-dividend calendar,https://www.twse.com.tw/rwd/zh/exRight/TWT48U?response=json,-7,recent,calendar_event_stale_reminder_only,cash_dividend=0.00000000; ex_right_dividend_flag=權; source_status=stale_ok; cached_reminder_only=True; model_effect_allowed=False; pdf_effect_allowed=False; live_fetch_error=TWSE payload was reachable but parsed zero ex-right/ex-dividend rows.; source_status=stale_ok; cached_reminder_only=True; model_effect_allowed=False; pdf_effect_allowed=False; live_fetch_error=403 Client Error: Forbidden for url: https://www.twse.com.tw/rwd/zh/exRight/TWT48U?response=json; source_status=stale_ok; cached_reminder_only=True; model_effect_allowed=False; pdf_effect_allowed=False; live_fetch_error=403 Client Error: Forbidden for url: https://www.twse.com.tw/rwd/zh/exRight/TWT48U?response=json,2026-07-01 17:45:25 Asia/Taipei
20260804,20260804,1474,弘裕,TWSE,ex_dividend,除息,confirmed,high,dividend_calendar,TWSE ex-right/ex-dividend calendar,https://www.twse.com.tw/rwd/zh/exRight/TWT48U?response=json,-7,recent,calendar_event_not_standalone_catalyst,cash_dividend=0.25000000; ex_right_dividend_flag=息,2026-07-31 02:54:46 Asia/Taipei
20260804,20260804,1736,喬山,TWSE,ex_dividend,除息,confirmed,high,dividend_calendar,TWSE ex-right/ex-dividend calendar,https://www.twse.com.tw/rwd/zh/exRight/TWT48U?response=json,-7,recent,calendar_event_not_standalone_catalyst,cash_dividend=4.50000000; ex_right_dividend_flag=息,2026-07-31 02:54:46 Asia/Taipei
20260804,20260804,2348,海悅甲特,TWSE,ex_dividend,除息,confirmed,high,dividend_calendar,TWSE ex-right/ex-dividend calendar,https://www.twse.com.tw/rwd/zh/exRight/TWT48U?response=json,-7,recent,calendar_event_not_standalone_catalyst,cash_dividend=1.60000000; ex_right_dividend_flag=息,2026-07-31 02:54:46 Asia/Taipei
20260804,20260804,2348,海悅,TWSE,ex_right_dividend,除權息,confirmed,high,dividend_calendar,TWSE ex-right/ex-dividend calendar,https://www.twse.com.tw/rwd/zh/exRight/TWT48U?response=json,-7,recent,calendar_event_not_standalone_catalyst,cash_dividend=5.00000000; ex_right_dividend_flag=權息,2026-07-31 02:54:46 Asia/Taipei
20260804,20260804,2351,順德,TWSE,ex_dividend,除息,confirmed,high,dividend_calendar,TWSE ex-right/ex-dividend calendar,https://www.twse.com.tw/rwd/zh/exRight/TWT48U?response=json,-7,recent,calendar_event_not_standalone_catalyst,cash_dividend=1.02883900; ex_right_dividend_flag=息,2026-07-31 02:54:46 Asia/Taipei
20260804,20260804,2393,億光,TWSE,ex_dividend,除息,confirmed,high,dividend_calendar,TWSE ex-right/ex-dividend calendar,https://www.twse.com.tw/rwd/zh/exRight/TWT48U?response=json,-7,recent,calendar_event_not_standalone_catalyst,cash_dividend=4.50000000; ex_right_dividend_flag=息,2026-07-31 02:54:46 Asia/Taipei
