model_id,operation_asof_date,stock_id,stock_name,report_line,signal_date,entry_date,operation_lifecycle_state,audit_status,included_in_daily_adapter,exit_date,exit_reason,stop_loss_price,left_low_date,right_low_date,neckline_price,reason,adapter_source,generated_at
neckline_volume_breakout_confirmation,20260630,,,both,,,empty_state,empty_state,True,,,,,,,no current confirmed rows and no active operation rows,daily_candidate_model_signal_log+daily_published_model_snapshots+production_w_bottom_detector+stock_price_history,2026-07-01 04:55:06 Asia/Taipei
