date,category,category_cn,breakout_type,ticker,stock_id,name,stock_name,market,industry,score,judge,rebound_judge,revenue_period,revenue_yoy_pct,cumulative_yoy_pct,close,open,high,low,volume,volume_lots,volume_ratio,ma20,ma60,ema23,gap_ma20_pct,gap_ma60_pct,gap_ema23_pct,return_5d_pct,return_10d_pct,return_20d_pct,return_60d_pct,return_120d_pct,previous_20d_high,previous_20d_low,previous_40d_high,previous_40d_low,previous_60d_high,previous_60d_low,distance_to_previous_40d_high_pct,distance_to_previous_60d_high_pct,consolidation_range_pct,breakout_pct,limit_up_breakout,abnormal_volume_up,w_bottom_flag,w_bottom_right_side_flag,platform_base_flag,platform_right_side_flag,pullback_entry_zone_flag,pullback_right_side_flag,ma20_reclaim_setup_flag,early_attack_volume_flag,early_entry_watch_flag,right_side_follow_through_flag,rebound_from_5d_low_pct,neckline_price,neckline_source,neckline_distance_pct,neckline_challenge_flag,neckline_breakout_flag,platform_breakout_flag,volume_confirmed_breakout,breakout_close_near_high_flag,false_breakout_risk,pattern_stage,platform_high,platform_low,platform_width_pct,short_platform_high,short_platform_low,short_platform_width_pct,higher_lows_flag,ma5_turning_up_flag,ma10_turning_up_flag,available_days,price_data_warning,tdcc_date,holder_400_pct,holder_400_change,holder_1000_pct,holder_1000_change,tdcc_judgement,tdcc_weeks_used,tdcc_400_change_sum,tdcc_1000_change_sum,tdcc_400_up_weeks,tdcc_1000_up_weeks,tdcc_accumulation_signal,tdcc_accumulation_note,note
20260717,range_rebound,區間內轉強 / 挑戰前高觀察,range_rebound,6517,6517,保勝光學,保勝光學,TPEx,光電業,69.0,初步觀察,,11506,6.14106115491157,-17.57102713838836,73.9,70.1,75.1,67.3,2691000.0,2691.0,1.7,70.99,64.9,69.65,4.1,13.87,6.1,12.82,6.33,-5.98,29.42,-4.15,83.0,64.0,83.0,57.3,83.0,55.2,-10.96,-10.96,44.85,-10.96,0.0,0.0,True,True,True,True,False,True,True,True,True,True,10.46,75.8,previous_10d_high,-2.51,True,False,False,True,True,False,neckline_challenge,83.0,64.0,29.69,75.8,64.0,18.44,True,True,True,310.0,,20260703,,,,,,,,,,,,,區間內轉強；量比1.7x；月營收YoY 6.1%；累計YoY -17.6%
20260717,range_rebound,區間內轉強 / 挑戰前高觀察,range_rebound,2221,2221,大甲,大甲,TPEx,其他,69.0,初步觀察,,11506,34.64832246291713,19.228814861207947,52.6,58.4,59.3,52.6,2590000.0,2590.0,2.71,49.48,44.38,48.98,6.31,18.54,7.4,10.97,8.79,14.6,41.59,70.5,58.4,43.0,58.4,40.85,58.4,34.7,-9.93,-9.93,42.96,-9.93,0.0,0.0,True,True,True,True,False,True,False,False,True,True,9.58,58.4,previous_60d_high,-9.93,False,False,False,True,False,False,platform_right_side,58.4,43.0,35.81,58.4,46.95,24.39,True,True,True,310.0,,20260703,,,,,,,,,,,,,區間內轉強；量比2.71x；月營收YoY 34.6%；累計YoY 19.2%
20260717,range_rebound,區間內轉強 / 挑戰前高觀察,range_rebound,1808,1808,潤隆,潤隆,TWSE,建材營造,69.0,初步觀察,,11506,162537.27465535526,17993.11726781669,32.2,32.0,32.3,31.7,2530871.0,2530.87,1.84,30.73,30.01,30.83,4.79,7.31,4.43,6.98,8.6,-0.62,8.78,-3.74,33.15,29.6,33.15,28.05,33.15,28.05,-2.87,-2.87,18.18,-2.87,0.0,0.0,False,False,True,False,False,True,True,False,True,False,6.1,32.2,previous_10d_high,0.0,True,False,False,True,True,False,neckline_challenge,33.15,29.6,11.99,32.2,29.65,8.6,False,True,True,303.0,,20260703,,,,,,,,,,,,,區間內轉強；量比1.84x；月營收YoY 162537.3%；累計YoY 17993.1%
20260717,range_rebound,區間內轉強 / 挑戰前高觀察,range_rebound,6414,6414,樺漢,樺漢,TWSE,電腦及週邊設備業,69.0,初步觀察,,11506,56.96595858063789,23.32960784964402,395.0,392.0,415.0,392.0,2520535.0,2520.53,1.53,381.7,365.43,382.99,3.48,8.09,3.14,0.25,5.76,6.61,26.81,34.58,418.0,358.0,418.0,347.0,418.0,307.0,-5.5,-5.5,20.46,-5.5,0.0,0.0,False,False,True,False,False,True,False,False,True,False,7.92,418.0,previous_60d_high,-5.5,False,False,False,True,False,False,early_entry_watch,418.0,358.0,16.76,418.0,365.5,14.36,False,False,True,310.0,,20260703,,,,,,,,,,,,,區間內轉強；量比1.53x；月營收YoY 57.0%；累計YoY 23.3%
20260717,range_rebound,區間內轉強 / 挑戰前高觀察,near_resistance,9938,9938,百和,百和,TWSE,其他,69.0,初步觀察,,11506,21.205204026994565,0.0339936520522025,45.85,46.5,47.1,45.75,2428967.0,2428.97,1.58,45.09,44.52,45.31,1.7,2.98,1.19,-0.65,2.12,3.27,6.88,-14.14,47.2,43.2,47.2,42.05,47.2,42.05,-2.86,-2.86,12.25,-2.86,0.0,0.0,False,False,True,True,False,True,False,False,True,False,1.66,47.2,previous_60d_high,-2.86,True,False,False,True,False,False,neckline_challenge,47.2,43.2,9.26,47.2,44.6,5.83,True,True,True,310.0,,20260703,,,,,,,,,,,,,挑戰前高；量比1.58x；月營收YoY 21.2%；累計YoY 0.0%
20260717,range_rebound,區間內轉強 / 挑戰前高觀察,near_resistance,1723,1723,中碳,中碳,TWSE,化學工業,69.0,初步觀察,,11506,32.11582731698716,6.309538561439809,88.2,88.8,91.9,87.5,1969387.0,1969.39,2.4,85.09,83.06,85.23,3.65,6.19,3.49,4.5,6.78,1.26,12.79,23.18,92.6,80.9,92.6,80.2,92.6,76.8,-4.75,-4.75,15.46,-4.75,0.0,0.0,False,False,True,False,False,False,False,False,False,False,5.38,92.6,previous_60d_high,-4.75,True,False,False,True,False,False,neckline_challenge,92.6,80.9,14.46,92.6,80.9,14.46,False,True,True,310.0,,20260703,,,,,,,,,,,,,挑戰前高；量比2.4x；月營收YoY 32.1%；累計YoY 6.3%
20260717,range_rebound,區間內轉強 / 挑戰前高觀察,range_rebound,3685,3685,元創精密,元創精密,TPEx,電機機械,69.0,初步觀察,,11506,28.790205706127924,42.59297952361053,38.05,39.6,40.0,37.35,1928000.0,1928.0,1.67,31.64,29.97,32.47,20.26,26.94,17.19,23.74,31.89,23.14,23.14,2.28,40.9,26.85,40.9,26.15,40.9,26.0,-6.97,-6.97,56.41,-6.97,0.0,0.0,True,True,False,True,False,False,False,False,False,True,24.35,40.9,previous_60d_high,-6.97,False,False,False,True,False,False,platform_right_side,40.9,26.85,52.33,40.9,27.0,51.48,True,True,True,310.0,,20260703,,,,,,,,,,,,,區間內轉強；量比1.67x；月營收YoY 28.8%；累計YoY 42.6%
20260717,range_rebound,區間內轉強 / 挑戰前高觀察,range_rebound,2539,2539,櫻花建,櫻花建,TWSE,建材營造,69.0,初步觀察,,11506,79.55310359840207,22.58855338149928,40.8,40.8,41.6,40.8,1771263.0,1771.26,1.61,39.54,38.61,39.56,3.19,5.67,3.14,3.82,4.35,3.55,-0.61,-15.26,41.4,37.75,41.4,33.1,43.05,33.1,-1.45,-5.23,25.08,-5.23,0.0,0.0,True,True,True,True,False,True,False,False,True,False,3.82,41.4,previous_40d_high,-1.45,True,False,False,True,False,False,neckline_challenge,41.4,37.75,9.67,41.4,38.5,7.53,True,True,True,310.0,,20260703,,,,,,,,,,,,,區間內轉強；量比1.61x；月營收YoY 79.6%；累計YoY 22.6%
20260717,range_rebound,區間內轉強 / 挑戰前高觀察,near_resistance,2106,2106,建大,建大,TWSE,橡膠工業,69.0,初步觀察,,11506,11.598217961293454,2.360249152526461,18.1,18.2,18.65,18.0,1658114.0,1658.11,1.62,17.42,17.32,17.58,3.9,4.48,2.95,4.02,4.93,1.97,3.43,-11.92,18.35,16.6,18.75,16.4,18.75,16.4,-3.47,-3.47,14.33,-3.47,0.0,0.0,False,False,True,True,False,True,False,False,True,False,4.62,18.35,previous_20d_high,-1.36,True,False,False,True,False,False,neckline_challenge,18.35,16.6,10.54,18.35,16.8,9.23,True,True,True,310.0,,20260703,,,,,,,,,,,,,挑戰前高；量比1.62x；月營收YoY 11.6%；累計YoY 2.4%
20260717,range_rebound,區間內轉強 / 挑戰前高觀察,range_rebound,6811,6811,宏碁資訊,宏碁資訊,TPEx,數位雲端,69.0,初步觀察,,11506,6.559261487473834,16.079547391824224,239.5,224.0,250.5,224.0,1554000.0,1554.0,5.74,220.38,218.29,222.63,8.68,9.72,7.58,5.97,9.11,3.9,24.42,15.7,236.0,203.0,257.0,203.0,257.0,190.5,-6.81,-6.81,26.6,-6.81,0.0,0.0,True,True,True,True,False,False,False,False,False,False,12.97,236.0,previous_20d_high,1.48,False,True,True,True,False,False,platform_breakout,236.0,203.0,16.26,232.0,212.0,9.43,True,True,True,310.0,,20260703,,,,,,,,,,,,,區間內轉強；量比5.74x；月營收YoY 6.6%；累計YoY 16.1%
