date,generated_at,taifex_institutional_date,put_call_ratio_date,taiwan_vix_date,dealer_futures_net_oi,trust_futures_net_oi,foreign_futures_net_oi,dealer_options_net_oi,trust_options_net_oi,foreign_options_net_oi,foreign_tx_futures_net_oi,dealer_tx_futures_net_oi,trust_tx_futures_net_oi,dealer_mtx_futures_net_oi,trust_mtx_futures_net_oi,foreign_mtx_futures_net_oi,three_institution_mtx_net_oi,retail_mtx_net_oi_proxy,retail_mtx_proxy_method,foreign_txo_call_net_oi,foreign_txo_put_net_oi,put_volume,call_volume,put_call_volume_ratio_pct,put_oi,call_oi,put_call_oi_ratio_pct,taiwan_vix,vix_return_5d,vix_return_10d,vix_return_20d,foreign_txo_synthetic_net_oi,source_status
20260716,2026-07-16 19:44:27 Asia/Taipei,20260716,20260716,20260716,-362679.0,90838.0,-506992.0,185.0,-2029.0,-7025.0,-84453.0,657.0,76264.0,-9496.0,49.0,-1501.0,-10948.0,10948.0,negative_sum_of_three_institution_mtx_net_oi,-1920.0,5086.0,145245.0,165037.0,88.01,67082.0,71845.0,93.37,34.81,-8.707054812483605,-8.73099108547456,-11.244263131055575,-7006.0,ready
