generated_at,main_price_date,actual_stock_price_history_date,stock_monitor_price_date,all_candidates_date,official_price_fetch_date,warrant_flow_date,raw_stock_monitor_price_date,raw_all_candidates_date,raw_official_price_fetch_date,raw_warrant_flow_date,report_ready,report_ready_note,warrant_ready,warrant_ready_note,daily_pdf_ready,daily_pdf_ready_note,stock_monitor_note,all_candidates_note,official_fetch_note,warrant_note
2026-06-11 19:30:16,20260611,20260611,20260611,20260611,20260611,20260611,20260611,20260611,20260611,20260611,True,core daily data dates match main_price_date,True,warrant_flow_date matches main_price_date,True,core daily data and warrant layer are ready for daily PDF source use,ready,ready,ready,ready
