rule_name,volume_ratio_threshold,min_signal_return_pct,horizon,selected_stock_days,selected_stocks,mature_count,sample_status,close_win_rate_pct,avg_close_return_pct,median_close_return_pct,avg_mfe_pct,median_mfe_pct,avg_mae_pct,median_mae_pct,hit_rate_high_ge_5pct,close_hit_rate_ge_5pct,hit_rate_high_ge_10pct,close_hit_rate_ge_10pct,hit_rate_high_ge_20pct,close_hit_rate_ge_20pct
volume_ratio_prev20_ge_8x_signal_return_ge_5pct,8,5,D+2,1603,882,1599,ok,36.77,-0.83,-1.74,4.95,3.48,-5.19,-4.48,39.59,18.82,15.57,8.13,0.88,0.75
volume_ratio_prev20_ge_8x_signal_return_ge_5pct,8,5,D+20,1603,882,1438,ok,39.36,1.24,-3.17,16.08,9.77,-10.76,-9.96,66.06,28.44,49.03,20.1,26.43,12.24
volume_ratio_prev20_ge_8x_signal_return_ge_5pct,8,5,D+3,1603,882,1591,ok,37.15,-0.88,-2.01,6.17,4.03,-6.11,-5.3,44.12,18.48,21.5,10.25,5.34,3.39
volume_ratio_prev20_ge_8x_signal_return_ge_5pct,8,5,D+4,1603,882,1587,ok,37.43,-0.69,-2.32,7.2,4.66,-6.72,-5.95,48.02,21.49,26.21,12.35,7.25,4.28
volume_ratio_prev20_ge_8x_signal_return_ge_5pct,8,5,D+5,1603,882,1574,ok,37.04,-0.6,-2.6,8.08,5.05,-7.16,-6.34,50.44,21.54,29.29,12.77,9.85,5.08
volume_ratio_prev20_ge_8x_signal_return_ge_5pct,8,5,D+6,1603,882,1555,ok,37.49,-0.48,-2.47,8.79,5.52,-7.55,-6.65,52.99,22.77,31.9,14.92,11.38,5.72
volume_ratio_prev20_ge_8x_signal_return_ge_5pct,8,5,D+7,1603,882,1548,ok,38.76,-0.37,-2.68,9.45,5.93,-7.86,-6.95,54.84,23.13,33.72,14.99,13.18,6.46
volume_ratio_prev20_ge_8x_signal_return_ge_5pct,8,5,D+8,1603,882,1536,ok,38.8,-0.21,-2.48,10.03,6.25,-8.12,-7.21,56.32,23.63,35.35,15.23,14.78,7.36
volume_ratio_prev20_ge_8x_signal_return_ge_5pct,8,5,D+9,1603,882,1525,ok,38.62,-0.1,-2.61,10.59,6.56,-8.36,-7.56,57.57,24.13,37.11,16.07,16.33,8.13
volume_ratio_prev20_ge_8x_signal_return_ge_7pct,8,7,D+1,1271,767,1271,ok,40.2,-0.63,-0.73,3.17,2.35,-3.82,-3.35,26.2,12.43,2.36,1.49,0.08,0.08
volume_ratio_prev20_ge_8x_signal_return_ge_7pct,8,7,D+10,1271,767,1208,ok,38.91,0.19,-2.7,11.7,7.4,-8.89,-7.94,61.09,26.49,39.98,17.47,18.87,9.85
volume_ratio_prev20_ge_8x_signal_return_ge_7pct,8,7,D+11,1271,767,1202,ok,39.6,0.39,-2.74,12.19,7.52,-9.14,-8.23,61.56,26.12,41.1,18.8,20.13,9.65
volume_ratio_prev20_ge_8x_signal_return_ge_7pct,8,7,D+12,1271,767,1200,ok,39.83,0.56,-2.82,12.72,7.72,-9.39,-8.55,62.75,27.5,42.08,19.42,21.75,10.17
volume_ratio_prev20_ge_8x_signal_return_ge_7pct,8,7,D+13,1271,767,1189,ok,39.44,0.58,-3.15,13.2,7.94,-9.67,-8.81,63.5,27.08,43.15,19.51,21.95,10.51
volume_ratio_prev20_ge_8x_signal_return_ge_7pct,8,7,D+14,1271,767,1177,ok,38.06,0.54,-3.25,13.69,8.19,-9.93,-9.0,64.23,27.1,44.52,19.46,23.19,10.79
volume_ratio_prev20_ge_8x_signal_return_ge_7pct,8,7,D+15,1271,767,1171,ok,39.37,0.79,-3.27,14.19,8.49,-10.16,-9.26,64.82,27.75,45.52,19.64,23.91,11.1
volume_ratio_prev20_ge_8x_signal_return_ge_7pct,8,7,D+16,1271,767,1157,ok,40.45,1.17,-3.16,14.78,9.02,-10.32,-9.43,65.25,28.69,47.02,21.35,24.81,11.32
volume_ratio_prev20_ge_8x_signal_return_ge_7pct,8,7,D+17,1271,767,1154,ok,39.43,1.3,-3.18,15.36,9.42,-10.54,-9.71,66.2,29.03,48.01,20.54,26.0,12.56
volume_ratio_prev20_ge_8x_signal_return_ge_7pct,8,7,D+18,1271,767,1143,ok,39.2,1.42,-3.26,15.98,9.88,-10.66,-9.75,67.1,28.52,49.26,20.73,26.68,12.6
volume_ratio_prev20_ge_8x_signal_return_ge_7pct,8,7,D+19,1271,767,1141,ok,39.18,1.66,-3.36,16.52,10.13,-10.8,-9.87,67.57,29.18,50.39,20.95,27.43,12.88
volume_ratio_prev20_ge_8x_signal_return_ge_7pct,8,7,D+2,1271,767,1268,ok,37.93,-0.76,-1.71,5.21,3.81,-5.33,-4.64,42.03,19.95,16.88,9.07,0.95,0.79
volume_ratio_prev20_ge_8x_signal_return_ge_7pct,8,7,D+20,1271,767,1136,ok,40.05,1.76,-2.96,17.0,10.32,-10.91,-10.0,68.05,29.49,50.97,21.21,28.17,12.94
volume_ratio_prev20_ge_8x_signal_return_ge_7pct,8,7,D+3,1271,767,1262,ok,38.03,-0.79,-2.08,6.5,4.41,-6.29,-5.54,46.67,19.33,22.98,11.17,5.94,3.8
volume_ratio_prev20_ge_8x_signal_return_ge_7pct,8,7,D+4,1271,767,1259,ok,37.33,-0.6,-2.32,7.56,5.07,-6.91,-6.06,50.36,22.24,27.48,12.95,7.94,4.77
volume_ratio_prev20_ge_8x_signal_return_ge_7pct,8,7,D+5,1271,767,1249,ok,37.31,-0.49,-2.7,8.48,5.49,-7.34,-6.44,52.68,22.82,30.66,13.37,10.65,5.52
volume_ratio_prev20_ge_8x_signal_return_ge_7pct,8,7,D+6,1271,767,1233,ok,37.88,-0.36,-2.57,9.23,5.88,-7.72,-6.79,54.83,23.76,33.33,15.9,12.25,6.16
volume_ratio_prev20_ge_8x_signal_return_ge_7pct,8,7,D+7,1271,767,1228,ok,39.33,-0.26,-2.81,9.92,6.27,-8.04,-7.08,56.76,23.94,35.26,16.12,14.41,7.0
volume_ratio_prev20_ge_8x_signal_return_ge_7pct,8,7,D+8,1271,767,1219,ok,39.54,0.04,-2.54,10.56,6.67,-8.3,-7.25,58.41,24.94,37.0,16.49,16.32,8.45
volume_ratio_prev20_ge_8x_signal_return_ge_7pct,8,7,D+9,1271,767,1214,ok,38.88,0.15,-2.67,11.17,7.02,-8.56,-7.67,59.72,25.37,38.63,17.13,17.96,9.31
volume_ratio_prev20_ge_6x_signal_return_ge_0pct,6,0,D+1,4608,1513,4608,ok,36.72,-0.67,-0.8,2.64,1.59,-3.28,-2.76,19.44,9.16,1.97,1.09,0.02,0.02
volume_ratio_prev20_ge_6x_signal_return_ge_0pct,6,0,D+10,4608,1513,4372,ok,39.16,0.11,-2.05,9.83,5.56,-7.85,-6.94,52.79,23.47,33.23,14.71,14.71,6.98
volume_ratio_prev20_ge_6x_signal_return_ge_0pct,6,0,D+11,4608,1513,4350,ok,39.66,0.31,-1.99,10.36,5.84,-8.08,-7.16,54.11,24.02,34.87,15.47,15.93,7.33
volume_ratio_prev20_ge_6x_signal_return_ge_0pct,6,0,D+12,4608,1513,4338,ok,39.6,0.48,-2.06,10.9,6.11,-8.31,-7.39,55.33,24.46,36.05,16.3,17.17,7.95
volume_ratio_prev20_ge_6x_signal_return_ge_0pct,6,0,D+13,4608,1513,4310,ok,39.88,0.66,-2.29,11.41,6.42,-8.56,-7.61,56.33,25.06,37.15,16.84,17.89,8.77
volume_ratio_prev20_ge_6x_signal_return_ge_0pct,6,0,D+14,4608,1513,4263,ok,39.69,0.75,-2.19,11.9,6.67,-8.78,-7.76,57.14,25.59,38.52,17.48,18.91,9.15
volume_ratio_prev20_ge_6x_signal_return_ge_0pct,6,0,D+15,4608,1513,4235,ok,40.54,0.88,-2.12,12.39,6.93,-8.98,-7.98,57.97,26.12,39.65,17.95,19.79,9.35
volume_ratio_prev20_ge_6x_signal_return_ge_0pct,6,0,D+16,4608,1513,4205,ok,41.0,1.12,-2.2,12.9,7.26,-9.13,-8.09,58.79,26.94,40.93,18.93,20.69,9.94
volume_ratio_prev20_ge_6x_signal_return_ge_0pct,6,0,D+17,4608,1513,4190,ok,39.86,1.17,-2.37,13.37,7.48,-9.32,-8.26,59.74,26.75,41.84,18.81,21.43,10.41
volume_ratio_prev20_ge_6x_signal_return_ge_0pct,6,0,D+18,4608,1513,4165,ok,40.38,1.28,-2.48,13.91,7.78,-9.46,-8.44,60.7,27.15,42.83,19.16,22.28,10.88
volume_ratio_prev20_ge_6x_signal_return_ge_0pct,6,0,D+19,4608,1513,4145,ok,40.36,1.46,-2.34,14.39,8.05,-9.61,-8.63,61.4,27.65,43.91,19.95,23.02,11.44
volume_ratio_prev20_ge_6x_signal_return_ge_0pct,6,0,D+2,4608,1513,4596,ok,36.18,-0.82,-1.33,4.18,2.58,-4.55,-3.76,31.42,14.95,11.66,6.01,0.78,0.54
volume_ratio_prev20_ge_6x_signal_return_ge_0pct,6,0,D+20,4608,1513,4126,ok,41.06,1.67,-2.21,14.85,8.3,-9.75,-8.74,62.17,28.57,44.67,20.33,23.8,11.56
volume_ratio_prev20_ge_6x_signal_return_ge_0pct,6,0,D+3,4608,1513,4578,ok,36.94,-0.79,-1.52,5.23,3.1,-5.37,-4.48,36.59,16.23,16.73,8.06,3.76,2.29
volume_ratio_prev20_ge_6x_signal_return_ge_0pct,6,0,D+4,4608,1513,4566,ok,36.77,-0.73,-1.84,6.14,3.57,-5.95,-5.06,40.65,18.09,20.83,9.51,5.65,3.15
volume_ratio_prev20_ge_6x_signal_return_ge_0pct,6,0,D+5,4608,1513,4536,ok,37.13,-0.61,-1.86,6.89,3.9,-6.38,-5.45,43.17,18.41,23.79,10.82,7.54,3.9
volume_ratio_prev20_ge_6x_signal_return_ge_0pct,6,0,D+6,4608,1513,4498,ok,37.84,-0.51,-1.95,7.54,4.35,-6.76,-5.85,45.95,19.96,25.9,11.83,9.03,4.42
volume_ratio_prev20_ge_6x_signal_return_ge_0pct,6,0,D+7,4608,1513,4471,ok,37.69,-0.36,-2.06,8.16,4.67,-7.06,-6.15,47.82,20.49,27.96,12.7,10.67,5.26
volume_ratio_prev20_ge_6x_signal_return_ge_0pct,6,0,D+8,4608,1513,4436,ok,38.19,-0.16,-2.04,8.74,4.96,-7.33,-6.43,49.75,21.21,29.71,13.21,12.13,5.88
volume_ratio_prev20_ge_6x_signal_return_ge_0pct,6,0,D+9,4608,1513,4402,ok,38.76,-0.02,-2.03,9.3,5.31,-7.58,-6.67,51.5,22.38,31.74,14.29,13.43,6.57
volume_ratio_prev20_ge_6x_signal_return_ge_3pct,6,3,D+1,3495,1323,3495,ok,36.85,-0.73,-0.95,2.87,1.87,-3.54,-3.04,21.83,10.21,2.26,1.23,0.03,0.03
volume_ratio_prev20_ge_6x_signal_return_ge_3pct,6,3,D+10,3495,1323,3313,ok,38.88,0.1,-2.47,10.55,6.37,-8.35,-7.59,56.05,24.78,35.89,16.06,16.09,7.55
volume_ratio_prev20_ge_6x_signal_return_ge_3pct,6,3,D+11,3495,1323,3295,ok,39.3,0.26,-2.58,11.12,6.69,-8.6,-7.75,57.42,25.31,37.54,16.75,17.6,7.89
volume_ratio_prev20_ge_6x_signal_return_ge_3pct,6,3,D+12,3495,1323,3289,ok,39.77,0.5,-2.53,11.7,6.94,-8.84,-7.97,58.56,25.75,38.61,17.7,19.0,8.73
volume_ratio_prev20_ge_6x_signal_return_ge_3pct,6,3,D+13,3495,1323,3267,ok,39.18,0.68,-2.79,12.26,7.29,-9.11,-8.21,59.41,25.86,39.76,17.94,19.77,9.55
volume_ratio_prev20_ge_6x_signal_return_ge_3pct,6,3,D+14,3495,1323,3232,ok,38.89,0.77,-2.75,12.77,7.44,-9.35,-8.42,60.15,26.49,41.09,18.5,20.85,9.96
volume_ratio_prev20_ge_6x_signal_return_ge_3pct,6,3,D+15,3495,1323,3213,ok,40.15,0.97,-2.75,13.29,7.73,-9.56,-8.68,60.82,26.98,42.2,19.02,21.79,10.15
volume_ratio_prev20_ge_6x_signal_return_ge_3pct,6,3,D+16,3495,1323,3189,ok,40.39,1.24,-2.82,13.84,8.0,-9.72,-8.87,61.65,27.85,43.52,20.16,22.73,10.85
volume_ratio_prev20_ge_6x_signal_return_ge_3pct,6,3,D+17,3495,1323,3179,ok,39.57,1.34,-3.02,14.38,8.33,-9.91,-9.02,62.69,27.78,44.45,19.91,23.59,11.54
volume_ratio_prev20_ge_6x_signal_return_ge_3pct,6,3,D+18,3495,1323,3161,ok,39.64,1.42,-3.16,14.96,8.58,-10.07,-9.18,63.62,28.09,45.43,20.28,24.42,12.02
volume_ratio_prev20_ge_6x_signal_return_ge_3pct,6,3,D+19,3495,1323,3145,ok,39.59,1.53,-3.19,15.47,9.02,-10.23,-9.33,64.17,28.33,46.52,20.64,25.21,12.37
volume_ratio_prev20_ge_6x_signal_return_ge_3pct,6,3,D+2,3495,1323,3483,ok,35.66,-0.88,-1.66,4.57,3.05,-4.9,-4.21,35.37,16.68,13.18,6.78,0.92,0.69
volume_ratio_prev20_ge_6x_signal_return_ge_3pct,6,3,D+20,3495,1323,3129,ok,40.08,1.72,-2.94,15.95,9.24,-10.38,-9.52,64.75,28.99,47.2,21.09,26.01,12.66
volume_ratio_prev20_ge_6x_signal_return_ge_3pct,6,3,D+3,3495,1323,3471,ok,36.65,-0.87,-1.82,5.68,3.48,-5.77,-4.9,40.39,17.66,18.7,9.13,4.44,2.71
volume_ratio_prev20_ge_6x_signal_return_ge_3pct,6,3,D+4,3495,1323,3460,ok,36.47,-0.77,-2.24,6.66,4.04,-6.38,-5.5,44.31,19.68,23.15,10.64,6.45,3.67
volume_ratio_prev20_ge_6x_signal_return_ge_3pct,6,3,D+5,3495,1323,3436,ok,36.79,-0.69,-2.32,7.44,4.49,-6.83,-5.98,46.68,19.67,26.22,11.82,8.56,4.45
volume_ratio_prev20_ge_6x_signal_return_ge_3pct,6,3,D+6,3495,1323,3409,ok,37.4,-0.54,-2.33,8.14,4.9,-7.21,-6.32,49.37,21.12,28.42,12.94,10.15,4.99
volume_ratio_prev20_ge_6x_signal_return_ge_3pct,6,3,D+7,3495,1323,3386,ok,37.33,-0.39,-2.47,8.8,5.27,-7.53,-6.66,51.3,21.77,30.6,13.82,11.87,5.85
volume_ratio_prev20_ge_6x_signal_return_ge_3pct,6,3,D+8,3495,1323,3359,ok,37.78,-0.19,-2.51,9.41,5.58,-7.8,-6.88,53.23,22.63,32.3,14.23,13.52,6.49
volume_ratio_prev20_ge_6x_signal_return_ge_3pct,6,3,D+9,3495,1323,3332,ok,38.21,-0.06,-2.52,9.98,5.99,-8.07,-7.23,54.68,23.53,34.39,15.43,14.8,6.96
volume_ratio_prev20_ge_6x_signal_return_ge_5pct,6,5,D+1,2755,1195,2755,ok,38.22,-0.71,-0.84,3.01,2.11,-3.66,-3.19,23.56,10.89,2.36,1.34,0.04,0.04
volume_ratio_prev20_ge_6x_signal_return_ge_5pct,6,5,D+10,2755,1195,2612,ok,39.17,0.23,-2.52,11.15,6.9,-8.62,-7.84,58.42,25.77,38.06,16.77,17.15,8.08
volume_ratio_prev20_ge_6x_signal_return_ge_5pct,6,5,D+11,2755,1195,2596,ok,40.18,0.46,-2.59,11.73,7.27,-8.86,-8.04,59.48,26.43,39.79,17.84,18.61,8.36
volume_ratio_prev20_ge_6x_signal_return_ge_5pct,6,5,D+12,2755,1195,2592,ok,40.74,0.7,-2.59,12.33,7.49,-9.11,-8.25,60.73,26.89,40.86,18.63,20.14,9.45
volume_ratio_prev20_ge_6x_signal_return_ge_5pct,6,5,D+13,2755,1195,2575,ok,39.77,0.87,-2.88,12.89,7.74,-9.37,-8.48,61.55,26.6,41.94,18.68,20.82,10.02
volume_ratio_prev20_ge_6x_signal_return_ge_5pct,6,5,D+14,2755,1195,2549,ok,39.43,0.95,-2.8,13.42,7.95,-9.61,-8.72,62.14,27.19,43.19,19.3,22.01,10.63
volume_ratio_prev20_ge_6x_signal_return_ge_5pct,6,5,D+15,2755,1195,2534,ok,40.61,1.17,-2.8,13.93,8.17,-9.82,-8.89,62.79,27.51,44.16,19.77,23.01,10.66
volume_ratio_prev20_ge_6x_signal_return_ge_5pct,6,5,D+16,2755,1195,2516,ok,40.58,1.44,-2.84,14.47,8.44,-9.98,-9.07,63.39,28.5,45.31,20.83,23.93,11.45
volume_ratio_prev20_ge_6x_signal_return_ge_5pct,6,5,D+17,2755,1195,2510,ok,39.4,1.54,-3.07,15.05,8.81,-10.18,-9.25,64.46,28.45,46.25,20.72,24.94,12.23
volume_ratio_prev20_ge_6x_signal_return_ge_5pct,6,5,D+18,2755,1195,2493,ok,39.87,1.67,-3.16,15.67,9.16,-10.34,-9.41,65.38,28.56,47.29,21.14,25.75,12.6
volume_ratio_prev20_ge_6x_signal_return_ge_5pct,6,5,D+19,2755,1195,2478,ok,39.87,1.83,-3.2,16.23,9.65,-10.5,-9.58,66.06,29.14,48.51,21.55,26.67,13.2
volume_ratio_prev20_ge_6x_signal_return_ge_5pct,6,5,D+2,2755,1195,2745,ok,36.61,-0.82,-1.67,4.84,3.32,-5.06,-4.37,38.14,17.96,14.61,7.43,1.02,0.77
volume_ratio_prev20_ge_6x_signal_return_ge_5pct,6,5,D+20,2755,1195,2466,ok,40.39,2.03,-2.95,16.75,9.79,-10.63,-9.8,66.67,29.89,49.19,21.94,27.58,13.54
volume_ratio_prev20_ge_6x_signal_return_ge_5pct,6,5,D+3,2755,1195,2736,ok,37.39,-0.81,-1.89,6.02,3.89,-5.97,-5.15,43.02,18.53,20.43,10.01,4.97,3.0
volume_ratio_prev20_ge_6x_signal_return_ge_5pct,6,5,D+4,2755,1195,2729,ok,37.23,-0.67,-2.38,7.07,4.5,-6.59,-5.81,47.01,21.03,25.1,11.62,7.07,4.1
volume_ratio_prev20_ge_6x_signal_return_ge_5pct,6,5,D+5,2755,1195,2709,ok,37.5,-0.57,-2.49,7.93,4.93,-7.06,-6.22,49.5,21.04,28.46,12.88,9.41,4.95
volume_ratio_prev20_ge_6x_signal_return_ge_5pct,6,5,D+6,2755,1195,2687,ok,38.07,-0.43,-2.41,8.67,5.37,-7.45,-6.58,52.1,22.29,30.89,13.96,11.09,5.58
volume_ratio_prev20_ge_6x_signal_return_ge_5pct,6,5,D+7,2755,1195,2668,ok,38.16,-0.32,-2.56,9.36,5.7,-7.79,-6.93,54.01,22.6,32.91,14.62,12.74,6.26
volume_ratio_prev20_ge_6x_signal_return_ge_5pct,6,5,D+8,2755,1195,2647,ok,38.5,-0.07,-2.55,9.97,6.18,-8.07,-7.23,55.69,23.61,34.68,14.96,14.39,7.06
volume_ratio_prev20_ge_6x_signal_return_ge_5pct,6,5,D+9,2755,1195,2626,ok,38.58,0.05,-2.57,10.58,6.57,-8.33,-7.54,57.12,24.45,36.67,16.3,15.84,7.54
volume_ratio_prev20_ge_6x_signal_return_ge_7pct,6,7,D+1,2107,1043,2107,ok,39.01,-0.69,-0.71,3.13,2.31,-3.82,-3.33,24.82,11.58,2.66,1.42,0.05,0.05
volume_ratio_prev20_ge_6x_signal_return_ge_7pct,6,7,D+10,2107,1043,2001,ok,38.18,-0.01,-2.85,11.42,7.12,-9.01,-8.15,59.57,25.59,38.93,16.94,17.54,8.5
volume_ratio_prev20_ge_6x_signal_return_ge_7pct,6,7,D+11,2107,1043,1991,ok,39.13,0.27,-3.0,11.96,7.43,-9.26,-8.39,60.37,26.22,40.23,18.18,18.94,8.69
volume_ratio_prev20_ge_6x_signal_return_ge_7pct,6,7,D+12,2107,1043,1987,ok,39.56,0.59,-3.0,12.58,7.62,-9.5,-8.66,61.65,27.48,41.32,18.92,20.58,9.86
volume_ratio_prev20_ge_6x_signal_return_ge_7pct,6,7,D+13,2107,1043,1971,ok,39.12,0.74,-3.26,13.17,7.83,-9.77,-8.88,62.4,26.99,42.42,19.18,21.16,10.25
volume_ratio_prev20_ge_6x_signal_return_ge_7pct,6,7,D+14,2107,1043,1952,ok,38.37,0.83,-3.24,13.74,8.03,-10.0,-9.04,62.96,27.46,43.7,19.62,22.54,10.71
volume_ratio_prev20_ge_6x_signal_return_ge_7pct,6,7,D+15,2107,1043,1943,ok,39.78,1.1,-3.11,14.3,8.26,-10.21,-9.29,63.56,27.69,44.57,20.07,23.62,11.17
volume_ratio_prev20_ge_6x_signal_return_ge_7pct,6,7,D+16,2107,1043,1925,ok,40.36,1.5,-3.11,14.91,8.58,-10.38,-9.47,64.26,28.83,45.92,21.35,24.47,11.69
volume_ratio_prev20_ge_6x_signal_return_ge_7pct,6,7,D+17,2107,1043,1919,ok,39.19,1.59,-3.29,15.54,9.06,-10.59,-9.72,65.35,28.87,46.85,21.21,25.64,12.61
volume_ratio_prev20_ge_6x_signal_return_ge_7pct,6,7,D+18,2107,1043,1905,ok,39.27,1.68,-3.39,16.18,9.49,-10.74,-9.86,66.35,28.92,47.87,21.1,26.56,12.97
volume_ratio_prev20_ge_6x_signal_return_ge_7pct,6,7,D+19,2107,1043,1893,ok,39.2,1.85,-3.47,16.75,9.8,-10.89,-10.0,67.04,29.27,49.08,21.87,27.47,13.42
volume_ratio_prev20_ge_6x_signal_return_ge_7pct,6,7,D+2,2107,1043,2099,ok,37.4,-0.85,-1.73,5.1,3.61,-5.3,-4.62,40.78,19.34,15.82,8.15,0.95,0.71
volume_ratio_prev20_ge_6x_signal_return_ge_7pct,6,7,D+20,2107,1043,1882,ok,39.8,2.06,-3.12,17.3,9.94,-11.01,-10.11,67.59,30.07,49.84,22.32,28.32,13.6
volume_ratio_prev20_ge_6x_signal_return_ge_7pct,6,7,D+3,2107,1043,2092,ok,37.52,-0.88,-2.12,6.32,4.27,-6.27,-5.49,45.41,19.31,21.85,10.71,5.5,3.39
volume_ratio_prev20_ge_6x_signal_return_ge_7pct,6,7,D+4,2107,1043,2086,ok,36.43,-0.79,-2.66,7.38,4.87,-6.9,-6.07,49.14,21.38,26.32,12.03,7.62,4.46
volume_ratio_prev20_ge_6x_signal_return_ge_7pct,6,7,D+5,2107,1043,2070,ok,36.81,-0.72,-2.83,8.23,5.3,-7.39,-6.54,51.4,21.4,29.52,12.95,9.95,5.22
volume_ratio_prev20_ge_6x_signal_return_ge_7pct,6,7,D+6,2107,1043,2052,ok,36.94,-0.63,-2.69,8.96,5.56,-7.79,-6.96,53.41,22.32,31.82,14.18,11.55,5.9
volume_ratio_prev20_ge_6x_signal_return_ge_7pct,6,7,D+7,2107,1043,2037,ok,37.21,-0.55,-2.86,9.65,6.11,-8.14,-7.41,55.38,22.34,33.92,14.43,13.35,6.63
volume_ratio_prev20_ge_6x_signal_return_ge_7pct,6,7,D+8,2107,1043,2020,ok,37.77,-0.25,-3.09,10.29,6.48,-8.42,-7.58,57.18,23.56,35.74,15.0,14.9,7.48
volume_ratio_prev20_ge_6x_signal_return_ge_7pct,6,7,D+9,2107,1043,2011,ok,37.49,-0.15,-2.97,10.87,6.86,-8.71,-7.86,58.33,24.27,37.49,16.21,16.31,8.06
volume_ratio_prev20_ge_5x_signal_return_ge_0pct,5,0,D+1,6437,1674,6437,ok,36.68,-0.65,-0.77,2.63,1.57,-3.2,-2.67,19.48,8.95,2.04,1.12,0.02,0.02
volume_ratio_prev20_ge_5x_signal_return_ge_0pct,5,0,D+10,6437,1674,6121,ok,39.9,0.35,-1.9,9.97,5.56,-7.74,-6.77,52.9,23.72,33.26,15.14,15.01,7.29
volume_ratio_prev20_ge_5x_signal_return_ge_0pct,5,0,D+11,6437,1674,6087,ok,40.43,0.51,-1.86,10.49,5.84,-7.98,-6.94,54.16,24.28,34.78,15.77,16.17,7.62
volume_ratio_prev20_ge_5x_signal_return_ge_0pct,5,0,D+12,6437,1674,6065,ok,40.41,0.66,-1.94,11.02,6.1,-8.21,-7.17,55.37,24.83,35.91,16.55,17.35,8.38
volume_ratio_prev20_ge_5x_signal_return_ge_0pct,5,0,D+13,6437,1674,6026,ok,40.41,0.83,-2.1,11.53,6.4,-8.46,-7.4,56.47,25.34,37.01,17.19,18.04,8.96
volume_ratio_prev20_ge_5x_signal_return_ge_0pct,5,0,D+14,6437,1674,5963,ok,40.38,0.92,-2.05,12.01,6.67,-8.69,-7.62,57.29,25.83,38.15,17.66,19.02,9.39
volume_ratio_prev20_ge_5x_signal_return_ge_0pct,5,0,D+15,6437,1674,5916,ok,40.99,1.07,-2.01,12.51,6.92,-8.9,-7.78,58.15,26.44,39.28,18.31,19.91,9.74
volume_ratio_prev20_ge_5x_signal_return_ge_0pct,5,0,D+16,6437,1674,5880,ok,41.5,1.3,-2.09,13.02,7.19,-9.06,-7.98,59.0,27.21,40.36,19.22,20.7,10.37
volume_ratio_prev20_ge_5x_signal_return_ge_0pct,5,0,D+17,6437,1674,5861,ok,40.73,1.36,-2.17,13.5,7.45,-9.25,-8.11,59.87,27.09,41.31,19.33,21.48,10.65
volume_ratio_prev20_ge_5x_signal_return_ge_0pct,5,0,D+18,6437,1674,5829,ok,41.07,1.5,-2.29,14.01,7.73,-9.4,-8.3,60.77,27.83,42.34,19.8,22.25,11.15
volume_ratio_prev20_ge_5x_signal_return_ge_0pct,5,0,D+19,6437,1674,5799,ok,41.33,1.67,-2.13,14.51,8.0,-9.56,-8.47,61.51,28.13,43.52,20.42,23.11,11.67
volume_ratio_prev20_ge_5x_signal_return_ge_0pct,5,0,D+2,6437,1674,6419,ok,36.63,-0.78,-1.28,4.14,2.54,-4.45,-3.64,31.41,14.69,11.39,5.87,0.81,0.55
volume_ratio_prev20_ge_5x_signal_return_ge_0pct,5,0,D+20,6437,1674,5772,ok,41.65,1.87,-2.08,14.97,8.2,-9.69,-8.65,62.16,28.81,44.3,21.0,23.98,12.04
volume_ratio_prev20_ge_5x_signal_return_ge_0pct,5,0,D+3,6437,1674,6398,ok,37.37,-0.72,-1.44,5.2,3.07,-5.26,-4.39,36.54,16.51,16.72,8.13,3.8,2.22
volume_ratio_prev20_ge_5x_signal_return_ge_0pct,5,0,D+4,6437,1674,6378,ok,37.35,-0.62,-1.72,6.12,3.5,-5.85,-4.9,40.56,18.33,20.81,9.81,5.72,3.1
volume_ratio_prev20_ge_5x_signal_return_ge_0pct,5,0,D+5,6437,1674,6338,ok,37.69,-0.48,-1.75,6.89,3.88,-6.27,-5.3,43.06,18.76,23.68,11.09,7.67,3.98
volume_ratio_prev20_ge_5x_signal_return_ge_0pct,5,0,D+6,6437,1674,6289,ok,38.32,-0.32,-1.82,7.58,4.29,-6.65,-5.69,45.78,20.15,25.84,12.31,9.32,4.72
volume_ratio_prev20_ge_5x_signal_return_ge_0pct,5,0,D+7,6437,1674,6245,ok,38.62,-0.12,-1.89,8.23,4.63,-6.96,-6.0,47.8,21.06,27.8,13.16,10.9,5.52
volume_ratio_prev20_ge_5x_signal_return_ge_0pct,5,0,D+8,6437,1674,6203,ok,39.22,0.07,-1.89,8.84,4.96,-7.23,-6.26,49.81,22.01,29.73,13.8,12.36,6.11
volume_ratio_prev20_ge_5x_signal_return_ge_0pct,5,0,D+9,6437,1674,6159,ok,39.52,0.23,-1.84,9.42,5.29,-7.48,-6.5,51.52,22.86,31.73,14.95,13.61,6.82
volume_ratio_prev20_ge_5x_signal_return_ge_3pct,5,3,D+1,4737,1481,4737,ok,37.26,-0.7,-0.93,2.88,1.9,-3.49,-2.97,22.17,10.07,2.28,1.2,0.02,0.02
volume_ratio_prev20_ge_5x_signal_return_ge_3pct,5,3,D+10,4737,1481,4497,ok,39.63,0.3,-2.34,10.77,6.48,-8.32,-7.44,56.62,25.06,36.31,16.61,16.5,7.87
volume_ratio_prev20_ge_5x_signal_return_ge_3pct,5,3,D+11,4737,1481,4473,ok,39.91,0.44,-2.43,11.32,6.82,-8.58,-7.61,57.81,25.6,37.76,17.19,17.91,8.27
