stock_id,stock_name,industry,market,industry_source
3354,律勝,電子零組件業,TPEX,official_tpex
3357,臺慶科,電子零組件業,TPEX,official_tpex
3360,尚立,電子通路業,TPEX,official_tpex
3362,先進光,光電業,TPEX,official_tpex
3363,上詮,通信網路業,TPEX,official_tpex
3372,典範,半導體業,TPEX,official_tpex
3373,熱映,其他電子業,TPEX,official_tpex
3374,精材,半導體業,TPEX,official_tpex
3379,彬台,電機機械,TPEX,official_tpex
3388,崇越電,電子零組件業,TPEX,official_tpex
3390,旭軟,電子零組件業,TPEX,official_tpex
3402,漢科,其他電子業,TPEX,official_tpex
3426,台興,電機機械,TPEX,official_tpex
3430,奇鈦科,化學工業,TPEX,official_tpex
3434,哲固,光電業,TPEX,official_tpex
3438,類比科,半導體業,TPEX,official_tpex
3441,聯一光電,光電業,TPEX,official_tpex
3444,利機,電子通路業,TPEX,official_tpex
3455,由田,光電業,TPEX,official_tpex
3465,進泰電子,其他電子業,TPEX,official_tpex
3466,德晉,通信網路業,TPEX,official_tpex
3467,台灣精材,半導體業,TPEX,official_tpex
3479,安勤,電腦及週邊設備業,TPEX,official_tpex
3483,力致,電腦及週邊設備業,TPEX,official_tpex
3484,崧騰,電子零組件業,TPEX,official_tpex
3485,敘豐,電子零組件業,TPEX,official_tpex
3489,森寶,建材營造,TPEX,official_tpex
3490,單井,光電業,TPEX,official_tpex
3491,昇達科,通信網路業,TPEX,official_tpex
3492,長盛,電子零組件業,TPEX,official_tpex
3498,陽程,其他電子業,TPEX,official_tpex
3499,環天科,通信網路業,TPEX,official_tpex
3508,位速,其他電子業,TPEX,official_tpex
3511,矽瑪,電子零組件業,TPEX,official_tpex
3512,皇龍,建材營造,TPEX,official_tpex
3516,亞帝歐,光電業,TPEX,official_tpex
3520,華盈,電子零組件業,TPEX,official_tpex
3521,台鋼建設,建材營造,TPEX,official_tpex
3522,御嵿,觀光餐旅,TPEX,official_tpex
3523,迎輝,光電業,TPEX,official_tpex
3526,凡甲,電子零組件業,TPEX,official_tpex
3527,聚積,半導體業,TPEX,official_tpex
3529,力旺,半導體業,TPEX,official_tpex
3531,先益,光電業,TPEX,official_tpex
3537,堡達,電子零組件業,TPEX,official_tpex
3540,曜越,電腦及週邊設備業,TPEX,official_tpex
3541,西柏,其他電子業,TPEX,official_tpex
3546,宇峻,文化創意業,TPEX,official_tpex
3548,兆利,電子零組件業,TPEX,official_tpex
3551,世禾,綠能環保,TPEX,official_tpex
3552,同致,其他電子業,TPEX,official_tpex
3555,博士旺,半導體業,TPEX,official_tpex
3556,禾瑞亞,半導體業,TPEX,official_tpex
3558,神準,通信網路業,TPEX,official_tpex
3564,其陽,通信網路業,TPEX,official_tpex
3567,逸昌,半導體業,TPEX,official_tpex
3570,大塚,資訊服務業,TPEX,official_tpex
3577,泓格,電腦及週邊設備業,TPEX,official_tpex
3580,友威科,其他電子業,TPEX,official_tpex
3581,博磊,半導體業,TPEX,official_tpex
3587,閎康,其他電子業,TPEX,official_tpex
3594,磐儀,電腦及週邊設備業,TPEX,official_tpex
3597,映興,電子零組件業,TPEX,official_tpex
3609,三一東林,電子零組件業,TPEX,official_tpex
3611,鼎翰,電腦及週邊設備業,TPEX,official_tpex
3615,安可,光電業,TPEX,official_tpex
3623,富晶通,光電業,TPEX,official_tpex
3624,光頡,電子零組件業,TPEX,official_tpex
3625,西勝,電腦及週邊設備業,TPEX,official_tpex
3628,盈正,其他電子業,TPEX,official_tpex
3629,地心引力,文化創意業,TPEX,official_tpex
3630,新鉅科,光電業,TPEX,official_tpex
3631,晟楠,電子零組件業,TPEX,official_tpex
3632,研勤,通信網路業,TPEX,official_tpex
3646,艾恩特,電子零組件業,TPEX,official_tpex
3663,鑫科,其他電子業,TPEX,official_tpex
3664,安瑞-KY,通信網路業,TPEX,official_tpex
3666,光耀,光電業,TPEX,official_tpex
3672,康聯訊,通信網路業,TPEX,official_tpex
3675,德微,半導體業,TPEX,official_tpex
3680,家登,半導體業,TPEX,official_tpex
3684,榮昌,通信網路業,TPEX,official_tpex
3685,元創精密,電機機械,TPEX,official_tpex
3687,歐買尬,數位雲端,TPEX,official_tpex
3689,湧德,電子零組件業,TPEX,official_tpex
3691,碩禾,光電業,TPEX,official_tpex
3693,營邦,電腦及週邊設備業,TPEX,official_tpex
3707,漢磊,半導體業,TPEX,official_tpex
3709,鑫聯大投控,電腦及週邊設備業,TPEX,official_tpex
3710,連展投控,電子零組件業,TPEX,official_tpex
3713,新晶投控,綠能環保,TPEX,official_tpex
4102,永日,生技醫療業,TPEX,official_tpex
4105,東洋,生技醫療業,TPEX,official_tpex
4107,邦特,生技醫療業,TPEX,official_tpex
4109,加捷生醫,生技醫療業,TPEX,official_tpex
4111,濟生,生技醫療業,TPEX,official_tpex
4113,聯上,建材營造,TPEX,official_tpex
4114,健喬,生技醫療業,TPEX,official_tpex
4116,明基醫,生技醫療業,TPEX,official_tpex
4120,友華,生技醫療業,TPEX,official_tpex
4121,優盛,生技醫療業,TPEX,official_tpex
4123,晟德,生技醫療業,TPEX,official_tpex
4126,太醫,生技醫療業,TPEX,official_tpex
4127,天良,生技醫療業,TPEX,official_tpex
4128,中天,生技醫療業,TPEX,official_tpex
4129,聯合,生技醫療業,TPEX,official_tpex
4130,健亞,生技醫療業,TPEX,official_tpex
4131,浩泰,生技醫療業,TPEX,official_tpex
4138,曜亞,生技醫療業,TPEX,official_tpex
4139,馬光-KY,生技醫療業,TPEX,official_tpex
4147,中裕,生技醫療業,TPEX,official_tpex
4153,鈺緯,生技醫療業,TPEX,official_tpex
4154,樂威科-KY,其他業,TPEX,official_tpex
4157,太景*-KY,生技醫療業,TPEX,official_tpex
4160,訊聯基因,生技醫療業,TPEX,official_tpex
4161,聿新科,生技醫療業,TPEX,official_tpex
4162,智擎,生技醫療業,TPEX,official_tpex
4163,鐿鈦,生技醫療業,TPEX,official_tpex
4166,友霖,生技醫療業,TPEX,official_tpex
4167,松瑞藥,生技醫療業,TPEX,official_tpex
4168,醣聯,生技醫療業,TPEX,official_tpex
4171,瑞基,農業科技,TPEX,official_tpex
4173,久裕,生技醫療業,TPEX,official_tpex
4174,浩鼎,生技醫療業,TPEX,official_tpex
4175,杏一,生技醫療業,TPEX,official_tpex
4183,福永生技,生技醫療業,TPEX,official_tpex
4188,安克,生技醫療業,TPEX,official_tpex
4192,杏國,生技醫療業,TPEX,official_tpex
4198,欣大健康,生技醫療業,TPEX,official_tpex
4205,中華食,食品工業,TPEX,official_tpex
4207,環泰,食品工業,TPEX,official_tpex
4303,信立,塑膠工業,TPEX,official_tpex
4304,勝昱,塑膠工業,TPEX,official_tpex
4305,世坤,塑膠工業,TPEX,official_tpex
4401,東隆興,紡織纖維,TPEX,official_tpex
4402,郡都開發,紡織纖維,TPEX,official_tpex
4406,新昕纖,紡織纖維,TPEX,official_tpex
4413,飛寶企業,紡織纖維,TPEX,official_tpex
4416,三圓,建材營造,TPEX,official_tpex
4417,金洲,紡織纖維,TPEX,official_tpex
4419,皇家美食,觀光餐旅,TPEX,official_tpex
4420,光明,紡織纖維,TPEX,official_tpex
4430,耀億,其他業,TPEX,official_tpex
4432,銘旺實,紡織纖維,TPEX,official_tpex
4433,興采,紡織纖維,TPEX,official_tpex
4442,竣邦-KY,紡織纖維,TPEX,official_tpex
4502,健信,電機機械,TPEX,official_tpex
4503,金雨,電機機械,TPEX,official_tpex
4506,崇友,電機機械,TPEX,official_tpex
4510,高鋒,電機機械,TPEX,official_tpex
4513,福裕,電機機械,TPEX,official_tpex
4523,永彰,電機機械,TPEX,official_tpex
4527,方方土霖,電機機械,TPEX,official_tpex
4528,江興鍛,電機機械,TPEX,official_tpex
4529,淳紳,其他業,TPEX,official_tpex
4530,宏易,觀光餐旅,TPEX,official_tpex
4533,協易機,電機機械,TPEX,official_tpex
4534,慶騰,電機機械,TPEX,official_tpex
4535,至興,電機機械,TPEX,official_tpex
4538,大詠城,電機機械,TPEX,official_tpex
4541,晟田,其他業,TPEX,official_tpex
4542,科嶠,電子零組件業,TPEX,official_tpex
4543,萬在,電機機械,TPEX,official_tpex
4549,桓達,電機機械,TPEX,official_tpex
4550,長佳,電機機械,TPEX,official_tpex
4554,橙的,其他電子業,TPEX,official_tpex
4556,旭然,其他業,TPEX,official_tpex
4558,寶緯,電機機械,TPEX,official_tpex
4561,健椿,電機機械,TPEX,official_tpex
4563,百德,電機機械,TPEX,official_tpex
4568,科際精密,電機機械,TPEX,official_tpex
4577,達航科技,其他電子業,TPEX,official_tpex
4580,捷流閥業,電機機械,TPEX,official_tpex
4584,君帆,電機機械,TPEX,official_tpex
4609,唐鋒,居家生活,TPEX,official_tpex
4702,中美實,居家生活,TPEX,official_tpex
4706,大恭,化學工業,TPEX,official_tpex
4707,磐亞,化學工業,TPEX,official_tpex
4711,永純,化學工業,TPEX,official_tpex
4714,永捷,化學工業,TPEX,official_tpex
4716,大立,化學工業,TPEX,official_tpex
4721,美琪瑪,化學工業,TPEX,official_tpex
4726,永昕,生技醫療業,TPEX,official_tpex
4728,雙美,生技醫療業,TPEX,official_tpex
4729,熒茂,光電業,TPEX,official_tpex
4735,豪展,生技醫療業,TPEX,official_tpex
4741,泓瀚,化學工業,TPEX,official_tpex
4743,合一,生技醫療業,TPEX,official_tpex
4744,皇將,生技醫療業,TPEX,official_tpex
4745,合富-KY,生技醫療業,TPEX,official_tpex
4747,強生製藥,生技醫療業,TPEX,official_tpex
4749,新應材,半導體業,TPEX,official_tpex
4754,國碳科,化學工業,TPEX,official_tpex
4760,勤凱科技,其他電子業,TPEX,official_tpex
4767,誠泰科技,化學工業,TPEX,official_tpex
4768,晶呈科技,化學工業,TPEX,official_tpex
4772,台特化,化學工業,TPEX,official_tpex
4804,大略-KY,觀光餐旅,TPEX,official_tpex
4806,桂田文創,文化創意業,TPEX,official_tpex
4903,聯光通,通信網路業,TPEX,official_tpex
4905,台聯電,生技醫療業,TPEX,official_tpex
4907,富宇,建材營造,TPEX,official_tpex
4908,前鼎,通信網路業,TPEX,official_tpex
4909,新復興,通信網路業,TPEX,official_tpex
4911,德英,生技醫療業,TPEX,official_tpex
4923,力士,半導體業,TPEX,official_tpex
4924,欣厚-KY,綠能環保,TPEX,official_tpex
4931,新盛力,電腦及週邊設備業,TPEX,official_tpex
4933,友輝,光電業,TPEX,official_tpex
4939,亞電,電子零組件業,TPEX,official_tpex
4946,辣椒,文化創意業,TPEX,official_tpex
4950,金耘國際,鋼鐵工業,TPEX,official_tpex
4951,精拓科,半導體業,TPEX,official_tpex
4953,緯致,資訊服務業,TPEX,official_tpex
4966,譜瑞-KY,半導體業,TPEX,official_tpex
4971,IET-KY,半導體業,TPEX,official_tpex
4972,湯石照明,光電業,TPEX,official_tpex
4973,廣穎電通,半導體業,TPEX,official_tpex
4974,亞泰,電子零組件業,TPEX,official_tpex
4979,華星光,通信網路業,TPEX,official_tpex
4991,環宇-KY,半導體業,TPEX,official_tpex
4995,晶達,光電業,TPEX,official_tpex
5009,榮剛,鋼鐵工業,TPEX,official_tpex
5011,久陽,鋼鐵工業,TPEX,official_tpex
5013,強新,鋼鐵工業,TPEX,official_tpex
5014,建錩,鋼鐵工業,TPEX,official_tpex
5015,華祺,鋼鐵工業,TPEX,official_tpex
5016,松和,鋼鐵工業,TPEX,official_tpex
5201,凱衛,資訊服務業,TPEX,official_tpex
5202,力新,資訊服務業,TPEX,official_tpex
5205,中茂,綠能環保,TPEX,official_tpex
5206,坤悅,建材營造,TPEX,official_tpex
5209,新鼎,其他業,TPEX,official_tpex
5210,寶碩,資訊服務業,TPEX,official_tpex
5211,蒙恬,資訊服務業,TPEX,official_tpex
5212,凌網,資訊服務業,TPEX,official_tpex
5213,亞昕,建材營造,TPEX,official_tpex
5220,萬達光電,光電業,TPEX,official_tpex
5223,安力-KY,電腦及週邊設備業,TPEX,official_tpex
5227,立凱-KY,電子零組件業,TPEX,official_tpex
5228,鈺鎧,電子零組件業,TPEX,official_tpex
5230,雷笛克光學,光電業,TPEX,official_tpex
5236,凌陽創新,半導體業,TPEX,official_tpex
5245,智晶,光電業,TPEX,official_tpex
5251,天鉞電,光電業,TPEX,official_tpex
5263,智崴,文化創意業,TPEX,official_tpex
5272,笙科,半導體業,TPEX,official_tpex
5274,信驊,半導體業,TPEX,official_tpex
5276,達輝-KY,其他業,TPEX,official_tpex
5278,尚凡*,數位雲端,TPEX,official_tpex
5287,數字,數位雲端,TPEX,official_tpex
5289,宜鼎,電腦及週邊設備業,TPEX,official_tpex
5291,邑昇,電子零組件業,TPEX,official_tpex
5299,杰力,半導體業,TPEX,official_tpex
5301,寶得利,觀光餐旅,TPEX,official_tpex
5302,太欣,半導體業,TPEX,official_tpex
5309,系統電,電子零組件業,TPEX,official_tpex
5310,天剛,資訊服務業,TPEX,official_tpex
5312,寶島科,生技醫療業,TPEX,official_tpex
5314,世紀*,其他業,TPEX,official_tpex
5315,光聯,光電業,TPEX,official_tpex
5321,美而快,數位雲端,TPEX,official_tpex
5324,士開,建材營造,TPEX,official_tpex
5328,華容,電子零組件業,TPEX,official_tpex
5340,建榮,電子零組件業,TPEX,official_tpex
5344,立衛,半導體業,TPEX,official_tpex
5345,馥鴻,其他業,TPEX,official_tpex
5347,世界,半導體業,TPEX,official_tpex
5348,正能量智能,運動休閒,TPEX,official_tpex
5351,鈺創,半導體業,TPEX,official_tpex
5353,台林,通信網路業,TPEX,official_tpex
5355,佳總,電子零組件業,TPEX,official_tpex
5356,協益,電腦及週邊設備業,TPEX,official_tpex
5364,力麗店,觀光餐旅,TPEX,official_tpex
5371,中光電,光電業,TPEX,official_tpex
5381,光譜,電機機械,TPEX,official_tpex
5386,青雲,電腦及週邊設備業,TPEX,official_tpex
5392,能率,光電業,TPEX,official_tpex
5398,慕康生醫,其他業,TPEX,official_tpex
5403,中菲,資訊服務業,TPEX,official_tpex
5410,國眾,資訊服務業,TPEX,official_tpex
5425,台半,半導體業,TPEX,official_tpex
5426,振發,電腦及週邊設備業,TPEX,official_tpex
5432,新門,綠能環保,TPEX,official_tpex
5438,東友,電腦及週邊設備業,TPEX,official_tpex
5439,高技,電子零組件業,TPEX,official_tpex
5443,均豪,半導體業,TPEX,official_tpex
5450,南良,其他業,TPEX,official_tpex
5452,佶優,其他電子業,TPEX,official_tpex
5455,昇益,建材營造,TPEX,official_tpex
5457,宣德,電子零組件業,TPEX,official_tpex
5460,同協,電子零組件業,TPEX,official_tpex
5464,霖宏,電子零組件業,TPEX,official_tpex
5465,富驊,電腦及週邊設備業,TPEX,official_tpex
5468,凱鈺,半導體業,TPEX,official_tpex
5474,聰泰,電腦及週邊設備業,TPEX,official_tpex
5475,德宏,電子零組件業,TPEX,official_tpex
5478,智冠,文化創意業,TPEX,official_tpex
5481,新華,其他業,TPEX,official_tpex
5483,中美晶,半導體業,TPEX,official_tpex
5487,通泰,半導體業,TPEX,official_tpex
5488,松普,電子零組件業,TPEX,official_tpex
5489,彩富,其他電子業,TPEX,official_tpex
5490,同亨,電腦及週邊設備業,TPEX,official_tpex
5493,三聯,其他電子業,TPEX,official_tpex
5498,凱崴,電子零組件業,TPEX,official_tpex
5508,永信建,建材營造,TPEX,official_tpex
5511,德昌,建材營造,TPEX,official_tpex
5512,力麒,建材營造,TPEX,official_tpex
5514,三豐,建材營造,TPEX,official_tpex
5516,雙喜,建材營造,TPEX,official_tpex
5520,力泰,建材營造,TPEX,official_tpex
5523,豐謙,建材營造,TPEX,official_tpex
5529,鉅陞,建材營造,TPEX,official_tpex
5530,龍巖,其他業,TPEX,official_tpex
5536,聖暉*,其他電子業,TPEX,official_tpex
5543,桓鼎-KY,建材營造,TPEX,official_tpex
5547,久舜,建材營造,TPEX,official_tpex
5548,安倉,建材營造,TPEX,official_tpex
5601,台聯櫃,航運業,TPEX,official_tpex
5603,陸海,航運業,TPEX,official_tpex
5604,中連,其他業,TPEX,official_tpex
5609,中菲行,航運業,TPEX,official_tpex
5701,劍湖山,觀光餐旅,TPEX,official_tpex
5703,亞都麗緻,觀光餐旅,TPEX,official_tpex
5704,老爺知,觀光餐旅,TPEX,official_tpex
5864,致和證,金融保險業,TPEX,official_tpex
5878,台名,金融保險業,TPEX,official_tpex
5902,德記,居家生活,TPEX,official_tpex
5903,全家,居家生活,TPEX,official_tpex
5904,寶雅,居家生活,TPEX,official_tpex
5905,南仁湖,觀光餐旅,TPEX,official_tpex
6015,宏遠證,金融保險業,TPEX,official_tpex
6016,康和證,金融保險業,TPEX,official_tpex
6020,大展證,金融保險業,TPEX,official_tpex
6021,美好證,金融保險業,TPEX,official_tpex
6023,元大期貨,金融保險業,TPEX,official_tpex
6026,福邦證,金融保險業,TPEX,official_tpex
6028,公勝保經,金融保險業,TPEX,official_tpex
6101,寬魚國際,文化創意業,TPEX,official_tpex
6103,合邦,半導體業,TPEX,official_tpex
6104,創惟,半導體業,TPEX,official_tpex
6109,亞元,通信網路業,TPEX,official_tpex
6111,光聚晶電,文化創意業,TPEX,official_tpex
6113,亞矽,電子通路業,TPEX,official_tpex
6114,久威,電子零組件業,TPEX,official_tpex
6118,建達,電子通路業,TPEX,official_tpex
6121,新普,電腦及週邊設備業,TPEX,official_tpex
6122,擎邦,電機機械,TPEX,official_tpex
6123,上奇,資訊服務業,TPEX,official_tpex
6124,業強,電子零組件業,TPEX,official_tpex
6125,廣運,電機機械,TPEX,official_tpex
6126,信音,電子零組件業,TPEX,official_tpex
6127,九豪,電子零組件業,TPEX,official_tpex
6129,普誠,半導體業,TPEX,official_tpex
6130,上亞科技,生技醫療業,TPEX,official_tpex
6134,萬旭,電子零組件業,TPEX,official_tpex
6138,茂達,半導體業,TPEX,official_tpex
6140,訊達電腦,資訊服務業,TPEX,official_tpex
6143,振曜,通信網路業,TPEX,official_tpex
6144,得利影,文化創意業,TPEX,official_tpex
6146,耕興,其他電子業,TPEX,official_tpex
6147,頎邦,半導體業,TPEX,official_tpex
6148,驊宏資,資訊服務業,TPEX,official_tpex
6150,撼訊,電腦及週邊設備業,TPEX,official_tpex
6151,晉倫,其他電子業,TPEX,official_tpex
6154,順發,電子通路業,TPEX,official_tpex
6156,松上,電子零組件業,TPEX,official_tpex
6158,禾昌,電子零組件業,TPEX,official_tpex
6160,欣技,電腦及週邊設備業,TPEX,official_tpex
6161,捷波,電腦及週邊設備業,TPEX,official_tpex
6163,華電網,資訊服務業,TPEX,official_tpex
6167,久正,光電業,TPEX,official_tpex
6169,昱泉,文化創意業,TPEX,official_tpex
6170,統振,通信網路業,TPEX,official_tpex
6171,大城地產,建材營造,TPEX,official_tpex
6173,信昌電,電子零組件業,TPEX,official_tpex
6174,安碁,電子零組件業,TPEX,official_tpex
6175,立敦,電子零組件業,TPEX,official_tpex
6179,亞通,其他業,TPEX,official_tpex
6180,橘子,文化創意業,TPEX,official_tpex
6182,合晶,半導體業,TPEX,official_tpex
6185,幃翔,電子零組件業,TPEX,official_tpex
6186,新潤,建材營造,TPEX,official_tpex
6187,萬潤,半導體業,TPEX,official_tpex
6188,廣明,電腦及週邊設備業,TPEX,official_tpex
6190,萬泰科,通信網路業,TPEX,official_tpex
6194,育富,電子零組件業,TPEX,official_tpex
6195,詩肯,居家生活,TPEX,official_tpex
6198,瑞築,建材營造,TPEX,official_tpex
6199,天品,其他業,TPEX,official_tpex
6203,海韻電,電子零組件業,TPEX,official_tpex
6204,艾華,電子零組件業,TPEX,official_tpex
6207,雷科,電子零組件業,TPEX,official_tpex
6208,日揚,半導體業,TPEX,official_tpex
6210,慶生,電子零組件業,TPEX,official_tpex
6212,理銘,建材營造,TPEX,official_tpex
6217,中探針,電子零組件業,TPEX,official_tpex
6218,豪勉,通信網路業,TPEX,official_tpex
6219,富旺,建材營造,TPEX,official_tpex
6220,岳豐,電子零組件業,TPEX,official_tpex
6221,晉泰,資訊服務業,TPEX,official_tpex
6222,立軒,光電業,TPEX,official_tpex
6223,旺矽,半導體業,TPEX,official_tpex
6227,茂綸,電子通路業,TPEX,official_tpex
6228,全譜,電腦及週邊設備業,TPEX,official_tpex
6229,研通,半導體業,TPEX,official_tpex
6231,系微,資訊服務業,TPEX,official_tpex
6233,旺玖,半導體業,TPEX,official_tpex
6234,高僑,光電業,TPEX,official_tpex
6236,中湛,數位雲端,TPEX,official_tpex
6237,驊訊,半導體業,TPEX,official_tpex
6240,松崗,資訊服務業,TPEX,official_tpex
6241,鑫永洋,通信網路業,TPEX,official_tpex
6242,立康,生技醫療業,TPEX,official_tpex
6244,茂迪,光電業,TPEX,official_tpex
