date,source_tdcc_dataset_id,stock_id,stock_name,market,close,volume,start_day_volume_ratio_vs_prev20,start_5d_avg_volume_ratio_vs_prev20,return_5d_pct,return_10d_pct,return_20d_pct,rsi14,macd_hist,bb_width_pct_rank_120d,latest_theme_status_group,latest_theme_final_status,latest_theme_volume_attack_status,tdcc_available,tdcc_all_thresholds_up,tdcc_high_thresholds_up,tdcc_high_up_streak,tdcc_high_change_sum,derived_market_regime,market_abnormal_status,market_abnormal_risk_level,is_disposition,is_attention,is_periodic_trading,disposition_period,execution_risk_note,matched_rules,best_d5_rule,best_d5_hit_rate_pct,best_d5_sample_status,best_d10_rule,best_d10_hit_rate_pct,best_d10_sample_status,best_d20_rule,best_d20_hit_rate_pct,best_d20_sample_status,model_effect_allowed,core_weight_change_allowed,research_caveat,research_priority
20260717,tdcc-20260717-98c564c5bc4ab725,8383,,TPEx,89.0,15324000.0,3.37,3.07,27.69,41.49,48.09,78.86,2.8067,0.93,mainstream_overheated,mainstream_overheated,unlabeled,True,True,True,1.0,6.62,,disposition;attention,D_disposition_or_periodic,True,True,False,1150720~1150731,處置/分盤或注意交易標的；短線回測需獨立分層，實際進出可能受撮合、保證金或流動性影響。,mainstream_overheated__vol2__ret1w10_30_ret2w20_50__tdcc_high_up; mainstream_overheated__vol2__ret2w20_50__tdcc_high_up; mainstream_overheated__vol2__tdcc_high_sum_pos; mainstream_overheated__vol2__tdcc_all_up; mainstream_overheated__vol2__tdcc_high_up; mainstream_overheated__vol2__tdcc_streak1,mainstream_overheated__vol2__ret1w10_30_ret2w20_50__tdcc_high_up,39.55,provisional_latest_theme_label,mainstream_overheated__vol2__ret1w10_30_ret2w20_50__tdcc_high_up,54.48,provisional_latest_theme_label,mainstream_overheated__vol2__ret1w10_30_ret2w20_50__tdcc_high_up,64.18,provisional_latest_theme_label,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; latest_theme_label_provisional,A_research_watch
20260717,tdcc-20260717-98c564c5bc4ab725,8039,,TWSE,192.5,57744349.0,4.72,2.89,25.0,30.07,31.85,75.94,5.4467,0.94,mainstream_overheated,mainstream_overheated,unlabeled,True,True,True,2.0,19.93,weak_or_correction,normal,A_normal,False,False,False,,,mainstream_overheated__vol2__ret1w10_30_ret2w20_50__tdcc_high_up; mainstream_overheated__vol2__ret2w20_50__tdcc_high_up; mainstream_overheated__vol2__tdcc_high_sum_pos; mainstream_overheated__vol2__tdcc_all_up; mainstream_overheated__vol2__tdcc_high_up; mainstream_overheated__vol2__tdcc_streak1,mainstream_overheated__vol2__ret1w10_30_ret2w20_50__tdcc_high_up,39.55,provisional_latest_theme_label,mainstream_overheated__vol2__ret1w10_30_ret2w20_50__tdcc_high_up,54.48,provisional_latest_theme_label,mainstream_overheated__vol2__ret1w10_30_ret2w20_50__tdcc_high_up,64.18,provisional_latest_theme_label,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; latest_theme_label_provisional,A_research_watch
20260717,tdcc-20260717-98c564c5bc4ab725,3685,,TPEx,38.05,1928000.0,1.81,2.69,23.74,31.89,23.14,76.85,1.0867,1.0,mainstream_overheated,mainstream_overheated,unlabeled,True,True,True,1.0,1.2,,attention,C_attention,False,True,False,,處置/分盤或注意交易標的；短線回測需獨立分層，實際進出可能受撮合、保證金或流動性影響。,mainstream_overheated__vol2__ret1w10_30_ret2w20_50__tdcc_high_up; mainstream_overheated__vol2__ret2w20_50__tdcc_high_up; mainstream_overheated__vol2__tdcc_high_sum_pos; mainstream_overheated__vol2__tdcc_all_up; mainstream_overheated__vol2__tdcc_high_up; mainstream_overheated__vol2__tdcc_streak1,mainstream_overheated__vol2__ret1w10_30_ret2w20_50__tdcc_high_up,39.55,provisional_latest_theme_label,mainstream_overheated__vol2__ret1w10_30_ret2w20_50__tdcc_high_up,54.48,provisional_latest_theme_label,mainstream_overheated__vol2__ret1w10_30_ret2w20_50__tdcc_high_up,64.18,provisional_latest_theme_label,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; latest_theme_label_provisional,A_research_watch
20260717,tdcc-20260717-98c564c5bc4ab725,4534,,TPEx,41.7,7187000.0,3.79,2.09,24.11,22.29,23.92,79.41,0.7831,0.64,mainstream_overheated,mainstream_overheated,unlabeled,True,True,True,7.0,2.76,,normal,A_normal,False,False,False,,,mainstream_overheated__vol2__ret1w10_30_ret2w20_50__tdcc_high_up; mainstream_overheated__vol2__ret2w20_50__tdcc_high_up; mainstream_overheated__vol2__tdcc_high_sum_pos; mainstream_overheated__vol2__tdcc_all_up; mainstream_overheated__vol2__tdcc_high_up; mainstream_overheated__vol2__tdcc_streak1,mainstream_overheated__vol2__ret1w10_30_ret2w20_50__tdcc_high_up,39.55,provisional_latest_theme_label,mainstream_overheated__vol2__ret1w10_30_ret2w20_50__tdcc_high_up,54.48,provisional_latest_theme_label,mainstream_overheated__vol2__ret1w10_30_ret2w20_50__tdcc_high_up,64.18,provisional_latest_theme_label,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; latest_theme_label_provisional,A_research_watch
20260717,tdcc-20260717-98c564c5bc4ab725,1517,,TWSE,12.15,12510836.0,21.68,6.21,13.55,14.62,14.62,74.36,0.1334,0.88,mainstream_overheated,mainstream_overheated,unlabeled,True,True,True,1.0,0.73,weak_or_correction,normal,A_normal,False,False,False,,,mainstream_overheated__vol2__tdcc_high_sum_pos; mainstream_overheated__vol2__tdcc_all_up; mainstream_overheated__vol2__tdcc_high_up; mainstream_overheated__vol2__tdcc_streak1; all_stock__vol2__tdcc_all_up; all_stock__vol2__tdcc_high_up,mainstream_overheated__vol2__tdcc_all_up,34.62,provisional_latest_theme_label,mainstream_overheated__vol2__tdcc_high_sum_pos,47.65,provisional_latest_theme_label,mainstream_overheated__vol2__tdcc_all_up,59.62,provisional_latest_theme_label,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; latest_theme_label_provisional,A_research_watch
20260717,tdcc-20260717-98c564c5bc4ab725,3033,,TWSE,48.8,27583986.0,2.37,2.82,-1.61,-3.17,-0.2,49.39,0.0433,0.58,mainstream_overheated,mainstream_overheated,unlabeled,True,True,True,5.0,5.23,weak_or_correction,normal,A_normal,False,False,False,,,mainstream_overheated__vol2__tdcc_high_sum_pos; mainstream_overheated__vol2__tdcc_all_up; mainstream_overheated__vol2__tdcc_high_up; mainstream_overheated__vol2__tdcc_streak1; all_stock__vol2__tdcc_all_up; all_stock__vol2__tdcc_high_up,mainstream_overheated__vol2__tdcc_all_up,34.62,provisional_latest_theme_label,mainstream_overheated__vol2__tdcc_high_sum_pos,47.65,provisional_latest_theme_label,mainstream_overheated__vol2__tdcc_all_up,59.62,provisional_latest_theme_label,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; latest_theme_label_provisional,A_research_watch
20260717,tdcc-20260717-98c564c5bc4ab725,4939,,TPEx,60.2,32107000.0,4.55,2.12,6.36,-1.79,-7.1,49.36,-0.4753,0.13,mainstream_overheated,mainstream_overheated,unlabeled,True,True,True,2.0,9.02,,normal,A_normal,False,False,False,,,mainstream_overheated__vol2__tdcc_high_sum_pos; mainstream_overheated__vol2__tdcc_all_up; mainstream_overheated__vol2__tdcc_high_up; mainstream_overheated__vol2__tdcc_streak1; all_stock__vol2__tdcc_all_up; all_stock__vol2__tdcc_high_up,mainstream_overheated__vol2__tdcc_all_up,34.62,provisional_latest_theme_label,mainstream_overheated__vol2__tdcc_high_sum_pos,47.65,provisional_latest_theme_label,mainstream_overheated__vol2__tdcc_all_up,59.62,provisional_latest_theme_label,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; latest_theme_label_provisional,A_research_watch
20260717,tdcc-20260717-98c564c5bc4ab725,2527,,TWSE,48.1,3693888.0,2.34,2.06,12.91,17.32,23.65,66.96,0.5817,0.88,mainstream_overheated,mainstream_overheated,unlabeled,True,True,True,4.0,1.65,weak_or_correction,normal,A_normal,False,False,False,,,mainstream_overheated__vol2__tdcc_high_sum_pos; mainstream_overheated__vol2__tdcc_all_up; mainstream_overheated__vol2__tdcc_high_up; mainstream_overheated__vol2__tdcc_streak1; all_stock__vol2__tdcc_all_up; all_stock__vol2__tdcc_high_up,mainstream_overheated__vol2__tdcc_all_up,34.62,provisional_latest_theme_label,mainstream_overheated__vol2__tdcc_high_sum_pos,47.65,provisional_latest_theme_label,mainstream_overheated__vol2__tdcc_all_up,59.62,provisional_latest_theme_label,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; latest_theme_label_provisional,A_research_watch
20260717,tdcc-20260717-98c564c5bc4ab725,8050,,TPEx,57.2,2170000.0,1.56,2.19,-1.72,5.54,4.19,63.54,0.2624,0.8,mainstream_overheated,mainstream_overheated,unlabeled,True,False,False,0.0,0.3,,normal,A_normal,False,False,False,,,mainstream_overheated__vol2__tdcc_high_sum_pos,mainstream_overheated__vol2__tdcc_high_sum_pos,34.43,provisional_latest_theme_label,mainstream_overheated__vol2__tdcc_high_sum_pos,47.65,provisional_latest_theme_label,mainstream_overheated__vol2__tdcc_high_sum_pos,58.43,provisional_latest_theme_label,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; latest_theme_label_provisional,A_research_watch
20260717,tdcc-20260717-98c564c5bc4ab725,8421,,TPEx,15.3,673000.0,1.41,3.51,8.9,17.24,13.33,67.16,0.298,1.0,unlabeled,unlabeled,unlabeled,True,True,True,1.0,1.12,,normal,A_normal,False,False,False,,,all_stock__vol2__tdcc_all_up; all_stock__vol2__tdcc_high_up,all_stock__vol2__tdcc_all_up,25.49,ok_initial_sample,all_stock__vol2__tdcc_all_up,35.25,ok_initial_sample,all_stock__vol2__tdcc_all_up,43.21,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,C_short_term_watch
