stock_id,stock_name,theme,rows,start_date,end_date,file_path
1301,台塑,,10,20260430,20260703,data/tdcc_stock_history/1301.csv
1303,南亞,,10,20260430,20260703,data/tdcc_stock_history/1303.csv
1304,台聚,,33,20251121,20260709,data/tdcc_stock_history/1304.csv
1305,華夏,,32,20251121,20260703,data/tdcc_stock_history/1305.csv
1307,三芳,,10,20260430,20260703,data/tdcc_stock_history/1307.csv
1308,亞聚,,32,20251121,20260703,data/tdcc_stock_history/1308.csv
1309,台達化,,10,20260430,20260703,data/tdcc_stock_history/1309.csv
1310,台苯,,10,20260430,20260703,data/tdcc_stock_history/1310.csv
1312,國喬,,10,20260430,20260703,data/tdcc_stock_history/1312.csv
1313,聯成,,10,20260430,20260703,data/tdcc_stock_history/1313.csv
1314,中石化,,10,20260430,20260703,data/tdcc_stock_history/1314.csv
1315,達新,,10,20260430,20260703,data/tdcc_stock_history/1315.csv
1316,上曜,,10,20260430,20260703,data/tdcc_stock_history/1316.csv
1319,東陽,,32,20251121,20260703,data/tdcc_stock_history/1319.csv
1321,大洋,,10,20260430,20260703,data/tdcc_stock_history/1321.csv
1323,永裕,,33,20251121,20260709,data/tdcc_stock_history/1323.csv
1324,地球,,10,20260430,20260703,data/tdcc_stock_history/1324.csv
1325,恆大,,33,20251121,20260709,data/tdcc_stock_history/1325.csv
1326,台化,,10,20260430,20260703,data/tdcc_stock_history/1326.csv
1336,台翰,,10,20260430,20260703,data/tdcc_stock_history/1336.csv
1337,再生-KY,,10,20260430,20260703,data/tdcc_stock_history/1337.csv
1338,廣華-KY,,10,20260430,20260703,data/tdcc_stock_history/1338.csv
1339,昭輝,,11,20260430,20260709,data/tdcc_stock_history/1339.csv
1340,勝悅-KY,,10,20260430,20260703,data/tdcc_stock_history/1340.csv
1341,富林-KY,,10,20260430,20260703,data/tdcc_stock_history/1341.csv
1342,八貫,,10,20260430,20260703,data/tdcc_stock_history/1342.csv
1402,遠東新,,33,20251121,20260709,data/tdcc_stock_history/1402.csv
1409,新纖,,32,20251121,20260703,data/tdcc_stock_history/1409.csv
1410,南染,,33,20251121,20260709,data/tdcc_stock_history/1410.csv
1413,宏洲,,10,20260430,20260703,data/tdcc_stock_history/1413.csv
1414,東和,,32,20251121,20260703,data/tdcc_stock_history/1414.csv
1416,廣豐,,10,20260430,20260703,data/tdcc_stock_history/1416.csv
1417,嘉裕,,10,20260430,20260703,data/tdcc_stock_history/1417.csv
1418,東華,,10,20260430,20260703,data/tdcc_stock_history/1418.csv
1419,新紡,,10,20260430,20260703,data/tdcc_stock_history/1419.csv
1423,利華,,11,20260430,20260709,data/tdcc_stock_history/1423.csv
1432,大魯閣,,10,20260430,20260703,data/tdcc_stock_history/1432.csv
1434,福懋,,10,20260430,20260703,data/tdcc_stock_history/1434.csv
1435,中福,,10,20260430,20260703,data/tdcc_stock_history/1435.csv
1436,華友聯,,10,20260430,20260703,data/tdcc_stock_history/1436.csv
1437,勤益控,,11,20260430,20260709,data/tdcc_stock_history/1437.csv
1438,三地開發,,32,20251121,20260703,data/tdcc_stock_history/1438.csv
1439,雋揚,,10,20260430,20260703,data/tdcc_stock_history/1439.csv
1440,南紡,,10,20260430,20260703,data/tdcc_stock_history/1440.csv
1441,大東,,10,20260430,20260703,data/tdcc_stock_history/1441.csv
1442,名軒,,11,20260430,20260709,data/tdcc_stock_history/1442.csv
1443,立益物流,,32,20251121,20260703,data/tdcc_stock_history/1443.csv
1444,力麗,,10,20260430,20260703,data/tdcc_stock_history/1444.csv
1445,大宇,,10,20260430,20260703,data/tdcc_stock_history/1445.csv
1446,宏和,,10,20260430,20260703,data/tdcc_stock_history/1446.csv
1447,力鵬,,32,20251121,20260703,data/tdcc_stock_history/1447.csv
1449,佳和,,10,20260430,20260703,data/tdcc_stock_history/1449.csv
1451,年興,,10,20260430,20260703,data/tdcc_stock_history/1451.csv
1452,宏益,,32,20251121,20260703,data/tdcc_stock_history/1452.csv
1453,大將,,10,20260430,20260703,data/tdcc_stock_history/1453.csv
1454,台富,,10,20260430,20260703,data/tdcc_stock_history/1454.csv
1455,集盛,,32,20251121,20260703,data/tdcc_stock_history/1455.csv
1456,怡華,,10,20260430,20260703,data/tdcc_stock_history/1456.csv
1457,宜進,,11,20260430,20260709,data/tdcc_stock_history/1457.csv
1459,聯發,,10,20260430,20260703,data/tdcc_stock_history/1459.csv
1460,宏遠,,32,20251121,20260703,data/tdcc_stock_history/1460.csv
1463,強盛新,,10,20260430,20260703,data/tdcc_stock_history/1463.csv
1464,得力,,11,20260430,20260709,data/tdcc_stock_history/1464.csv
1465,偉全,,10,20260430,20260703,data/tdcc_stock_history/1465.csv
1466,聚隆,,10,20260430,20260703,data/tdcc_stock_history/1466.csv
1467,南緯,,32,20251121,20260703,data/tdcc_stock_history/1467.csv
1468,昶和,,10,20260430,20260703,data/tdcc_stock_history/1468.csv
1470,大統新創,,10,20260430,20260703,data/tdcc_stock_history/1470.csv
1471,首利,,32,20251121,20260703,data/tdcc_stock_history/1471.csv
1472,三洋實業,,10,20260430,20260703,data/tdcc_stock_history/1472.csv
1473,台南,,10,20260430,20260703,data/tdcc_stock_history/1473.csv
1474,弘裕,,33,20251121,20260709,data/tdcc_stock_history/1474.csv
1475,業旺,,10,20260430,20260703,data/tdcc_stock_history/1475.csv
1476,儒鴻,,10,20260430,20260703,data/tdcc_stock_history/1476.csv
1477,聚陽,,10,20260430,20260703,data/tdcc_stock_history/1477.csv
1503,士電,,10,20260430,20260703,data/tdcc_stock_history/1503.csv
1504,東元,,10,20260430,20260703,data/tdcc_stock_history/1504.csv
1506,正道,,10,20260430,20260703,data/tdcc_stock_history/1506.csv
1512,瑞利,,10,20260430,20260703,data/tdcc_stock_history/1512.csv
1513,中興電,,10,20260430,20260703,data/tdcc_stock_history/1513.csv
1514,亞力,,10,20260430,20260703,data/tdcc_stock_history/1514.csv
1515,力山,,10,20260430,20260703,data/tdcc_stock_history/1515.csv
1516,川飛,,10,20260430,20260703,data/tdcc_stock_history/1516.csv
1517,利奇,,10,20260430,20260703,data/tdcc_stock_history/1517.csv
1519,華城,,10,20260430,20260703,data/tdcc_stock_history/1519.csv
1521,大億,,10,20260430,20260703,data/tdcc_stock_history/1521.csv
1522,堤維西,,10,20260430,20260703,data/tdcc_stock_history/1522.csv
1524,耿鼎,,10,20260430,20260703,data/tdcc_stock_history/1524.csv
1525,江申,,10,20260430,20260703,data/tdcc_stock_history/1525.csv
1526,日馳,,10,20260430,20260703,data/tdcc_stock_history/1526.csv
1527,鑽全,,32,20251121,20260703,data/tdcc_stock_history/1527.csv
1528,恩德,,10,20260430,20260703,data/tdcc_stock_history/1528.csv
1529,樂事綠能,,10,20260430,20260703,data/tdcc_stock_history/1529.csv
1530,亞崴,,10,20260430,20260703,data/tdcc_stock_history/1530.csv
1531,高林股,,10,20260430,20260703,data/tdcc_stock_history/1531.csv
1532,勤美,,10,20260430,20260703,data/tdcc_stock_history/1532.csv
1533,車王電,,10,20260430,20260703,data/tdcc_stock_history/1533.csv
1535,中宇,,32,20251121,20260703,data/tdcc_stock_history/1535.csv
1536,和大,,10,20260430,20260703,data/tdcc_stock_history/1536.csv
1537,廣隆,,10,20260430,20260703,data/tdcc_stock_history/1537.csv
1538,正峰,,10,20260430,20260703,data/tdcc_stock_history/1538.csv
1539,巨庭,,10,20260430,20260703,data/tdcc_stock_history/1539.csv
1540,喬福,,10,20260430,20260703,data/tdcc_stock_history/1540.csv
1541,錩泰,,10,20260430,20260703,data/tdcc_stock_history/1541.csv
1558,伸興,,10,20260430,20260703,data/tdcc_stock_history/1558.csv
1560,中砂,,10,20260430,20260703,data/tdcc_stock_history/1560.csv
1563,巧新,,32,20251121,20260703,data/tdcc_stock_history/1563.csv
1565,精華,,10,20260430,20260703,data/tdcc_stock_history/1565.csv
1568,倉佑,,10,20260430,20260703,data/tdcc_stock_history/1568.csv
1569,濱川,,10,20260430,20260703,data/tdcc_stock_history/1569.csv
1570,力肯,,10,20260430,20260703,data/tdcc_stock_history/1570.csv
1580,新麥,,10,20260430,20260703,data/tdcc_stock_history/1580.csv
1582,信錦,,32,20251121,20260703,data/tdcc_stock_history/1582.csv
1583,程泰,,10,20260430,20260703,data/tdcc_stock_history/1583.csv
1584,精剛,,32,20251121,20260703,data/tdcc_stock_history/1584.csv
1586,和勤,,32,20251121,20260703,data/tdcc_stock_history/1586.csv
1587,吉茂,,10,20260430,20260703,data/tdcc_stock_history/1587.csv
1589,永冠-KY,,10,20260430,20260703,data/tdcc_stock_history/1589.csv
1590,亞德客-KY,,10,20260430,20260703,data/tdcc_stock_history/1590.csv
1591,駿吉-KY,,10,20260430,20260703,data/tdcc_stock_history/1591.csv
1593,祺驊,,10,20260430,20260703,data/tdcc_stock_history/1593.csv
1595,川寶,,10,20260430,20260703,data/tdcc_stock_history/1595.csv
1597,直得,,10,20260430,20260703,data/tdcc_stock_history/1597.csv
1598,岱宇,,10,20260430,20260703,data/tdcc_stock_history/1598.csv
1599,宏佳騰,,10,20260430,20260703,data/tdcc_stock_history/1599.csv
1603,華電,,10,20260430,20260703,data/tdcc_stock_history/1603.csv
1604,聲寶,,10,20260430,20260703,data/tdcc_stock_history/1604.csv
1605,華新,,10,20260430,20260703,data/tdcc_stock_history/1605.csv
1608,華榮,,10,20260430,20260703,data/tdcc_stock_history/1608.csv
1609,大亞,,10,20260430,20260703,data/tdcc_stock_history/1609.csv
1611,中電,,10,20260430,20260703,data/tdcc_stock_history/1611.csv
1612,宏泰,,10,20260430,20260703,data/tdcc_stock_history/1612.csv
1614,三洋電,,32,20251121,20260703,data/tdcc_stock_history/1614.csv
1615,大山,,11,20260430,20260709,data/tdcc_stock_history/1615.csv
1616,億泰,,10,20260430,20260703,data/tdcc_stock_history/1616.csv
1617,榮星,,32,20251121,20260703,data/tdcc_stock_history/1617.csv
1618,合機,,10,20260430,20260703,data/tdcc_stock_history/1618.csv
1623,大東電,,10,20260430,20260703,data/tdcc_stock_history/1623.csv
1626,艾美特-KY,,32,20251121,20260703,data/tdcc_stock_history/1626.csv
1702,南僑,,10,20260430,20260703,data/tdcc_stock_history/1702.csv
1707,葡萄王,,10,20260430,20260703,data/tdcc_stock_history/1707.csv
1708,東鹼,,10,20260430,20260703,data/tdcc_stock_history/1708.csv
1709,和益,,33,20251121,20260709,data/tdcc_stock_history/1709.csv
1710,東聯,,10,20260430,20260703,data/tdcc_stock_history/1710.csv
1711,永光,,10,20260430,20260703,data/tdcc_stock_history/1711.csv
1712,興農,,10,20260430,20260703,data/tdcc_stock_history/1712.csv
1713,國化,,10,20260430,20260703,data/tdcc_stock_history/1713.csv
1714,和桐,,10,20260430,20260703,data/tdcc_stock_history/1714.csv
1717,長興,,10,20260430,20260703,data/tdcc_stock_history/1717.csv
1718,中纖,,10,20260430,20260703,data/tdcc_stock_history/1718.csv
1720,生達,,10,20260430,20260703,data/tdcc_stock_history/1720.csv
1721,三晃,,10,20260430,20260703,data/tdcc_stock_history/1721.csv
1722,台肥,,11,20260430,20260709,data/tdcc_stock_history/1722.csv
1723,中碳,,32,20251121,20260703,data/tdcc_stock_history/1723.csv
1725,元禎,,10,20260430,20260703,data/tdcc_stock_history/1725.csv
1726,永記,,10,20260430,20260703,data/tdcc_stock_history/1726.csv
1727,中華化,,10,20260430,20260703,data/tdcc_stock_history/1727.csv
1730,花仙子,,10,20260430,20260703,data/tdcc_stock_history/1730.csv
1731,美吾華,,10,20260430,20260703,data/tdcc_stock_history/1731.csv
1732,毛寶,,10,20260430,20260703,data/tdcc_stock_history/1732.csv
1733,五鼎,,33,20251121,20260709,data/tdcc_stock_history/1733.csv
1734,杏輝,,33,20251121,20260709,data/tdcc_stock_history/1734.csv
1735,日勝化,,10,20260430,20260703,data/tdcc_stock_history/1735.csv
1736,喬山,,10,20260430,20260703,data/tdcc_stock_history/1736.csv
1737,臺鹽,,33,20251121,20260709,data/tdcc_stock_history/1737.csv
1742,台蠟,,10,20260430,20260703,data/tdcc_stock_history/1742.csv
1752,南光,,10,20260430,20260703,data/tdcc_stock_history/1752.csv
1760,寶齡富錦,,32,20251121,20260703,data/tdcc_stock_history/1760.csv
1762,中化生,,10,20260430,20260703,data/tdcc_stock_history/1762.csv
1773,勝一,,10,20260430,20260703,data/tdcc_stock_history/1773.csv
1776,展宇,,10,20260430,20260703,data/tdcc_stock_history/1776.csv
1777,生泰,,10,20260430,20260703,data/tdcc_stock_history/1777.csv
1781,合世,,10,20260430,20260703,data/tdcc_stock_history/1781.csv
1783,和康生,,10,20260430,20260703,data/tdcc_stock_history/1783.csv
1784,訊聯,,11,20260430,20260709,data/tdcc_stock_history/1784.csv
1785,光洋科,,10,20260430,20260703,data/tdcc_stock_history/1785.csv
1786,科妍,,10,20260430,20260703,data/tdcc_stock_history/1786.csv
1788,杏昌,,10,20260430,20260703,data/tdcc_stock_history/1788.csv
1789,神隆,,10,20260430,20260703,data/tdcc_stock_history/1789.csv
1795,美時,,10,20260430,20260703,data/tdcc_stock_history/1795.csv
1796,金穎生技,,10,20260430,20260703,data/tdcc_stock_history/1796.csv
1799,易威,,32,20251121,20260703,data/tdcc_stock_history/1799.csv
1802,台玻,,10,20260430,20260703,data/tdcc_stock_history/1802.csv
1805,寶徠,,32,20251121,20260703,data/tdcc_stock_history/1805.csv
1806,冠軍,,10,20260430,20260703,data/tdcc_stock_history/1806.csv
1808,潤隆,,32,20251121,20260703,data/tdcc_stock_history/1808.csv
1809,中釉,,10,20260430,20260703,data/tdcc_stock_history/1809.csv
1810,和成,,32,20251121,20260703,data/tdcc_stock_history/1810.csv
1813,寶利徠,,10,20260430,20260703,data/tdcc_stock_history/1813.csv
1815,富喬,,10,20260430,20260703,data/tdcc_stock_history/1815.csv
1817,凱撒衛,,10,20260430,20260703,data/tdcc_stock_history/1817.csv
1903,士紙,,10,20260430,20260703,data/tdcc_stock_history/1903.csv
1904,正隆,,10,20260430,20260703,data/tdcc_stock_history/1904.csv
1905,華紙,,10,20260430,20260703,data/tdcc_stock_history/1905.csv
1906,寶隆,,33,20251121,20260709,data/tdcc_stock_history/1906.csv
1907,永豐餘,,10,20260430,20260703,data/tdcc_stock_history/1907.csv
1909,榮成,,10,20260430,20260703,data/tdcc_stock_history/1909.csv
2002,中鋼,,10,20260430,20260703,data/tdcc_stock_history/2002.csv
2006,東和鋼鐵,,10,20260430,20260703,data/tdcc_stock_history/2006.csv
2007,燁興,,10,20260430,20260703,data/tdcc_stock_history/2007.csv
2008,高興昌,,11,20260430,20260709,data/tdcc_stock_history/2008.csv
2009,第一銅,,10,20260430,20260703,data/tdcc_stock_history/2009.csv
2010,春源,,10,20260430,20260703,data/tdcc_stock_history/2010.csv
2012,春雨,,10,20260430,20260703,data/tdcc_stock_history/2012.csv
2013,中鋼構,,10,20260430,20260703,data/tdcc_stock_history/2013.csv
2014,中鴻,,10,20260430,20260703,data/tdcc_stock_history/2014.csv
2015,豐興,,10,20260430,20260703,data/tdcc_stock_history/2015.csv
2017,官田鋼,,11,20260430,20260709,data/tdcc_stock_history/2017.csv
2020,美亞,,10,20260430,20260703,data/tdcc_stock_history/2020.csv
2022,聚亨,,10,20260430,20260703,data/tdcc_stock_history/2022.csv
2023,燁輝,,10,20260430,20260703,data/tdcc_stock_history/2023.csv
2024,志聯,,32,20251121,20260703,data/tdcc_stock_history/2024.csv
2025,千興,,10,20260430,20260703,data/tdcc_stock_history/2025.csv
2027,大成鋼,,10,20260430,20260703,data/tdcc_stock_history/2027.csv
2028,威致,,10,20260430,20260703,data/tdcc_stock_history/2028.csv
2029,盛餘,,10,20260430,20260703,data/tdcc_stock_history/2029.csv
2030,彰源,,10,20260430,20260703,data/tdcc_stock_history/2030.csv
2031,新光鋼,,10,20260430,20260703,data/tdcc_stock_history/2031.csv
2032,新鋼,,10,20260430,20260703,data/tdcc_stock_history/2032.csv
2033,佳大,,10,20260430,20260703,data/tdcc_stock_history/2033.csv
2034,允強,,10,20260430,20260703,data/tdcc_stock_history/2034.csv
2035,唐榮,,32,20251121,20260703,data/tdcc_stock_history/2035.csv
2038,海光,,10,20260430,20260703,data/tdcc_stock_history/2038.csv
2049,上銀,,10,20260430,20260703,data/tdcc_stock_history/2049.csv
2059,川湖,,10,20260430,20260703,data/tdcc_stock_history/2059.csv
2061,風青,,10,20260430,20260703,data/tdcc_stock_history/2061.csv
2062,橋椿,,10,20260430,20260703,data/tdcc_stock_history/2062.csv
2063,世鎧,,10,20260430,20260703,data/tdcc_stock_history/2063.csv
2064,晉椿,,10,20260430,20260703,data/tdcc_stock_history/2064.csv
2065,世豐,,10,20260430,20260703,data/tdcc_stock_history/2065.csv
2066,世德,,10,20260430,20260703,data/tdcc_stock_history/2066.csv
2067,嘉鋼,,10,20260430,20260703,data/tdcc_stock_history/2067.csv
2069,運錩,,10,20260430,20260703,data/tdcc_stock_history/2069.csv
2070,精湛,,10,20260430,20260703,data/tdcc_stock_history/2070.csv
2072,世紀風電,,10,20260430,20260703,data/tdcc_stock_history/2072.csv
2073,雄順,,10,20260430,20260703,data/tdcc_stock_history/2073.csv
2101,南港,,10,20260430,20260703,data/tdcc_stock_history/2101.csv
2102,泰豐,,10,20260430,20260703,data/tdcc_stock_history/2102.csv
2103,台橡,,10,20260430,20260703,data/tdcc_stock_history/2103.csv
2104,國際中橡,,10,20260430,20260703,data/tdcc_stock_history/2104.csv
2105,正新,,10,20260430,20260703,data/tdcc_stock_history/2105.csv
2106,建大,,10,20260430,20260703,data/tdcc_stock_history/2106.csv
2107,厚生,,11,20260430,20260709,data/tdcc_stock_history/2107.csv
2108,南帝,,10,20260430,20260703,data/tdcc_stock_history/2108.csv
2109,華豐,,10,20260430,20260703,data/tdcc_stock_history/2109.csv
2114,鑫永銓,,11,20260430,20260709,data/tdcc_stock_history/2114.csv
2115,六暉-KY,,10,20260430,20260703,data/tdcc_stock_history/2115.csv
2201,裕隆,,10,20260430,20260703,data/tdcc_stock_history/2201.csv
2204,中華,,11,20260430,20260709,data/tdcc_stock_history/2204.csv
2206,三陽工業,,10,20260430,20260703,data/tdcc_stock_history/2206.csv
2207,和泰車,,10,20260430,20260703,data/tdcc_stock_history/2207.csv
2208,台船,,10,20260430,20260703,data/tdcc_stock_history/2208.csv
2211,長榮鋼,,11,20260430,20260709,data/tdcc_stock_history/2211.csv
2221,大甲,,10,20260430,20260703,data/tdcc_stock_history/2221.csv
2227,裕日車,,10,20260430,20260703,data/tdcc_stock_history/2227.csv
2228,劍麟,,10,20260430,20260703,data/tdcc_stock_history/2228.csv
2230,泰茂,,10,20260430,20260703,data/tdcc_stock_history/2230.csv
2231,為升,,10,20260430,20260703,data/tdcc_stock_history/2231.csv
2233,宇隆,,10,20260430,20260703,data/tdcc_stock_history/2233.csv
2235,謚源,,10,20260430,20260703,data/tdcc_stock_history/2235.csv
2236,百達-KY,,10,20260430,20260703,data/tdcc_stock_history/2236.csv
2239,英利-KY,,10,20260430,20260703,data/tdcc_stock_history/2239.csv
2241,艾姆勒,,10,20260430,20260703,data/tdcc_stock_history/2241.csv
2243,宏旭-KY,,10,20260430,20260703,data/tdcc_stock_history/2243.csv
2247,汎德永業,,10,20260430,20260703,data/tdcc_stock_history/2247.csv
2248,華勝-KY,,10,20260430,20260703,data/tdcc_stock_history/2248.csv
2250,IKKA-KY,,10,20260430,20260703,data/tdcc_stock_history/2250.csv
2254,巨鎧精密-創,,10,20260430,20260703,data/tdcc_stock_history/2254.csv
2258,鴻華先進-創,,10,20260430,20260703,data/tdcc_stock_history/2258.csv
2301,光寶科,,10,20260430,20260703,data/tdcc_stock_history/2301.csv
2302,麗正,,10,20260430,20260703,data/tdcc_stock_history/2302.csv
2303,聯電,,10,20260430,20260703,data/tdcc_stock_history/2303.csv
2305,全友,,10,20260430,20260703,data/tdcc_stock_history/2305.csv
2308,台達電,,10,20260430,20260703,data/tdcc_stock_history/2308.csv
2312,金寶,,10,20260430,20260703,data/tdcc_stock_history/2312.csv
2313,華通,,10,20260430,20260703,data/tdcc_stock_history/2313.csv
2314,台揚,,10,20260430,20260703,data/tdcc_stock_history/2314.csv
2316,楠梓電,,10,20260430,20260703,data/tdcc_stock_history/2316.csv
2317,鴻海,,10,20260430,20260703,data/tdcc_stock_history/2317.csv
2321,東訊,,10,20260430,20260703,data/tdcc_stock_history/2321.csv
2323,中環,,10,20260430,20260703,data/tdcc_stock_history/2323.csv
2324,仁寶,,10,20260430,20260703,data/tdcc_stock_history/2324.csv
2327,國巨*,,10,20260430,20260703,data/tdcc_stock_history/2327.csv
2328,廣宇,,10,20260430,20260703,data/tdcc_stock_history/2328.csv
2329,華泰,,10,20260430,20260703,data/tdcc_stock_history/2329.csv
2330,台積電,,10,20260430,20260703,data/tdcc_stock_history/2330.csv
2331,精英,,10,20260430,20260703,data/tdcc_stock_history/2331.csv
2332,友訊,,10,20260430,20260703,data/tdcc_stock_history/2332.csv
2337,旺宏,,10,20260430,20260703,data/tdcc_stock_history/2337.csv
2338,光罩,,10,20260430,20260703,data/tdcc_stock_history/2338.csv
2340,台亞,,10,20260430,20260703,data/tdcc_stock_history/2340.csv
2342,茂矽,,10,20260430,20260703,data/tdcc_stock_history/2342.csv
2344,華邦電,memory,10,20260430,20260703,data/tdcc_stock_history/2344.csv
2345,智邦,,10,20260430,20260703,data/tdcc_stock_history/2345.csv
2347,聯強,,10,20260430,20260703,data/tdcc_stock_history/2347.csv
2348,海悅,,10,20260430,20260703,data/tdcc_stock_history/2348.csv
2349,錸德,,10,20260430,20260703,data/tdcc_stock_history/2349.csv
2351,順德,,10,20260430,20260703,data/tdcc_stock_history/2351.csv
2352,佳世達,,10,20260430,20260703,data/tdcc_stock_history/2352.csv
2353,宏碁,,10,20260430,20260703,data/tdcc_stock_history/2353.csv
2354,鴻準,,10,20260430,20260703,data/tdcc_stock_history/2354.csv
2355,敬鵬,PCB/CCL,10,20260430,20260703,data/tdcc_stock_history/2355.csv
2356,英業達,,10,20260430,20260703,data/tdcc_stock_history/2356.csv
2357,華碩,,10,20260430,20260703,data/tdcc_stock_history/2357.csv
2359,所羅門,,10,20260430,20260703,data/tdcc_stock_history/2359.csv
2360,致茂,,10,20260430,20260703,data/tdcc_stock_history/2360.csv
2362,藍天,,10,20260430,20260703,data/tdcc_stock_history/2362.csv
2363,矽統,,10,20260430,20260703,data/tdcc_stock_history/2363.csv
2364,倫飛,,10,20260430,20260703,data/tdcc_stock_history/2364.csv
2365,昆盈,,11,20260430,20260709,data/tdcc_stock_history/2365.csv
2367,燿華,,10,20260430,20260703,data/tdcc_stock_history/2367.csv
2368,金像電,,10,20260430,20260703,data/tdcc_stock_history/2368.csv
2369,菱生,,10,20260430,20260703,data/tdcc_stock_history/2369.csv
2371,大同,,10,20260430,20260703,data/tdcc_stock_history/2371.csv
2373,震旦行,,10,20260430,20260703,data/tdcc_stock_history/2373.csv
2374,佳能,,10,20260430,20260703,data/tdcc_stock_history/2374.csv
2375,凱美,passive components,12,20260417,20260703,data/tdcc_stock_history/2375.csv
2376,技嘉,,10,20260430,20260703,data/tdcc_stock_history/2376.csv
2377,微星,,11,20260430,20260709,data/tdcc_stock_history/2377.csv
2379,瑞昱,,10,20260430,20260703,data/tdcc_stock_history/2379.csv
2380,虹光,,9,20260430,20260703,data/tdcc_stock_history/2380.csv
2382,廣達,,10,20260430,20260703,data/tdcc_stock_history/2382.csv
2383,台光電,,10,20260430,20260703,data/tdcc_stock_history/2383.csv
2385,群光,,10,20260430,20260703,data/tdcc_stock_history/2385.csv
2387,精元,,10,20260430,20260703,data/tdcc_stock_history/2387.csv
2388,威盛,,10,20260430,20260703,data/tdcc_stock_history/2388.csv
2390,云辰,,11,20260430,20260709,data/tdcc_stock_history/2390.csv
2392,正崴,,10,20260430,20260703,data/tdcc_stock_history/2392.csv
2393,億光,,10,20260430,20260703,data/tdcc_stock_history/2393.csv
2395,研華,,10,20260430,20260703,data/tdcc_stock_history/2395.csv
2397,友通,,10,20260430,20260703,data/tdcc_stock_history/2397.csv
2399,映泰,,10,20260430,20260703,data/tdcc_stock_history/2399.csv
2401,凌陽,,10,20260430,20260703,data/tdcc_stock_history/2401.csv
2402,毅嘉,,10,20260430,20260703,data/tdcc_stock_history/2402.csv
2404,漢唐,,10,20260430,20260703,data/tdcc_stock_history/2404.csv
2405,輔信,,10,20260430,20260703,data/tdcc_stock_history/2405.csv
2406,國碩,,10,20260430,20260703,data/tdcc_stock_history/2406.csv
2408,南亞科,,10,20260430,20260703,data/tdcc_stock_history/2408.csv
2409,友達,,10,20260430,20260703,data/tdcc_stock_history/2409.csv
2412,中華電,,32,20251121,20260703,data/tdcc_stock_history/2412.csv
2413,環科,,10,20260430,20260703,data/tdcc_stock_history/2413.csv
2414,精技,,32,20251121,20260703,data/tdcc_stock_history/2414.csv
2415,錩新,,10,20260430,20260703,data/tdcc_stock_history/2415.csv
2417,圓剛,,10,20260430,20260703,data/tdcc_stock_history/2417.csv
2419,仲琦,,10,20260430,20260703,data/tdcc_stock_history/2419.csv
2420,新巨,,10,20260430,20260703,data/tdcc_stock_history/2420.csv
2421,建準,,10,20260430,20260703,data/tdcc_stock_history/2421.csv
2423,固緯,,10,20260430,20260703,data/tdcc_stock_history/2423.csv
2424,隴華,,10,20260430,20260703,data/tdcc_stock_history/2424.csv
