date,signal_date,main_price_date,source_date,raw_source_date,category,category_cn,breakout_type,stock_id,stock_name,industry,細分族群,theme_group,theme_score,theme_note,revaluation_priority,score,rank,latest_revenue_yoy,cumulative_revenue_yoy,revenue_acceleration_note,revenue_warning,revenue_release_date,return_after_revenue_1d,return_after_revenue_3d,return_5d,return_10d,return_20d,return_60d,return_120d,off_60d_low_pct,off_120d_low_pct,already_priced_in,priced_in_reason,close,volume,volume_lots,volume_ratio,ma20,ma60,ema23,distance_to_ma20_pct,distance_to_ma60_pct,distance_to_ema23_pct,previous_high,previous_40d_high,previous_60d_high,distance_to_previous_high_pct,distance_to_previous_40d_high_pct,distance_to_previous_60d_high_pct,high_20,low_20,high_60,low_60,high_120,low_120,platform_high,platform_low,platform_width_pct,in_platform,w_bottom_flag,w_bottom_right_side_flag,platform_base_flag,platform_right_side_flag,pullback_entry_zone_flag,pullback_right_side_flag,ma20_reclaim_setup_flag,early_attack_volume_flag,early_entry_watch_flag,right_side_follow_through_flag,rebound_from_5d_low_pct,neckline_price,neckline_source,neckline_distance_pct,neckline_challenge_flag,neckline_breakout_flag,platform_breakout_flag,volume_confirmed_breakout,breakout_close_near_high_flag,false_breakout_risk,pattern_stage,short_platform_high,short_platform_low,short_platform_width_pct,higher_lows_flag,ma5_turning_up_flag,ma10_turning_up_flag,near_ma,available_days,price_data_warning,tdcc_date,holder_400_pct,holder_400_change,holder_1000_pct,holder_1000_change,tdcc_judgement,tdcc_weeks_used,tdcc_400_change_sum,tdcc_1000_change_sum,tdcc_400_up_weeks,tdcc_1000_up_weeks,tdcc_accumulation_signal,tdcc_accumulation_note,main_force_net_lots,institutional_net_lots,eight_banks_net_lots,chip_flow_adjusted_net_lots,positive_streak_days,latest_positive,chart_path,chart_url,price_data_path,chart_days,note,ticker,name,market,judge,rebound_judge,revenue_period,revenue_yoy_pct,cumulative_yoy_pct,open,high,low,gap_ma20_pct,gap_ma60_pct,gap_ema23_pct,return_5d_pct,return_10d_pct,return_20d_pct,return_60d_pct,return_120d_pct,previous_20d_high,previous_20d_low,previous_40d_low,previous_60d_low,consolidation_range_pct,breakout_pct,limit_up_breakout,abnormal_volume_up,distance_to_high_60_pct,warrant_flow_signal,warrant_flow_score,warrant_flow_warning,call_turnover,put_turnover,call_put_turnover_ratio,call_turnover_change_1d,call_turnover_change_5d,low_float_call_spike_count,top_issuer,warrant_note,is_construction_recognition,recognition_type,revenue_signal_type,revenue_applicability_note,repeat_signal_date,consecutive_appear_days_any_category,consecutive_appear_days_same_category,appear_count_5d,appear_count_10d,appear_count_20d,first_seen_date,last_seen_date,multi_category_flags,repeat_appear_label,repeat_appear_note,source_row_index,theme_name,presentation_priority,model_score,theme_candidate_count,theme_priority_high_count,theme_priority_confirm_count,theme_strict_breakout_count,theme_true_breakout_count,theme_volume_breakout_count,theme_near_high_count,theme_revenue_growth_count,theme_revenue_low_response_count,theme_tdcc_strong_count,theme_tdcc_mild_count,theme_tdcc_distribution_warning_count,theme_warrant_bullish_count,theme_warrant_bearish_count,theme_overheated_count,theme_avg_volume_ratio,theme_avg_relative_strength_vs_benchmark,theme_leader_stock_id,theme_leader_stock_name,theme_leader_confirmed,theme_breadth_score,theme_risk_score,theme_final_status,theme_market_flow_status,theme_structural_status,theme_mainstream_label,candidate_source_type,candidate_line,candidate_line_group,two_line_overlap_flag,theme_leadership_note,theme_strength_score,catalyst_strength_score,catalyst_tags,fundamental_catalyst_score,fundamental_catalyst_tags,event_catalyst_tags,pre_breakout_catalyst_flag,similar_to_shihsinko_flag,eps_surprise_flag,earnings_acceleration_flag,margin_improvement_flag,profit_turnaround_flag,undervalued_after_eps_flag,revenue_good_eps_unconfirmed_flag,theme_catalyst_flag,theme_catalyst_tags,catalyst_date,catalyst_source,catalyst_summary,price_reaction_after_catalyst,price_reaction_level,already_reacted_to_catalyst,catalyst_quality,catalyst_confidence,price_return_1d_after_catalyst,price_return_3d_after_catalyst,price_return_5d_after_catalyst,price_return_20d_after_catalyst,volume_ratio_after_catalyst,long_upper_shadow_after_catalyst,gap_up_failed_after_catalyst,low_reaction_after_catalyst,catalyst_overheated,event_calendar_tags,event_proximity_score,nearest_event_date,nearest_event_type,nearest_event_name,days_to_nearest_event,event_calendar_source
20260716,20260716,20260716,20260716,20260716,true_breakout,嚴格突破,true_breakout,1231,聯華食,食品工業,,,,,,160.0,,,,,,,,,,,,,,,,,,91.9,1032776.0,1032.78,2.66,87.76,86.93,87.74,,,,,89.9,89.9,,2.22,2.22,,,,,,,89.9,85.1,5.64,,False,False,True,False,False,True,True,True,True,False,7.99,89.9,previous_60d_high,2.22,False,True,True,True,True,False,breakout_confirmed,89.9,85.1,5.64,False,True,True,,309.0,,20260703,,,,,,3,-0.03,0.04,0,1,mild_accumulation,近幾週其中一項大戶級距增加,,,,,,,,,data/daily_price,180,嚴格突破；量比2.66x；月營收YoY 7.0%；累計YoY 4.4%；TDCC近幾週大戶溫和增加,1231,聯華食,TWSE,強突破候選,,11506.0,6.954929176793785,4.382675931397663,88.5,91.9,88.5,4.72,5.72,4.75,6.0,4.2,5.15,5.75,-3.16,89.9,85.1,84.1,84.1,6.9,2.22,0.0,0.0,,,,,,,,,,,,,,,,,20260716,1,1,1,1,1,20260716,20260716,true_breakout,first_seen,首次上榜，屬新訊號，需確認量價、TDCC 與 benchmark 表現。,0,食品工業,,160.0,5,0,0,2,2,2,5,0,0,0,2,3,1,0,0,1.78,0.0,1231,聯華食,True,81,36.0,mainstream_follow_through,mainstream_follow_through,non_mainstream_theme,non_mainstream_flow_active,individual_quality_candidate,帶量突破 / 嚴格突破,breakout_attack_stock,False,mainstream_follow_through；帶量突破 / 嚴格突破,1,0,dividend_calendar;calendar_ex_right_dividend;食品工業,0,,,False,False,False,False,False,False,False,False,False,食品工業,20260716,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,calendar event: ex_right_dividend on 20260730; status=confirmed; proximity=within_14d,"1d=n/a%, 5d=n/a%, 20d=n/a%",none,False,,,,,,,,,,True,False,dividend_calendar;calendar_ex_right_dividend,1,20260730,ex_right_dividend,除權息,13,TWSE ex-right/ex-dividend calendar
20260716,20260716,20260716,20260716,20260716,true_breakout,嚴格突破,true_breakout,1517,利奇,電機機械,,,,,,154.0,,,,,,,,,,,,,,,,,,12.1,4157864.0,4157.86,7.2,10.72,10.37,10.76,,,,,11.35,11.35,,6.61,6.61,,,,,,,11.35,10.15,11.82,,True,True,True,True,False,False,False,True,False,True,16.35,11.35,previous_60d_high,6.61,False,True,True,True,True,False,breakout_confirmed,11.35,10.35,9.66,True,True,True,,309.0,,20260703,,,,,,3,0.2,0.03,2,1,mild_accumulation,近幾週400張與1000張合計增加,,,,,,,,,data/daily_price,180,嚴格突破；量比7.2x；月營收YoY 19.8%；累計YoY -6.5%；TDCC近幾週大戶溫和增加,1517,利奇,TWSE,強突破候選,,11506.0,19.789545575271607,-6.501805426401322,11.1,12.1,11.05,12.85,16.67,12.42,11.01,16.35,15.24,13.62,-1.22,11.35,10.15,9.94,9.94,14.19,6.61,1.0,0.0,,,,,,,,,,,,,,,,,20260716,1,1,1,2,2,20260703,20260716,true_breakout,first_seen,首次上榜或資料有限，需後續確認。,1,電機機械,,154.0,13,0,0,3,3,8,7,8,0,1,3,8,2,0,6,3.21,0.0,1517,利奇,True,100,100.0,mainstream_overheated,mainstream_overheated,non_mainstream_theme,non_mainstream_overheated,individual_quality_candidate,帶量突破 / 嚴格突破,breakout_attack_stock,False,mainstream_overheated；帶量突破 / 嚴格突破,1,0,monthly_revenue_calendar;calendar_monthly_revenue_expected_window;電機機械,0,,,False,False,False,False,False,False,False,False,False,電機機械,20260716,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,calendar event: monthly_revenue_expected_window on 20260801; status=expected_window; proximity=within_30d,"1d=n/a%, 5d=n/a%, 20d=n/a%",none,False,,,,,,,,,,True,False,monthly_revenue_calendar;calendar_monthly_revenue_expected_window,0,20260801,monthly_revenue_expected_window,202607 monthly revenue expected window,15,rule_based_from_Taiwan_monthly_revenue_deadline
20260716,20260716,20260716,20260716,20260716,true_breakout,嚴格突破,true_breakout,1539,巨庭,電機機械,,,,,,151.0,,,,,,,,,,,,,,,,,,16.95,1118579.0,1118.58,7.38,15.82,15.87,15.91,,,,,16.9,16.9,,0.3,0.3,,,,,,,16.6,15.3,8.5,,False,False,True,False,False,True,True,False,True,False,10.06,16.9,previous_60d_high,0.3,False,True,True,True,False,False,platform_breakout,16.6,15.4,7.79,False,True,True,,309.0,,20260703,,,,,,3,0.13,0.0,2,0,mild_accumulation,近幾週其中一項大戶級距增加,,,,,,,,,data/daily_price,180,嚴格突破；量比7.38x；月營收YoY -13.2%；累計YoY -23.4%；TDCC近幾週大戶溫和增加,1539,巨庭,TWSE,強突破候選,,11506.0,-13.230634106017291,-23.446717536984234,16.1,17.3,16.0,7.13,6.79,6.52,6.6,8.31,9.35,3.99,-13.52,16.6,15.3,15.25,15.05,10.82,0.3,0.0,0.0,,,,,,,,,,,,,,,,,20260716,1,1,1,1,1,20260716,20260716,true_breakout,first_seen,首次上榜，屬新訊號，需確認量價、TDCC 與 benchmark 表現。,2,電機機械,,151.0,13,0,0,3,3,8,7,8,0,1,3,8,2,0,6,3.21,0.0,1517,利奇,True,100,100.0,mainstream_overheated,mainstream_overheated,non_mainstream_theme,non_mainstream_overheated,individual_quality_candidate,帶量突破 / 嚴格突破,breakout_attack_stock,False,mainstream_overheated；帶量突破 / 嚴格突破,1,0,monthly_revenue_calendar;calendar_monthly_revenue_expected_window;電機機械,0,,,False,False,False,False,False,False,False,False,False,電機機械,20260716,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,calendar event: monthly_revenue_expected_window on 20260801; status=expected_window; proximity=within_30d,"1d=n/a%, 5d=n/a%, 20d=n/a%",none,False,,,,,,,,,,True,False,monthly_revenue_calendar;calendar_monthly_revenue_expected_window,0,20260801,monthly_revenue_expected_window,202607 monthly revenue expected window,15,rule_based_from_Taiwan_monthly_revenue_deadline
20260716,20260716,20260716,20260716,20260716,true_breakout,嚴格突破,true_breakout,2836,高雄銀,金融保險業,,,,,,150.0,,,,,,,,,,,,,,,,,,12.7,14457189.0,14457.19,4.05,12.38,12.06,12.36,,,,,12.65,12.65,,0.4,0.4,,,,,,,12.65,12.15,4.12,,False,False,True,True,False,True,False,False,True,False,2.42,12.65,previous_60d_high,0.4,True,False,False,True,False,False,neckline_challenge,12.65,12.15,4.12,True,True,True,,309.0,,20260703,,,,,,3,0.03,0.26,1,2,mild_accumulation,近幾週400張與1000張合計增加,,,,,,,,,data/daily_price,180,嚴格突破；量比4.05x；月營收YoY 14.7%；累計YoY 10.1%；TDCC近幾週大戶溫和增加,2836,高雄銀,TWSE,強突破候選,,11506.0,14.695299837925443,10.126704062119815,12.6,12.8,12.6,2.63,5.27,2.74,2.83,4.53,3.67,7.17,4.96,12.65,12.15,11.55,11.55,9.52,0.4,0.0,0.0,,,,,,,,,,,,,,,,,20260716,2,1,3,5,13,20260526,20260716,true_breakout,continued_2_3d,連續 2 日上榜，訊號延續，但仍需量價與籌碼確認。,3,金融保險業,,150.0,28,0,0,1,1,1,23,22,0,5,7,16,1,0,0,0.83,0.0,2836,高雄銀,True,100,100.0,mainstream_follow_through,mainstream_follow_through,non_mainstream_theme,non_mainstream_flow_active,individual_quality_candidate,帶量突破 / 嚴格突破,breakout_attack_stock,False,mainstream_follow_through；帶量突破 / 嚴格突破,2,0,shareholder_meeting;金融保險業;dividend_calendar;calendar_ex_right_dividend,0,,shareholder_meeting;金融保險業,False,False,False,False,False,False,False,False,True,金融保險業,20260716,https://openapi.twse.com.tw/v1/opendata/t187ap05_L; TWSE material information OpenAPI,"1.董事會、股東會決議或公司決定日期:115/07/07
2.除權、息類別（請填入「除權」、「除息」或「除權息」）:除權息
3.普通股發放股利種類及金額:現金股利新台幣735,966,794元，每股分派新台幣0.4元
盈餘股票股利新台幣91,995,840元，每股分派新台幣0.05元
資本公積股票股利新台幣91,995,840元，每股分派新台幣0.05元
4.除權（息）交易日:115/07/29
5.最後過戶日:115/07/30
6.停止過戶起始日期:115/07/31
7.停止過戶截止日期:115/08/04
8.除權（息）基準日:115/08/04
9.債券最後申請轉換日期:不適用
10.債券停止轉換起始日期:不適用
11.債券停止轉換截止日期:不適用
12.普通股現金股利發放日期:115/09/02
13.現金股利之一部或全部是否以外幣發放(請填入「是」或「否」):否
14.外幣現金股利發放幣別:不適用
15.外幣現金股利發放對象:不適用
16.外幣現金股利匯率決定方式:不適用
17.其他應敘明事項:無；calendar event: ex_right_dividend on 20260729; status=confirmed; proximity=within_14d","1d=n/a%, 5d=n/a%, 20d=n/a%",none,False,,,,,,,,,,True,False,dividend_calendar;calendar_ex_right_dividend,1,20260729,ex_right_dividend,除權息,12,TWSE ex-right/ex-dividend calendar
20260716,20260716,20260716,20260716,20260716,true_breakout,嚴格突破,true_breakout,1232,大統益,食品工業,,,,,,146.0,,,,,,,,,,,,,,,,,,162.0,1283561.0,1283.56,3.31,145.6,147.24,147.82,,,,,154.0,154.0,,5.19,5.19,,,,,,,154.0,140.5,9.61,,True,False,True,False,False,False,False,True,False,True,12.5,154.0,previous_60d_high,5.19,False,True,True,True,True,False,breakout_confirmed,154.0,141.0,9.22,False,True,True,,309.0,,20260703,,,,,,3,0.0,-0.03,1,0,distribution_warning,近幾週其中一項大戶級距減少,,,,,,,,,data/daily_price,180,嚴格突破；量比3.31x；月營收YoY 16.3%；累計YoY 9.3%；TDCC近幾週大戶籌碼轉弱,1232,大統益,TWSE,強突破候選,,11506.0,16.299888938332728,9.338003069692377,154.0,162.5,154.0,11.26,10.02,9.59,11.34,14.08,12.5,8.72,10.58,154.0,140.5,140.5,140.5,9.61,5.19,0.0,0.0,,,,,,,,,,,,,,,,,20260716,1,1,1,1,1,20260716,20260716,true_breakout,first_seen,首次上榜，屬新訊號，需確認量價、TDCC 與 benchmark 表現。,4,食品工業,,146.0,5,0,0,2,2,2,5,0,0,0,2,3,1,0,0,1.78,0.0,1231,聯華食,True,81,36.0,mainstream_follow_through,mainstream_follow_through,non_mainstream_theme,non_mainstream_flow_active,individual_quality_candidate,帶量突破 / 嚴格突破,breakout_attack_stock,False,mainstream_follow_through；帶量突破 / 嚴格突破,1,0,monthly_revenue_calendar;calendar_monthly_revenue_expected_window;食品工業,0,,,False,False,False,False,False,False,False,False,False,食品工業,20260716,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,calendar event: monthly_revenue_expected_window on 20260801; status=expected_window; proximity=within_30d,"1d=n/a%, 5d=n/a%, 20d=n/a%",none,False,,,,,,,,,,True,False,monthly_revenue_calendar;calendar_monthly_revenue_expected_window,0,20260801,monthly_revenue_expected_window,202607 monthly revenue expected window,15,rule_based_from_Taiwan_monthly_revenue_deadline
20260716,20260716,20260716,20260716,20260716,true_breakout,嚴格突破,true_breakout,5306,桂盟,運動休閒,,,,,,144.0,,,,,,,,,,,,,,,,,,99.2,1812476.0,1812.48,8.54,87.13,84.54,87.63,,,,,90.5,90.5,,9.61,9.61,,,,,,,90.4,84.7,6.73,,True,True,True,True,False,False,False,True,False,True,15.21,90.5,previous_60d_high,9.61,False,True,True,True,True,False,breakout_confirmed,90.4,84.9,6.48,True,True,True,,309.0,,20260703,,,,,,3,-0.1,0.01,1,1,mild_accumulation,近幾週其中一項大戶級距增加,,,,,,,,,data/daily_price,180,嚴格突破；量比8.54x；月營收YoY 31.7%；累計YoY 8.4%；TDCC近幾週大戶溫和增加,5306,桂盟,TWSE,強突破候選,,11506.0,31.67396997091837,8.405142136442777,90.1,99.4,90.1,13.85,17.34,13.2,15.21,15.62,13.5,20.24,5.87,90.4,84.7,82.1,79.1,10.23,9.61,1.0,0.0,,,,,,,,,,,,,,,,,20260716,1,1,1,1,1,20260716,20260716,true_breakout,first_seen,首次上榜，屬新訊號，需確認量價、TDCC 與 benchmark 表現。,5,運動休閒,,144.0,3,0,0,3,3,3,3,1,0,0,3,0,1,0,0,5.13,0.0,5306,桂盟,True,81,0.0,mainstream_leader,mainstream_leader,non_mainstream_theme,non_mainstream_flow_active,individual_quality_candidate,帶量突破 / 嚴格突破,breakout_attack_stock,False,mainstream_leader；帶量突破 / 嚴格突破,1,0,monthly_revenue_calendar;calendar_monthly_revenue_expected_window;運動休閒,0,,,False,False,False,False,False,False,False,False,False,運動休閒,20260716,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,calendar event: monthly_revenue_expected_window on 20260801; status=expected_window; proximity=within_30d,"1d=n/a%, 5d=n/a%, 20d=n/a%",none,False,,,,,,,,,,True,False,monthly_revenue_calendar;calendar_monthly_revenue_expected_window,0,20260801,monthly_revenue_expected_window,202607 monthly revenue expected window,15,rule_based_from_Taiwan_monthly_revenue_deadline
20260716,20260716,20260716,20260716,20260716,true_breakout,嚴格突破,true_breakout,9921,巨大,運動休閒,,,,,,122.0,,,,,,,,,,,,,,,,,,88.0,3299453.0,3299.45,1.7,76.84,72.58,76.93,,,,,82.2,82.2,,7.06,7.06,,,,,,,82.2,72.7,13.07,,True,True,True,True,False,False,False,True,False,True,21.05,82.2,previous_60d_high,7.06,False,True,True,True,True,False,breakout_confirmed,82.2,72.7,13.07,True,True,True,,309.0,,20260703,,,,,,3,0.22,0.59,1,2,mild_accumulation,近幾週400張與1000張合計增加,,,,,,,,,data/daily_price,180,嚴格突破；量比1.7x；月營收YoY 16.0%；累計YoY -10.5%；TDCC近幾週大戶溫和增加,9921,巨大,TWSE,強突破候選,,11506.0,15.980391584298689,-10.503624462794267,85.5,88.0,84.8,14.52,21.24,14.39,18.76,13.7,14.73,30.76,-7.37,82.2,72.7,66.1,65.1,24.36,7.06,1.0,0.0,,no_signal,0.0,,297220.0,0.0,,-21.26,-60.6,0.0,永豐,權證金流未見明顯高於近期平均的變化,,,,,20260716,1,1,3,6,14,20260605,20260716,true_breakout,first_seen,首次上榜或資料有限，需後續確認。,6,運動休閒,,122.0,3,0,0,3,3,3,3,1,0,0,3,0,1,0,0,5.13,0.0,5306,桂盟,True,81,0.0,mainstream_leader,mainstream_leader,non_mainstream_theme,non_mainstream_flow_active,individual_quality_candidate,帶量突破 / 嚴格突破,breakout_attack_stock,False,mainstream_leader；帶量突破 / 嚴格突破,2,0,material_information;運動休閒;monthly_revenue_calendar;calendar_monthly_revenue_expected_window,0,,material_information;運動休閒,False,False,False,False,False,False,False,False,True,運動休閒,20260716,https://openapi.twse.com.tw/v1/opendata/t187ap05_L; TWSE material information OpenAPI,"1.原預定買回股份總金額上限(元):28,914,080,517
2.原預定買回之期間:115/05/08~115/07/07
3.原預定買回之數量(股):4,000,000
4.原預定買回區間價格(元):60.00~100.00
5.本次實際買回期間:115/05/12~115/07/02
6.本次已買回股份數量(股):4,000,000
7.本次已買回股份總金額(元):287,003,263
8.本次平均每股買回價格(元):71.75
9.累積已持有自己公司股份數量(股):4,000,000
10.累積已持有自己公司股份數量占公司已發行股份總數之比率(%):1.02
11.本次未執行完畢之原因:

12.其他應敘明事項:
無；calendar event: monthly_revenue_expected_window on 20260801; status=expected_window; proximity=within_30d","1d=n/a%, 5d=n/a%, 20d=n/a%",none,False,,,,,,,,,,True,False,monthly_revenue_calendar;calendar_monthly_revenue_expected_window,0,20260801,monthly_revenue_expected_window,202607 monthly revenue expected window,15,rule_based_from_Taiwan_monthly_revenue_deadline
20260716,20260716,20260716,20260716,20260716,true_breakout,嚴格突破,true_breakout,2527,宏璟,建材營造,,,,,,119.0,,,,,,,,,,,,,,,,,,49.55,5300151.0,5300.15,3.36,41.6,37.27,41.53,,,,,46.5,46.5,,6.56,6.56,,,,,,,46.5,38.25,21.57,,True,True,True,True,False,False,False,True,False,True,20.27,46.5,previous_60d_high,6.56,False,True,True,True,True,False,breakout_confirmed,46.5,40.05,16.1,True,True,True,,309.0,,20260703,,,,,,3,-0.44,0.44,0,2,mild_accumulation,近幾週其中一項大戶級距增加,,,,,,,,,data/daily_price,180,嚴格突破；量比3.36x；月營收YoY 365.1%；累計YoY 2533.2%；TDCC近幾週大戶溫和增加,2527,宏璟,TWSE,強突破候選,,11506.0,365.123018807587,2533.2289075556096,45.85,49.55,45.85,19.11,32.95,19.31,19.98,21.74,24.03,46.17,60.36,46.5,38.25,33.05,32.7,40.7,6.56,1.0,0.0,,no_signal,0.0,,646440.0,0.0,,552.9,829.97,0.0,國票,權證金流未見明顯高於近期平均的變化,True,營建認列型,營建認列型 / 交屋認列型,,20260716,4,1,4,5,12,20260615,20260716,true_breakout,continued_overheated,連續上榜但短線過熱，需避免追高並等待量價重新確認。,7,建材營造,,119.0,21,0,0,1,1,2,15,21,0,2,6,13,0,0,0,1.25,0.0,2527,宏璟,True,100,100.0,mainstream_follow_through,mainstream_follow_through,non_mainstream_theme,non_mainstream_flow_active,individual_quality_candidate,帶量突破 / 嚴格突破,breakout_attack_stock,False,mainstream_follow_through；帶量突破 / 嚴格突破,2,0,material_information;建材營造;monthly_revenue_calendar;calendar_monthly_revenue_expected_window,0,,material_information;建材營造,False,False,False,False,False,False,False,False,True,建材營造,20260716,https://openapi.twse.com.tw/v1/opendata/t187ap05_L; TWSE material information OpenAPI,"1.董事會決議日期或發生變動日期:115/07/13
2.人員別（請輸入董事長或總經理）:董事長
3.舊任者姓名:簡文祥
4.舊任者簡歷:本公司董事長
5.新任者姓名:簡文祥
6.新任者簡歷:本公司董事長
7.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「職務調整」、「資遣」、
「退休」、「逝世」或「新任」）:任期屆滿
8.異動原因:任期屆滿改選
9.新任生效日期:115/07/13
10.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時
   符合證券交易法施行細則第7條第6款所定對股東權益或證券價格有重大影響之事項):無；calendar event: monthly_revenue_expected_window on 20260801; status=expected_window; proximity=within_30d","1d=n/a%, 5d=n/a%, 20d=n/a%",none,False,,,,,,,,,,True,False,monthly_revenue_calendar;calendar_monthly_revenue_expected_window,0,20260801,monthly_revenue_expected_window,202607 monthly revenue expected window,15,rule_based_from_Taiwan_monthly_revenue_deadline
20260716,20260716,20260716,20260716,20260716,true_breakout,嚴格突破,true_breakout,9914,美利達,運動休閒,,,,,,116.0,,,,,,,,,,,,,,,,,,84.2,13074086.0,13074.09,5.14,75.21,68.69,74.81,,,,,80.9,80.9,,4.08,4.08,,,,,,,80.9,70.8,14.27,,True,True,True,True,False,False,False,True,False,True,15.66,80.9,previous_60d_high,4.08,False,True,True,True,True,False,breakout_confirmed,78.5,72.8,7.83,True,True,True,,309.0,,20260703,,,,,,3,0.42,-1.01,2,1,mild_accumulation,近幾週其中一項大戶級距增加,,,,,,,,,data/daily_price,180,嚴格突破；量比5.14x；月營收YoY -5.5%；累計YoY -15.3%；TDCC近幾週大戶溫和增加,9914,美利達,TWSE,強突破候選,,11506.0,-5.509576956847357,-15.285623352920634,81.6,84.2,80.1,11.96,22.58,12.55,13.48,8.37,13.63,46.43,-8.58,80.9,70.8,63.8,55.1,26.8,4.08,1.0,0.0,,call_inflow,1.0,,1320450.0,0.0,,198.47,315.74,0.0,凱基,認購權證資金升溫,,,,,20260716,4,1,4,8,14,20260523,20260716,true_breakout,continued_many_days,連續 4 日上榜，需區分醞釀延續或訊號鈍化。,8,運動休閒,,116.0,3,0,0,3,3,3,3,1,0,0,3,0,1,0,0,5.13,0.0,5306,桂盟,True,81,0.0,mainstream_leader,mainstream_leader,non_mainstream_theme,non_mainstream_flow_active,individual_quality_candidate,帶量突破 / 嚴格突破,breakout_attack_stock,False,mainstream_leader；帶量突破 / 嚴格突破,2,0,investor_conference;運動休閒;monthly_revenue_calendar;calendar_monthly_revenue_expected_window,0,,investor_conference;運動休閒,False,False,False,False,False,False,False,False,True,運動休閒,20260716,https://openapi.twse.com.tw/v1/opendata/t187ap05_L; TWSE material information OpenAPI,"符合條款第四條第XX款：12
事實發生日：115/06/26
1.召開法人說明會之日期：115/06/26
2.召開法人說明會之時間：14 時 00 分 
3.召開法人說明會之地點：線上法說會
4.法人說明會擇要訊息：本公司受邀參加兆豐證券舉辦投資人線上會議
5.其他應敘明事項：無
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。；calendar event: monthly_revenue_expected_window on 20260801; status=expected_window; proximity=within_30d","1d=n/a%, 5d=n/a%, 20d=n/a%",none,False,,,,,,,,,,True,False,monthly_revenue_calendar;calendar_monthly_revenue_expected_window,0,20260801,monthly_revenue_expected_window,202607 monthly revenue expected window,15,rule_based_from_Taiwan_monthly_revenue_deadline
20260716,20260716,20260716,20260716,20260716,true_breakout,嚴格突破,true_breakout,3413,京鼎,半導體業,,,,,,114.0,,,,,,,,,,,,,,,,,,382.0,9115357.0,9115.36,2.65,328.68,321.03,332.04,,,,,360.0,360.0,,6.11,6.11,,,,,,,360.0,299.0,20.4,,True,True,True,True,False,False,False,True,False,True,22.04,360.0,previous_60d_high,6.11,False,True,True,True,True,False,breakout_confirmed,360.0,313.0,15.02,True,True,True,,308.0,,20260703,,,,,,3,2.09,3.73,1,2,mild_accumulation,近幾週400張與1000張合計增加,,,,,,,,,data/daily_price,180,嚴格突破；量比2.65x；月營收YoY 39.8%；累計YoY 17.7%；TDCC近幾週大戶溫和增加,3413,京鼎,TWSE,強突破候選,,11506.0,39.75269641874535,17.698513809699495,346.5,382.5,341.5,16.22,18.99,15.05,12.68,15.06,17.0,17.9,31.72,360.0,299.0,286.0,286.0,25.87,6.11,1.0,0.0,,call_strong_inflow,2.0,,37189890.0,0.0,,195.25,202.35,0.0,元大,認購權證成交金額明顯升溫,,,,,20260716,7,1,5,7,11,20260523,20260716,true_breakout,continued_many_days,連續 7 日上榜，需區分醞釀延續或訊號鈍化。,9,半導體業,,114.0,93,0,0,5,5,14,15,84,4,14,34,45,28,0,20,1.19,0.0,3413,京鼎,True,100,100.0,mainstream_overheated,mainstream_overheated,core_mainstream_theme,core_mainstream_overheated,individual_quality_candidate,帶量突破 / 嚴格突破,breakout_attack_stock,False,mainstream_overheated；帶量突破 / 嚴格突破,2,0,investor_conference;半導體業;monthly_revenue_calendar;calendar_monthly_revenue_expected_window,0,,investor_conference;半導體業,False,False,False,False,False,False,False,False,True,半導體業,20260716,https://openapi.twse.com.tw/v1/opendata/t187ap05_L; TWSE material information OpenAPI,"符合條款第四條第XX款：12
事實發生日：115/07/15
1.召開法人說明會之日期：115/07/15
2.召開法人說明會之時間：11 時 40 分 
3.召開法人說明會之地點：政大公企中心 (台北市金華街187號)
4.法人說明會擇要訊息：本公司受邀參加福邦證券舉辦之鴻海暨轉投資企業主題系列座談，說明本公司營運概況
5.其他應敘明事項：無
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。；calendar event: monthly_revenue_expected_window on 20260801; status=expected_window; proximity=within_30d","1d=n/a%, 5d=n/a%, 20d=n/a%",none,False,,,,,,,,,,True,False,monthly_revenue_calendar;calendar_monthly_revenue_expected_window,0,20260801,monthly_revenue_expected_window,202607 monthly revenue expected window,15,rule_based_from_Taiwan_monthly_revenue_deadline
