signal_date,report_line,model_id,model_name_zh,model_registry_order,model_group_zh,model_description_zh,new_signal_stock_display,new_stock_display,new_stock_id,new_stock_name,new_signal_model_score,new_model_score,new_signal_rank_label_zh,new_rank_label,display_rank_new_signal,model_rank_new_signal,new_model_rank_new_signal,repeated_signal_stock_display,repeated_stock_display,repeated_stock_id,repeated_stock_name,repeated_signal_model_score,repeated_model_score,repeated_signal_rank_label_zh,repeated_rank_label,display_rank_repeated_signal,model_rank_repeated_signal,repeated_model_rank_repeated_signal,operation_reminder_zh
20260709,mainstream,volume_range_breakout,放量攻擊模型,1,突破,不含今日的前20日最高價為突破基準；一般放量突破需收盤價 >= 基準 * 1.02、量比 >= 2.0、20日均量 >= 1000張，且為實體紅K或漲停型態；鎖量漲停突破不要求量比或20日均量，但需收盤價 >= 基準 * 1.02、漲幅 >= 9%、一價漲停或極窄區間，且開盤與收盤貼近漲停價。,2949 欣新網,2949 欣新網,2949,欣新網,93.1,93.1,新進榜 #1,新進榜 #1,1,1,1,今日無候選,今日無候選,,,-,-,-,-,-,-,-,以訊號日隔天開盤為進場假設；若跌回突破區、跌破支撐或量價失敗，應降低部位或退出。
20260709,mainstream,price_pullback_23ema,23EMA回檔模型,2,回檔,買入：本表股票為23EMA回檔模型通過候選，隔日開盤買入。賣出：收盤突破訊號日前20日高點後，隔日開盤賣出。停損：收盤連續4天低於MA20/EMA23較低者的4%，隔日開盤停損。基礎模型績效：勝率66.03% / 和局5.60% / 敗率28.36% / 平均報酬+2.90%。技術強勢組合績效：勝率75.54% / 和局3.52% / 敗率20.95% / 平均報酬+2.96%。勝：D+20內先觸發收盤突破訊號日前20日高點，且停損未先觸發。和：D+20內沒有賣出或停損，且D+20收盤報酬大於等於0%。敗：停損先觸發，或D+20內沒有賣出/停損但D+20收盤報酬小於0%。,2356 英業達,2356 英業達,2356,英業達,70,70,新進榜 #1,新進榜 #1,1,1,1,3545 敦泰,3545 敦泰,3545,敦泰,70,70,連續榜 #1,連續榜 #1,1,1,1,回檔模型不要求先突破；若跌破23EMA或支撐且無法快速收回，需降低風險。
20260709,mainstream,hot_theme_pullback,熱門族群回檔模型,3,回檔,必須有熱門族群標籤，且股價回到23EMA或合理支撐區附近；不以營收作為必要條件。,3015 全漢,3015 全漢,3015,全漢,91,91,新進榜 #1,新進榜 #1,1,1,1,2356 英業達,2356 英業達,2356,英業達,88.8,88.8,連續榜 #1,連續榜 #1,1,1,1,熱門族群回檔以族群標籤與23EMA附近支撐為主；若族群退潮或跌破支撐需降風險。
20260709,mainstream,revenue_unreacted_range,營收爆發但股價尚未反應模型,4,基本面,營收YoY或累計YoY強，且股價仍位於23日盤整區間內；區間用近期最高/最低價加緩衝判斷。,1618 合機,1618 合機,1618,合機,87,87,新進榜 #1,新進榜 #1,1,1,1,2495 普安,2495 普安,2495,普安,89.7,89.7,連續榜 #1,連續榜 #1,1,1,1,用於找營收已改善但市場尚未完全反應的股票；後續觀察平台突破、EPS/毛利與量價確認。
20260709,mainstream,w_bottom_right_side,W底右側模型,5,型態,W底右側初步成立，右側低點墊高，兩側低點高度不能差距過大；左低右高且已創高者不應歸入此模型。,6191 精成科,6191 精成科,6191,精成科,66,66,新進榜 #1,新進榜 #1,1,1,1,今日無候選,今日無候選,,,-,-,-,-,-,-,-,後續看頸線突破與右側量價品質；跌回右側低點或頸線攻擊失敗則降級。
20260709,mainstream,neckline_volume_breakout_confirmation,W底頸線帶量突破確認模型,6,突破,W底頸線帶量突破確認：股價收盤站上偵測到的W底頸線，並通過量能確認或漲停確認；第二段圓弧均量必須高於第一段基準。,今日無候選,今日無候選,,,-,-,-,-,-,-,-,今日無候選,今日無候選,,,-,-,-,-,-,-,-,-
20260709,mainstream,pullback_short_reclaim,回檔後短線轉強模型,7,短線,前面有漲勢，回檔未破結構，且重新站回23EMA。,2356 英業達,2356 英業達,2356,英業達,72.6,72.6,新進榜 #1,新進榜 #1,1,1,1,2476 鉅祥,2476 鉅祥,2476,鉅祥,59,59,連續榜 #1,連續榜 #1,1,1,1,後續看23EMA是否守住與再攻量價是否延續；若跌回23EMA下方且站不回，應降低風險。
20260709,mainstream,tdcc_stealth_accumulation,TDCC潛伏吸籌模型,8,籌碼,TDCC連續增加，股價尚未大漲，且位於近期盤整區間或尚未完全反應；以tdcc_leading_price為主要狀態。,今日無候選,今日無候選,,,-,-,-,-,-,-,-,今日無候選,今日無候選,,,-,-,-,-,-,-,-,-
20260709,mainstream,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,9,籌碼,all_thresholds_overheated或phase_overheated_after_tdcc，搭配MACD/KD/Bollinger與1W/2W漲幅條件。,今日無候選,今日無候選,,,-,-,-,-,-,-,-,6213 聯茂,6213 聯茂,6213,聯茂,85.9,85.9,連續榜 #1,連續榜 #1,1,1,1,以訊號日隔天開盤為進場假設，後續依D+5 / D+10統計結果與價格轉弱條件管理。
20260709,non_mainstream,volume_range_breakout,放量攻擊模型,1,突破,不含今日的前20日最高價為突破基準；一般放量突破需收盤價 >= 基準 * 1.02、量比 >= 2.0、20日均量 >= 1000張，且為實體紅K或漲停型態；鎖量漲停突破不要求量比或20日均量，但需收盤價 >= 基準 * 1.02、漲幅 >= 9%、一價漲停或極窄區間，且開盤與收盤貼近漲停價。,4198 欣大健康,4198 欣大健康,4198,欣大健康,82,82,新進榜 #1,新進榜 #1,1,1,1,2601 益航,2601 益航,2601,益航,70.4,70.4,連續榜 #1,連續榜 #1,1,1,1,以訊號日隔天開盤為進場假設；若跌回突破區、跌破支撐或量價失敗，應降低部位或退出。
